liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,GK Successful Distribution,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Goals,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Headed Goals,GK Unsuccessful Distribution,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Dribbles,Blocked Shots,Substitute On,Successful Crosses & Corners,Successful Crosses open play,Offsides,Corners Won,Yellow Cards,Substitute Off,Throw Ins to Opposition Player,Unsuccessful Dribbles,Assists (Intentional),Goal Assists,Right Foot Goals,Handballs conceded,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Hit Woodwork,Unsuccessful lay-offs,Successful Corners into Box,Corners Taken (incl short corners),Unsuccessful Corners into Box,Through balls,Goals Conceded Outside Box,Foul Won Penalty,Penalties Taken,Penalty Goals,Penalties Faced,Saves made - caught,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Last Man Tackle
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,14t6yeoa7ijhxtol7uqrkxk9h,S. Aigner,Midfielder,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,bzry98hy5bhb4mhil7j4ccfdh,M. Azira,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,dhwk7axf00z4pe7crgp3ge8yx,D. Badji,Forward,14,,180.0,,,3.0,,,34.0,13.0,25.0,,,2.0,1.0,12.0,22.0,7.0,,,6.0,38.0,4.0,32.0,2.0,5.0,6.0,7.0,3.0,6.0,3.0,2.0,2.0,,70.0,2.0,3.0,,15.0,,8.0,7.0,51.0,12.0,4.0,,,1.0,9.0,36.0,2.0,2.0,,,2.0,,,12.0,10.0,,28.0,32.0,21.0,1.0,,24.0,,1.0,3.0,2.0,,,,,2.0,2.0,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,dc2s7q4uckoevisjlcjq7rljp,J. Blomberg,Midfielder,8,1.0,66.0,,,,,,25.0,8.0,13.0,,,1.0,,1.0,7.0,9.0,3.0,,3.0,25.0,3.0,22.0,,,3.0,9.0,,3.0,9.0,1.0,1.0,1.0,35.0,1.0,3.0,,9.0,,5.0,,19.0,4.0,,,,1.0,,10.0,,,,1.0,1.0,,,5.0,3.0,,22.0,22.0,1.0,,3.0,6.0,,1.0,4.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,eju8pm7ljrsuf1cozy0j0sel1,N. Boateng,Midfielder,21,2.0,90.0,,,6.0,,,44.0,18.0,22.0,,2.0,4.0,1.0,,14.0,17.0,4.0,,3.0,44.0,,35.0,2.0,1.0,5.0,12.0,1.0,7.0,9.0,1.0,5.0,,66.0,1.0,,,11.0,,9.0,3.0,50.0,5.0,,,4.0,,,11.0,,2.0,,2.0,1.0,,,6.0,5.0,,39.0,39.0,,,3.0,6.0,1.0,1.0,5.0,1.0,2.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,bhihqkknr89j9ygk9aj2gnoph,E. Castillo,Defender,2,4.0,114.0,,6.0,,1.0,,57.0,11.0,26.0,,,1.0,1.0,1.0,20.0,20.0,1.0,,11.0,57.0,1.0,44.0,2.0,1.0,11.0,25.0,,14.0,5.0,1.0,2.0,1.0,83.0,2.0,1.0,,10.0,,19.0,1.0,19.0,4.0,,,2.0,1.0,,11.0,3.0,2.0,,4.0,2.0,,,6.0,2.0,,46.0,46.0,1.0,,1.0,7.0,,2.0,4.0,2.0,,1.0,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,87grwc9qwom78uf9g3zllk2xh,K. Ford,Defender,24,,180.0,,,,,,54.0,4.0,14.0,1.0,5.0,2.0,1.0,6.0,18.0,29.0,3.0,,8.0,56.0,5.0,35.0,2.0,2.0,13.0,8.0,,11.0,8.0,2.0,2.0,2.0,85.0,2.0,3.0,4.0,10.0,,23.0,4.0,39.0,8.0,1.0,,8.0,,4.0,20.0,4.0,2.0,,,2.0,,,6.0,21.0,,42.0,43.0,10.0,1.0,1.0,12.0,2.0,7.0,4.0,1.0,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,6pqwh2z47uwgr9u9y8n79ppzp,M. Hairston,Midfielder,94,5.0,180.0,,14.0,,,,57.0,10.0,29.0,3.0,4.0,1.0,,,21.0,20.0,1.0,,6.0,58.0,1.0,44.0,2.0,,10.0,2.0,2.0,13.0,10.0,2.0,5.0,2.0,97.0,2.0,1.0,,9.0,,18.0,1.0,41.0,6.0,,,4.0,3.0,2.0,11.0,2.0,2.0,,5.0,2.0,,,5.0,28.0,,47.0,48.0,2.0,1.0,,5.0,1.0,6.0,4.0,,,,1.0,1.0,1.0,2.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,ag7r3tn7qxymp8c3ohzzlx6nd,S. Hamilton,Midfielder,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2018,Colorado Rapids,89lallj6tfsq8oipln6hgglhx,T. Howard,Goalkeeper,1,,90.0,6.0,,,4.0,,12.0,,4.0,6.0,10.0,,,,10.0,8.0,,,,22.0,,6.0,2.0,,10.0,1.0,,9.0,7.0,1.0,,1.0,31.0,1.0,,,,,18.0,,70.0,,,,6.0,,,,,2.0,,,1.0,,2.0,,3.0,,8.0,12.0,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,2.0,4.0,,,,,,,,,,,,,,,,,
