liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Goals,Right Foot Goals,Open Play Passes,Corners Won,Times Tackled,Backward Passes,Successful Passes Opposition Half,Yellow Cards,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Winning Goal,Successful Crosses & Corners,Unsuccessful Long Passes,Successful Crosses open play,Offsides,Throw Ins to Own Player,Successful Lay-offs,Unsuccessful Launches,Shots Off Target (inc woodwork),Blocks,Successful Long Passes,Left Foot Goals,Clean Sheets,Tackles Lost,Successful Launches,Hit Woodwork,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Through balls,Throw Ins to Opposition Player,Handballs conceded,Last Man Tackle,Successful Corners into Box,Second Goal Assists,Attempts from Set Pieces,Foul Won Penalty,Headed Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Penalties Conceded,Punches,Penalties Saved,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves from Penalty,Saves made - caught,GK Unsuccessful Distribution,Goals from Outside Box,Clearances Off the Line,Own Goal Scored,Home Goals,Away Goals,Goal Kicks,Crosses not Claimed,Total Red Cards,Red Cards - 2nd Yellow,Drops,Straight Red Cards,Other Goals,Set Pieces Goals,Penalties Off Target
USA_USL_League_One,2020,Fort Lauderdale CF,3prn71emztnwxda7f12uejwq2,D. Gagliardi,Goalkeeper,12,,90.0,,,,26.0,,,,5.0,,,,,12.0,23.0,,,,40.0,,,,20.0,1.0,,12.0,5.0,1.0,8.0,,14.0,1.0,,4.0,56.0,,1.0,,,25.0,,10.0,1.0,,,1.0,,1.0,2.0,1.0,,1.0,,,10.0,,16.0,28.0,1.0,,,,,0.0,,12.0,,,,,8.0,,,8.0,,,,2.0,,,,,,,,,,,,,,,,4.0,17.0,,2.0,,,,1.0,,3.0,,,,2.0,,,,,,10.0,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,1vnfc466lc01fdfhyvzt8fhii,S. Guediri,Defender,35,33.0,1290.0,2.0,,,705.0,7.0,22.0,133.0,326.0,2.0,14.0,2.0,10.0,247.0,303.0,34.0,92.0,2.0,754.0,2.0,18.0,14.0,577.0,24.0,15.0,137.0,295.0,21.0,145.0,5.0,109.0,14.0,33.0,38.0,1171.0,18.0,16.0,10.0,106.0,285.0,10.0,10.0,75.0,3.0,10.0,17.0,12.0,133.0,32.0,26.0,46.0,16.0,6.0,48.0,41.0,,577.0,617.0,27.0,22.0,58.0,33.0,58.0,0.0,12.0,45.0,10.0,4.0,100.0,,16.0,12.0,4.0,40.0,,1.0,12.0,3.0,,1.0,,2.0,2.0,15.0,1.0,,2.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,bzwv4zez99qi6jfamw5ot54dm,E. Hardin,Defender,5,2.0,1052.0,2.0,,,725.0,,4.0,29.0,167.0,2.0,3.0,2.0,16.0,82.0,505.0,15.0,47.0,2.0,741.0,,6.0,1.0,630.0,20.0,,69.0,314.0,1.0,37.0,,69.0,11.0,6.0,34.0,865.0,,13.0,3.0,36.0,271.0,,10.0,38.0,,5.0,17.0,,69.0,32.0,22.0,2.0,13.0,,15.0,127.0,,657.0,672.0,33.0,12.0,31.0,25.0,21.0,0.0,,22.0,,,2.0,,14.0,,10.0,42.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,3qk54tml31oym0ifp5h9fl5ka,R. Ibarra,Midfielder,20,1.0,185.0,2.0,,,133.0,,6.0,15.0,40.0,,,,,26.0,79.0,6.0,14.0,,137.0,3.0,4.0,2.0,112.0,2.0,1.0,18.0,44.0,1.0,13.0,,10.0,3.0,1.0,6.0,164.0,,5.0,4.0,23.0,35.0,,10.0,12.0,1.0,3.0,1.0,2.0,24.0,,2.0,1.0,5.0,,12.0,43.0,,115.0,119.0,1.0,4.0,12.0,1.0,11.0,0.0,,4.0,,,,2.0,1.0,,2.0,7.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,4pzxnlbebu5v53njghf04lc5x,J. Kiesewetter,Forward,9,6.0,295.0,5.0,1.0,1.0,64.0,8.0,11.0,26.0,36.0,,,,2.0,50.0,16.0,2.0,21.0,1.0,71.0,,4.0,4.0,49.0,10.0,6.0,21.0,12.0,,27.0,1.0,3.0,2.0,,,125.0,1.0,7.0,2.0,25.0,17.0,27.0,10.0,15.0,4.0,5.0,4.0,8.0,31.0,1.0,10.0,6.0,7.0,,14.0,16.0,1.0,43.0,50.0,6.0,2.0,16.0,,11.0,0.0,2.0,,2.0,3.0,1.0,3.0,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,9tkrw0zc8a7zpkeourj1f5016,R. Lopez-Espin,Forward,7,1.0,1238.0,1.0,7.0,3.0,172.0,9.0,12.0,81.0,85.0,2.0,9.0,2.0,16.0,88.0,71.0,3.0,48.0,2.0,208.0,7.0,19.0,4.0,152.0,18.0,41.0,52.0,52.0,5.0,43.0,5.0,20.0,15.0,16.0,10.0,341.0,,16.0,13.0,50.0,40.0,57.0,10.0,29.0,26.0,6.0,16.0,4.0,82.0,14.0,20.0,1.0,16.0,,37.0,35.0,6.0,121.0,156.0,32.0,2.0,53.0,,13.0,1.0,,4.0,,19.0,,17.0,1.0,15.0,1.0,4.0,4.0,,1.0,,,,4.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,4.0,3.0,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,51dxq7xhe6g3ag3vvv83owqju,C. Young,Defender,19,15.0,542.0,11.0,,,254.0,3.0,8.0,45.0,102.0,1.0,4.0,,10.0,103.0,108.0,17.0,43.0,,262.0,,8.0,8.0,193.0,14.0,1.0,61.0,11.0,9.0,60.0,,33.0,3.0,10.0,16.0,413.0,,14.0,5.0,45.0,110.0,7.0,10.0,36.0,,2.0,9.0,4.0,64.0,10.0,14.0,15.0,14.0,,18.0,96.0,,193.0,201.0,19.0,14.0,28.0,5.0,27.0,0.0,9.0,18.0,9.0,1.0,43.0,,10.0,1.0,3.0,8.0,,,3.0,2.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,dyqr2z4r3oilkvxc95dmxm609,C. Makoun,Defender,0,,218.0,,,,136.0,,5.0,20.0,61.0,2.0,,,2.0,31.0,59.0,3.0,16.0,,140.0,3.0,3.0,2.0,107.0,3.0,5.0,20.0,34.0,1.0,14.0,,12.0,3.0,1.0,6.0,173.0,,3.0,2.0,17.0,39.0,2.0,10.0,9.0,1.0,4.0,,1.0,19.0,2.0,3.0,,3.0,,8.0,47.0,,116.0,120.0,2.0,2.0,10.0,2.0,9.0,0.0,,4.0,,,,1.0,1.0,4.0,1.0,13.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,3grqr9afv6w18043yx4nrpsa2,M. Méndez,Defender,17,,525.0,1.0,,,351.0,,3.0,21.0,58.0,3.0,2.0,1.0,16.0,63.0,250.0,11.0,29.0,1.0,363.0,6.0,9.0,,275.0,11.0,1.0,55.0,42.0,1.0,33.0,,36.0,7.0,6.0,22.0,442.0,,8.0,6.0,29.0,159.0,1.0,10.0,23.0,,5.0,8.0,,53.0,26.0,12.0,,8.0,,14.0,141.0,,297.0,308.0,24.0,10.0,30.0,13.0,15.0,0.0,,26.0,,,,,15.0,1.0,6.0,33.0,,,1.0,4.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,f472o0229a6xev8qudf1tyf6y,F. Nodarse,Defender,13,1.0,454.0,2.0,,,317.0,1.0,1.0,23.0,59.0,3.0,1.0,,9.0,35.0,235.0,10.0,19.0,,325.0,1.0,5.0,,280.0,10.0,1.0,31.0,110.0,1.0,18.0,1.0,19.0,5.0,3.0,14.0,398.0,,7.0,2.0,25.0,108.0,3.0,10.0,25.0,,7.0,9.0,1.0,43.0,21.0,10.0,1.0,7.0,,9.0,84.0,,286.0,294.0,18.0,6.0,18.0,16.0,16.0,0.0,,12.0,,,,,4.0,1.0,4.0,14.0,,,4.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,75uvtneiiwunxm3cepwgy7zoq,F. Raggio,Midfielder,21,3.0,362.0,7.0,,,119.0,1.0,12.0,30.0,53.0,1.0,2.0,,2.0,68.0,50.0,8.0,24.0,,131.0,2.0,6.0,1.0,85.0,7.0,6.0,33.0,29.0,5.0,30.0,1.0,16.0,3.0,7.0,14.0,205.0,17.0,10.0,4.0,40.0,42.0,1.0,10.0,16.0,2.0,6.0,1.0,6.0,43.0,2.0,7.0,11.0,10.0,8.0,25.0,30.0,,88.0,98.0,3.0,6.0,27.0,2.0,15.0,0.0,5.0,9.0,,,,1.0,4.0,4.0,1.0,13.0,,,2.0,1.0,,,,,,1.0,,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,55y26r9mz105vrqmnq739l62,D. Reyes,Midfielder,26,1.0,141.0,4.0,1.0,1.0,36.0,1.0,6.0,6.0,16.0,1.0,,,7.0,25.0,8.0,2.0,10.0,,37.0,1.0,4.0,2.0,23.0,4.0,2.0,13.0,4.0,1.0,12.0,3.0,5.0,1.0,1.0,3.0,64.0,2.0,5.0,1.0,15.0,15.0,5.0,10.0,7.0,2.0,2.0,1.0,2.0,23.0,,4.0,2.0,5.0,1.0,9.0,12.0,1.0,23.0,24.0,8.0,1.0,16.0,1.0,6.0,0.0,,3.0,,,,,,,,1.0,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,4zeqf25yi2qx9mbv6rqh1i9cl,B. Rosales,Defender,2,18.0,1163.0,,,,605.0,4.0,18.0,117.0,219.0,1.0,9.0,2.0,16.0,177.0,306.0,21.0,86.0,2.0,626.0,5.0,11.0,10.0,482.0,18.0,3.0,107.0,45.0,13.0,78.0,,84.0,14.0,21.0,48.0,965.0,2.0,14.0,8.0,79.0,205.0,6.0,10.0,61.0,,15.0,16.0,9.0,111.0,32.0,20.0,19.0,14.0,1.0,34.0,259.0,,500.0,519.0,32.0,16.0,50.0,20.0,45.0,0.0,6.0,21.0,5.0,,119.0,,9.0,3.0,4.0,37.0,,1.0,5.0,2.0,,1.0,,1.0,,8.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,6sfhhmpf34kha1igwfrpzs8ru,J. Saavedra,Midfielder,14,1.0,315.0,4.0,,,139.0,,1.0,23.0,34.0,,4.0,,2.0,38.0,91.0,9.0,21.0,,148.0,1.0,4.0,2.0,118.0,6.0,1.0,26.0,42.0,1.0,19.0,,13.0,4.0,7.0,8.0,200.0,,8.0,2.0,23.0,34.0,5.0,10.0,18.0,,4.0,3.0,,28.0,2.0,6.0,1.0,8.0,,8.0,49.0,,113.0,122.0,5.0,4.0,10.0,4.0,15.0,0.0,3.0,5.0,3.0,,,1.0,3.0,1.0,3.0,4.0,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,3lkhe0z245maxwz5f96p9uqd,E. Sosa,Midfielder,10,2.0,1006.0,1.0,3.0,3.0,406.0,8.0,41.0,70.0,233.0,6.0,9.0,2.0,3.0,200.0,76.0,11.0,94.0,2.0,414.0,3.0,18.0,27.0,293.0,17.0,26.0,105.0,109.0,11.0,95.0,8.0,42.0,11.0,16.0,12.0,667.0,3.0,12.0,10.0,149.0,163.0,34.0,10.0,90.0,13.0,50.0,4.0,14.0,156.0,2.0,19.0,2.0,12.0,,63.0,72.0,1.0,301.0,309.0,7.0,6.0,66.0,2.0,86.0,1.0,,11.0,,,2.0,5.0,1.0,13.0,1.0,16.0,,,5.0,1.0,1.0,4.0,1.0,4.0,10.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,2.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,84wf0gux66bhyqh95xn9f9ey,D. Talero,Forward,29,,3.0,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,2.0,,1.0,,1.0,,1.0,10.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,4ru6rqe3k46cssdxeqfzqveqy,F. Valencia,Midfielder,25,10.0,640.0,3.0,3.0,1.0,99.0,5.0,25.0,29.0,56.0,,7.0,2.0,4.0,83.0,26.0,14.0,20.0,1.0,100.0,8.0,4.0,7.0,79.0,12.0,14.0,21.0,8.0,3.0,27.0,1.0,19.0,9.0,10.0,4.0,230.0,,12.0,2.0,62.0,21.0,20.0,10.0,27.0,10.0,6.0,,9.0,66.0,2.0,14.0,10.0,12.0,,35.0,42.0,3.0,78.0,79.0,4.0,7.0,39.0,2.0,27.0,1.0,3.0,1.0,3.0,2.0,,3.0,,4.0,,,2.0,,7.0,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,
USA_USL_League_One,2020,Fort Lauderdale CF,didmp912fc6f7gynoc8ugf5nu,A. Zuluaga,Goalkeeper,99,,360.0,,,,111.0,,,,5.0,1.0,,1.0,1.0,23.0,128.0,,,,153.0,,,,113.0,6.0,,20.0,53.0,,6.0,,29.0,4.0,1.0,14.0,187.0,,4.0,,,62.0,,10.0,1.0,,,1.0,,2.0,1.0,7.0,,4.0,,,38.0,,95.0,133.0,2.0,,1.0,,,0.0,,20.0,,,,,12.0,,,20.0,,1.0,,7.0,,,,,,,,,,,,,,,,11.0,50.0,,,,,,6.0,2.0,5.0,,,1.0,4.0,,,,,,35.0,,,,1.0,,,,
