liga,temporada,equipo,id,nombre,posicion,dorsal,Goal Assists,Yellow Cards,Goals Conceded Inside Box,Duels won,Unsuccessful Launches,Successful Short Passes,Leftside Passes,Times Tackled,Foul Attempted Tackle,Through balls,Unsuccessful Passes Opposition Half,Time Played,Games Played,Ground Duels won,Total Clearances,Substitute On,Backward Passes,Unsuccessful Crosses open play,Penalty Goals Conceded,Unsuccessful Passes Own Half,Index,Total Fouls Conceded,Total Passes,Open Play Passes,Duels,PutThrough/Blocked Distribution Won,Aerial Duels,Right Foot Goals,Rightside Passes,Total Losses Of Possession,Unsuccessful Dribbles,Corners Won,Throw Ins to Opposition Player,Successful Open Play Passes,Key Passes (Attempt Assists),Successful Passes Opposition Half,Substitute Off,Unsuccessful Crosses & Corners,Goals,Tackles Won,Total Successful Passes ( Excl Crosses & Corners ) ,Goals Conceded Outside Box,Unsuccessful Long Passes,Ground Duels,Goals from Inside Box,Assists (Intentional),Duels lost,Interceptions,Blocked Shots,Forward Passes,Successful Dribbles,Touches,Goals Conceded,PutThrough/Blocked Distribution,Successful Passes Own Half,Total Touches In Opposition Box,Penalties Conceded,Successful Long Passes,Recoveries,Appearances,Tackles Lost,Successful Crosses & Corners,Shots On Target ( inc goals ),Total Tackles,Successful Crosses open play,Starts,Ground Duels lost,Total Fouls Won,Throw Ins to Own Player,Clean Sheets,Unsuccessful Short Passes,Total Shots,Blocks,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Launches,Aerial Duels won,Aerial Duels lost,Home Goals,Away Goals,Winning Goal,Goals from Outside Box,Corners Taken (incl short corners),Successful Lay-offs,Left Foot Goals,Offsides,Shots Off Target (inc woodwork),Successful Corners into Box,Unsuccessful Corners into Box,Handballs conceded,Second Goal Assists,Clearances Off the Line,Foul Won Penalty,Penalty Goals,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Total Red Cards,Straight Red Cards,GK Unsuccessful Distribution,Red Cards - 2nd Yellow,Hit Woodwork,Unsuccessful lay-offs,Drops,Last Man Tackle,GK Successful Distribution,Saves Made from Inside Box,Penalties Faced,Crosses not Claimed,Saves made - parried,Catches,Saves Made from Outside Box,Saves Made,Punches,Goalkeeper Smother,Saves made - caught,Headed Goals,Other Goals,Own Goal Scored,Saves from Penalty,Penalties Saved
Canada_Canadian_Premier_League,2022,Atlético Ottawa,b2fxe6y0xulg212cls9zrp6mt,Miguel Acosta,Defender,17,3.0,4.0,22.0,132.0,47.0,898.0,526.0,12.0,11.0,2.0,186.0,2357.0,29.0,120.0,69.0,3.0,99.0,29.0,5.0,69.0,10.0,22.0,1221.0,1172.0,226.0,22.0,35.0,1.0,69.0,355.0,3.0,14.0,64.0,953.0,9.0,347.0,2.0,29.0,1.0,58.0,995.0,5.0,119.0,191.0,1.0,3.0,94.0,28.0,5.0,527.0,9.0,1781.0,27.0,45.0,659.0,15.0,1.0,97.0,140.0,29.0,33.0,11.0,2.0,91.0,11.0,26.0,71.0,20.0,127.0,8.0,107.0,2.0,11.0,226.0,18.0,12.0,23.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,6mmfo5q4m9zdbpl1cgqv5muhh,K. Alemán,Midfielder,7,1.0,4.0,12.0,71.0,5.0,246.0,61.0,42.0,9.0,3.0,60.0,1020.0,25.0,68.0,6.0,15.0,92.0,12.0,1.0,14.0,10.0,19.0,320.0,314.0,149.0,8.0,10.0,,101.0,151.0,27.0,3.0,,260.0,8.0,151.0,10.0,19.0,2.0,17.0,265.0,2.0,11.0,139.0,1.0,1.0,78.0,7.0,1.0,66.0,12.0,570.0,14.0,17.0,121.0,19.0,,19.0,62.0,25.0,17.0,7.0,6.0,34.0,1.0,10.0,71.0,22.0,,,44.0,11.0,1.0,55.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,11.0,2.0,2.0,1.0,5.0,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,2wu0t979tuh0b63hs2j90o1nu,O. Antoniuk,Midfielder,0,,1.0,,13.0,1.0,23.0,5.0,6.0,1.0,,11.0,166.0,5.0,12.0,,2.0,15.0,3.0,,4.0,10.0,1.0,35.0,34.0,25.0,1.0,3.0,,8.0,26.0,1.0,1.0,,22.0,1.0,16.0,3.0,3.0,,2.0,23.0,,3.0,22.0,,,12.0,1.0,,7.0,1.0,74.0,,4.0,7.0,6.0,,,9.0,5.0,1.0,,1.0,3.0,,3.0,10.0,8.0,1.0,,9.0,2.0,,12.0,,1.0,2.0,,,0.0,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,4qii6ycyfpukpd538kwp1fms4,Z. Bahous,Midfielder,22,1.0,5.0,13.0,104.0,5.0,416.0,123.0,45.0,16.0,8.0,105.0,1600.0,29.0,97.0,6.0,10.0,114.0,10.0,3.0,28.0,10.0,22.0,565.0,562.0,210.0,18.0,21.0,1.0,153.0,218.0,22.0,6.0,2.0,439.0,14.0,289.0,17.0,10.0,1.0,29.0,442.0,4.0,32.0,189.0,1.0,1.0,106.0,19.0,13.0,175.0,31.0,891.0,17.0,40.0,157.0,48.0,,26.0,103.0,29.0,25.0,4.0,3.0,54.0,4.0,19.0,92.0,13.0,14.0,1.0,91.0,11.0,3.0,123.0,,7.0,14.0,0.0,1.0,1.0,,,9.0,,1.0,8.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,7ao58e6608lb8eu3dmk17jisp,O. Bassett,Midfielder,10,3.0,6.0,23.0,84.0,7.0,843.0,314.0,40.0,14.0,10.0,207.0,2619.0,30.0,82.0,8.0,,194.0,26.0,5.0,50.0,10.0,20.0,1095.0,1036.0,188.0,17.0,11.0,8.0,227.0,348.0,26.0,21.0,1.0,855.0,38.0,586.0,13.0,73.0,8.0,15.0,911.0,6.0,45.0,177.0,5.0,2.0,104.0,26.0,14.0,360.0,21.0,1515.0,29.0,49.0,357.0,31.0,,68.0,191.0,30.0,23.0,32.0,14.0,38.0,5.0,30.0,95.0,23.0,5.0,5.0,139.0,29.0,3.0,184.0,3.0,2.0,9.0,0.0,8.0,3.0,3.0,86.0,1.0,,2.0,15.0,25.0,33.0,1.0,1.0,,,3.0,2.0,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,3ot9v3kbxlf1il8eg7o4vg9ud,D. Beckie,Defender,2,,4.0,11.0,54.0,14.0,540.0,151.0,2.0,8.0,,70.0,1610.0,26.0,32.0,79.0,8.0,34.0,,2.0,37.0,10.0,10.0,694.0,665.0,89.0,12.0,40.0,,257.0,133.0,1.0,3.0,10.0,565.0,6.0,161.0,2.0,,,10.0,587.0,2.0,54.0,49.0,,,35.0,24.0,3.0,252.0,1.0,942.0,13.0,18.0,426.0,25.0,,47.0,60.0,26.0,8.0,,3.0,18.0,,18.0,17.0,13.0,19.0,7.0,53.0,13.0,14.0,107.0,4.0,22.0,18.0,,,0.0,,,,,1.0,10.0,,,1.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,e3xm6mtqqcv0c1fsuwf89b6y1,Sergio Camus,Defender,0,,3.0,7.0,19.0,9.0,263.0,51.0,,3.0,,31.0,668.0,11.0,13.0,35.0,4.0,24.0,3.0,,7.0,10.0,8.0,318.0,306.0,33.0,3.0,10.0,,148.0,46.0,,1.0,3.0,273.0,,70.0,,3.0,,4.0,283.0,1.0,26.0,23.0,,,14.0,6.0,1.0,95.0,,412.0,8.0,3.0,213.0,6.0,,20.0,22.0,11.0,4.0,,1.0,8.0,,7.0,10.0,5.0,5.0,1.0,9.0,4.0,6.0,35.0,3.0,6.0,4.0,,,0.0,,,,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,58i2hjymxpqbymprh7c48t1qs,Diego Espejo,Defender,4,,8.0,20.0,100.0,26.0,1139.0,559.0,5.0,9.0,1.0,113.0,2349.0,27.0,59.0,128.0,,32.0,,5.0,49.0,10.0,30.0,1414.0,1376.0,162.0,6.0,65.0,,446.0,177.0,4.0,2.0,,1218.0,5.0,319.0,1.0,,,18.0,1252.0,6.0,92.0,97.0,,,62.0,23.0,3.0,377.0,1.0,1690.0,26.0,10.0,933.0,19.0,2.0,113.0,81.0,27.0,13.0,,,31.0,,27.0,38.0,27.0,2.0,10.0,70.0,5.0,16.0,162.0,11.0,41.0,24.0,,,0.0,,,,,,5.0,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,2yory0v0jjh4vc2g7j5psijth,C. Haworth,Midfielder,45,4.0,3.0,15.0,68.0,13.0,322.0,169.0,38.0,6.0,9.0,149.0,1480.0,26.0,55.0,22.0,12.0,99.0,36.0,2.0,27.0,10.0,13.0,485.0,470.0,143.0,8.0,24.0,,33.0,248.0,21.0,10.0,4.0,340.0,15.0,216.0,7.0,43.0,,12.0,352.0,3.0,33.0,119.0,,4.0,75.0,11.0,1.0,184.0,12.0,800.0,18.0,25.0,146.0,28.0,,30.0,73.0,26.0,12.0,10.0,3.0,24.0,5.0,14.0,64.0,19.0,50.0,2.0,100.0,8.0,4.0,133.0,6.0,13.0,11.0,,,0.0,,13.0,1.0,,2.0,5.0,4.0,6.0,1.0,,,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,ex7za2yvl9xrcdtr60ake2bit,N. Ingham,Goalkeeper,29,,1.0,22.0,17.0,71.0,332.0,134.0,,1.0,,216.0,2517.0,28.0,5.0,19.0,,,,5.0,45.0,10.0,1.0,715.0,329.0,19.0,,13.0,,150.0,264.0,,,,220.0,,72.0,1.0,,,1.0,454.0,6.0,253.0,6.0,,,2.0,1.0,,431.0,,992.0,28.0,,382.0,,1.0,122.0,242.0,28.0,,,,1.0,,28.0,1.0,5.0,,9.0,8.0,,,261.0,20.0,12.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,88.0,,,,5.0,1.0,325.0,39.0,5.0,1.0,21.0,26.0,36.0,75.0,12.0,5.0,7.0,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,63rmd2xbr48c0zzvsj6bn3651,C. Mannella,Midfielder,6,,,3.0,5.0,,25.0,8.0,2.0,,,6.0,89.0,6.0,5.0,1.0,6.0,4.0,,2.0,,10.0,1.0,34.0,32.0,12.0,,,,11.0,8.0,1.0,,,26.0,,16.0,,,,3.0,28.0,,2.0,12.0,,,7.0,1.0,2.0,11.0,1.0,48.0,3.0,,12.0,2.0,,3.0,7.0,6.0,1.0,,,4.0,,,7.0,,,,4.0,,2.0,6.0,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2022,Atlético Ottawa,eyems8p1wpp6df9w1wz6rdvpx,B. McKendry,Midfielder,8,1.0,4.0,11.0,80.0,11.0,314.0,93.0,15.0,13.0,1.0,67.0,1193.0,27.0,70.0,15.0,14.0,66.0,4.0,2.0,30.0,10.0,20.0,443.0,413.0,139.0,14.0,15.0,,128.0,132.0,10.0,2.0,3.0,327.0,12.0,146.0,6.0,7.0,,27.0,353.0,3.0,38.0,124.0,,,59.0,25.0,2.0,156.0,8.0,646.0,14.0,20.0,211.0,8.0,,39.0,95.0,27.0,21.0,4.0,1.0,48.0,1.0,13.0,54.0,14.0,1.0,2.0,52.0,3.0,8.0,90.0,6.0,10.0,5.0,,,0.0,,5.0,2.0,,,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
