liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Successful Launches,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,GK Successful Distribution,Substitute On,Successful Lay-offs,Goals,Right Foot Goals,Successful Crosses & Corners,Yellow Cards,Shots Off Target (inc woodwork),Substitute Off,Successful Dribbles,Total Shots,Total Red Cards,Blocked Shots,Red Cards - 2nd Yellow,Foul Attempted Tackle,Total Touches In Opposition Box,Shots On Target ( inc goals ),Successful Crosses open play,Aerial Duels won,Handballs conceded,Hit Woodwork,Goals from Inside Box,Unsuccessful lay-offs,Through balls,Offsides,Corners Won,Successful Corners into Box,Corners Taken (incl short corners),Goals from Outside Box,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Clearances Off the Line,Goal Assists,Saves Made,Crosses not Claimed,Punches,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Second Goal Assists,Own Goal Scored,Headed Goals,Foul Won Penalty,Set Pieces Goals,Attempts from Set Pieces,Penalties Taken,Penalty Goals,Straight Red Cards,Penalties Conceded,Goalkeeper Smother,Penalties Faced,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Other Goals,Goal Kicks,Last Man Tackle,Saves from Penalty,Penalties Saved,Penalties Off Target
USA_USL_Championship,2017,OKC Energy FC,8opmt7du7sfxx32p8oe4c434l,C. Andrews,Defender,26,1.0,1968.0,3.0,10.0,704.0,34.0,138.0,31.0,64.0,6.0,4.0,25.0,182.0,440.0,28.0,95.0,736.0,32.0,489.0,27.0,159.0,195.0,1.0,97.0,,73.0,23.0,13.0,63.0,961.0,24.0,10.0,85.0,294.0,10.0,80.0,88.0,13.0,1.0,148.0,71.0,31.0,1.0,24.0,43.0,213.0,553.0,577.0,63.0,6.0,20.0,68.0,8.0,35.0,42.0,,1.0,2.0,1.0,,1.0,4.0,6.0,3.0,5.0,11.0,1.0,,,13.0,20.0,5.0,1.0,38.0,3.0,1.0,1.0,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,3.0,,,6.0,5.0,0.0,1.0,0.0,,,,,,1.0
USA_USL_Championship,2017,OKC Energy FC,8auz3q5phubnh3tfs7xdjxfpx,J. Angulo,Forward,9,14.0,2241.0,7.0,1.0,515.0,137.0,256.0,,17.0,14.0,4.0,51.0,296.0,129.0,19.0,139.0,536.0,41.0,365.0,20.0,156.0,148.0,19.0,147.0,1.0,64.0,24.0,39.0,23.0,866.0,31.0,,159.0,146.0,10.0,76.0,15.0,18.0,18.0,227.0,11.0,24.0,14.0,31.0,100.0,105.0,360.0,380.0,68.0,2.0,13.0,151.0,6.0,1.0,59.0,,7.0,45.0,15.0,2.0,5.0,3.0,33.0,11.0,23.0,62.0,,16.0,,10.0,89.0,29.0,5.0,17.0,5.0,2.0,14.0,7.0,11.0,36.0,10.0,,1.0,1.0,13.0,,6.0,,8.0,,,,,,,,,,,,,,,1.0,4.0,3.0,3.0,,,,,55.0,2.0,11.0,4.0,4.0,,,,,,
USA_USL_Championship,2017,OKC Energy FC,9c9a0rt223nx2iizveysopm8l,Barril,Midfielder,14,14.0,2388.0,3.0,2.0,1198.0,213.0,642.0,15.0,45.0,38.0,5.0,24.0,376.0,435.0,96.0,147.0,1238.0,33.0,953.0,25.0,192.0,385.0,48.0,204.0,,240.0,28.0,55.0,47.0,1795.0,32.0,8.0,319.0,370.0,10.0,217.0,93.0,62.0,22.0,362.0,9.0,30.0,59.0,32.0,121.0,270.0,1012.0,1046.0,43.0,1.0,74.0,145.0,22.0,37.0,198.0,,4.0,28.0,1.0,,31.0,4.0,12.0,20.0,42.0,19.0,2.0,7.0,1.0,18.0,20.0,7.0,6.0,19.0,1.0,1.0,,,9.0,2.0,14.0,18.0,56.0,1.0,1.0,36.0,3.0,2.0,3.0,,,,,,,,,,,,,,2.0,,2.0,1.0,,1.0,,,,60.0,6.0,1.0,0.0,0.0,,,,,,
USA_USL_Championship,2017,OKC Energy FC,a109ony77eibn4xc1t638mx1x,C. Bond,Defender,6,,559.0,,1.0,245.0,19.0,95.0,9.0,34.0,3.0,4.0,6.0,105.0,87.0,12.0,41.0,254.0,15.0,159.0,9.0,75.0,68.0,5.0,68.0,1.0,24.0,5.0,7.0,18.0,326.0,15.0,2.0,49.0,107.0,10.0,26.0,20.0,7.0,2.0,61.0,4.0,13.0,11.0,15.0,29.0,60.0,173.0,179.0,12.0,,7.0,35.0,5.0,5.0,20.0,,10.0,6.0,,,3.0,3.0,2.0,4.0,1.0,2.0,,1.0,,12.0,2.0,,,6.0,,,,,1.0,,,3.0,10.0,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,6.0,3.0,,,0.0,,,,,,
USA_USL_Championship,2017,OKC Energy FC,addjfu0hpon4lnvlefey1b1ed,J. Brown,Midfielder,17,28.0,588.0,5.0,,167.0,57.0,76.0,4.0,8.0,1.0,3.0,15.0,91.0,51.0,11.0,37.0,168.0,4.0,119.0,3.0,45.0,20.0,5.0,67.0,1.0,24.0,5.0,9.0,6.0,275.0,12.0,2.0,40.0,56.0,10.0,35.0,4.0,11.0,2.0,66.0,3.0,6.0,28.0,12.0,16.0,35.0,122.0,123.0,26.0,2.0,9.0,31.0,2.0,2.0,24.0,,7.0,4.0,1.0,1.0,4.0,1.0,6.0,1.0,3.0,10.0,,4.0,,1.0,15.0,4.0,4.0,11.0,,2.0,1.0,1.0,2.0,3.0,8.0,,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,,,3.0,,,,,,,9.0,,0.0,1.0,2.0,,,,,,
USA_USL_Championship,2017,OKC Energy FC,631nrqi3lgy82rtxhsjqho3jd,C. Cochran,Goalkeeper,18,,921.0,,22.0,79.0,,46.0,50.0,136.0,1.0,4.0,1.0,140.0,57.0,1.0,1.0,240.0,,46.0,3.0,137.0,12.0,1.0,120.0,,102.0,9.0,1.0,17.0,331.0,10.0,,1.0,212.0,10.0,9.0,57.0,,,10.0,16.0,7.0,,10.0,,16.0,45.0,103.0,9.0,4.0,1.0,1.0,,2.0,1.0,66.0,1.0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,22.0,,7.0,1.0,5.0,14.0,11.0,8.0,1.0,52.0,,,,,,,,,,,2.0,1.0,,1.0,,,0.0,,80.0,,,,
USA_USL_Championship,2017,OKC Energy FC,b8ksowiiohtfnyf5mb01ej8ph,A. Covarrubias,Midfielder,6,4.0,2068.0,3.0,5.0,1080.0,158.0,402.0,17.0,92.0,9.0,6.0,4.0,296.0,550.0,31.0,119.0,1158.0,34.0,830.0,41.0,211.0,329.0,13.0,170.0,,129.0,23.0,29.0,58.0,1438.0,25.0,1.0,141.0,382.0,10.0,74.0,117.0,26.0,5.0,157.0,33.0,47.0,17.0,25.0,79.0,289.0,892.0,947.0,16.0,3.0,24.0,83.0,7.0,32.0,62.0,,2.0,39.0,,,5.0,9.0,8.0,5.0,9.0,14.0,1.0,9.0,1.0,21.0,5.0,6.0,3.0,12.0,1.0,,,,4.0,2.0,4.0,1.0,4.0,,,3.0,2.0,,2.0,,,,,,,,,,,,,,,,5.0,,,,1.0,,,22.0,5.0,,,0.0,,,,,,
USA_USL_Championship,2017,OKC Energy FC,7y2l1sdm56aj3n9y8ehbr7g7p,C. Craft,Midfielder,21,6.0,306.0,,,70.0,16.0,43.0,,7.0,2.0,1.0,6.0,50.0,14.0,2.0,12.0,73.0,4.0,54.0,7.0,19.0,12.0,3.0,31.0,1.0,8.0,3.0,4.0,3.0,135.0,7.0,,26.0,23.0,10.0,15.0,,8.0,,35.0,3.0,8.0,15.0,7.0,14.0,22.0,53.0,54.0,9.0,,2.0,20.0,,1.0,12.0,,4.0,1.0,,,3.0,,4.0,3.0,2.0,7.0,,1.0,,2.0,8.0,3.0,2.0,3.0,,,,,,,6.0,1.0,8.0,,,7.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,2.0,,,0.0,,,,,,
USA_USL_Championship,2017,OKC Energy FC,46rpoi1qzsje5lc67v6ggkb11,A. Craven,Forward,99,4.0,682.0,,,142.0,42.0,72.0,1.0,4.0,3.0,2.0,36.0,94.0,34.0,4.0,47.0,156.0,13.0,104.0,9.0,51.0,39.0,6.0,52.0,,17.0,6.0,7.0,3.0,267.0,17.0,,63.0,40.0,10.0,43.0,1.0,16.0,6.0,116.0,1.0,11.0,4.0,17.0,37.0,35.0,92.0,105.0,53.0,1.0,4.0,73.0,,4.0,26.0,,11.0,11.0,5.0,5.0,1.0,1.0,7.0,3.0,7.0,19.0,1.0,5.0,,2.0,51.0,12.0,1.0,17.0,2.0,1.0,5.0,1.0,,6.0,6.0,,1.0,,,,2.0,,2.0,,,,,,,,,,,,,,2.0,,,6.0,5.0,1.0,,,,20.0,3.0,0.0,5.0,1.0,,,,,,1.0
USA_USL_Championship,2017,OKC Energy FC,1wrepd1v92qk7mdgdcrfse11x,M. Daly,Defender,5,3.0,2314.0,9.0,17.0,1000.0,43.0,232.0,47.0,112.0,7.0,6.0,29.0,232.0,592.0,39.0,101.0,1036.0,28.0,705.0,27.0,213.0,184.0,5.0,158.0,2.0,119.0,26.0,20.0,58.0,1344.0,27.0,18.0,84.0,515.0,10.0,89.0,118.0,8.0,,157.0,124.0,33.0,3.0,27.0,39.0,294.0,796.0,823.0,73.0,7.0,29.0,68.0,10.0,50.0,45.0,,1.0,1.0,1.0,,1.0,6.0,12.0,3.0,2.0,14.0,,1.0,,8.0,21.0,2.0,1.0,44.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,2.0,5.0,1.0,0.0,1.0,,,,,,
