liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Unsuccessful Passes Opposition Half,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Ground Duels,Forward Passes,Index,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Interceptions,Unsuccessful Crosses open play,Throw Ins to Own Player,Corners Won,Successful Crosses & Corners,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Successful Dribbles,Total Shots,Key Passes (Attempt Assists),Blocked Shots,Throw Ins to Opposition Player,Total Touches In Opposition Box,Duels won,Successful Long Passes,Successful Crosses open play,Aerial Duels won,Unsuccessful Dribbles,Unsuccessful Crosses & Corners,Aerial Duels,Ground Duels won,Goals,Right Foot Goals,PutThrough/Blocked Distribution Won,Total Tackles,Successful Corners into Box,PutThrough/Blocked Distribution,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Total Fouls Won,Unsuccessful Corners into Box,Tackles Won,Tackles Lost,Attempts from Set Pieces,Aerial Duels lost,Unsuccessful Launches,Yellow Cards,Foul Attempted Tackle,GK Successful Distribution,Catches,GK Unsuccessful Distribution,Substitute On,Offsides,Successful Launches,Blocks,Goals from Inside Box,Through balls,Successful Lay-offs,Saves Made,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Assists (Intentional),Unsuccessful lay-offs,Goal Assists,Goals Conceded Outside Box,Clean Sheets,Total Red Cards,Red Cards - 2nd Yellow,Own Goal Scored,Drops,Left Foot Goals,Second Goal Assists,Handballs conceded,Penalties Taken,Penalty Goals,Foul Won Penalty,Headed Goals,Hit Woodwork,Times Tackled,Winning Goal,Home Goals,Away Goals,Set Pieces Goals,Goal Kicks,Saves made - caught,Punches,Penalty Goals Conceded,Penalties Conceded,Penalties Faced,Saves from Penalty,Penalties Saved,Clearances Off the Line,Goalkeeper Smother,Straight Red Cards,Penalties Off Target,Last Man Tackle,Other Goals,Crosses not Claimed
USA_US_Open_Cup,2019,Charleston Battery,7u1kmvvgmk08p9pawrhxkqwvd,T. Anunga,Midfielder,22,210.0,104.0,13.0,40.0,32.0,45.0,18.0,110.0,,3.0,74.0,2.0,26.0,27.0,21.0,26.0,2.0,6.0,148.0,2.0,19.0,41.0,10.0,27.0,2.0,2.0,2.0,9.0,29.0,79.0,84.0,12.0,8.0,1.0,4.0,,1.0,8.0,,3.0,,1.0,1.0,,,15.0,10.0,1.0,5.0,,1.0,8.0,10.0,,,2.0,5.0,,3.0,1.0,,,3.0,,3.0,2.0,1.0,3.0,2.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,120.0,15.0,2.0,,2.0,13.0,1.0,15.0,,,12.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,40.0,1.0,3.0,5.0,10.0,6.0,12.0,1.0,1.0,,1.0,13.0,13.0,1.0,4.0,,,,,1.0,,,,,,,,5.0,1.0,,2.0,,,3.0,3.0,,,,3.0,,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,coxaq9p6ottf9z6ilyzntl42x,J. Bolt,Defender,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,97d846tm7ngsjqwkbz8xm3alm,A. Bosua,Forward,27,69.0,18.0,4.0,5.0,17.0,4.0,9.0,19.0,,5.0,8.0,2.0,10.0,5.0,10.0,3.0,,1.0,38.0,2.0,7.0,10.0,10.0,16.0,2.0,2.0,2.0,6.0,,8.0,9.0,11.0,,1.0,,1.0,,1.0,3.0,,3.0,,,,4.0,5.0,1.0,,4.0,1.0,1.0,9.0,1.0,,,1.0,1.0,,2.0,,,,,,1.0,,,5.0,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,4i3554wm6891v5ty4fbqqtucp,P. Breno,Goalkeeper,0,330.0,32.0,,27.0,61.0,26.0,,113.0,,,15.0,5.0,60.0,2.0,46.0,50.0,3.0,14.0,158.0,3.0,1.0,100.0,10.0,3.0,4.0,5.0,3.0,1.0,11.0,20.0,53.0,1.0,,,,,,60.0,,,,,,,,2.0,38.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,19.0,,,31.0,5.0,26.0,,,11.0,,,,,16.0,7.0,10.0,8.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,1qy6habugg41z0xmgrm2by86h,V. Candela,Midfielder,12,142.0,23.0,3.0,15.0,13.0,5.0,1.0,25.0,,1.0,17.0,3.0,6.0,6.0,6.0,4.0,1.0,1.0,52.0,2.0,8.0,10.0,10.0,11.0,4.0,3.0,2.0,2.0,6.0,17.0,19.0,3.0,2.0,,,,1.0,5.0,,,1.0,1.0,,,,8.0,2.0,,2.0,,1.0,3.0,6.0,,,1.0,3.0,,1.0,1.0,,1.0,3.0,1.0,2.0,1.0,,1.0,4.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,9vmkraasuy4r0myv3ov3thotl,N. Daley,Forward,29,167.0,13.0,7.0,5.0,26.0,7.0,6.0,18.0,2.0,3.0,12.0,3.0,6.0,3.0,5.0,5.0,2.0,1.0,53.0,3.0,23.0,4.0,10.0,28.0,,3.0,3.0,15.0,4.0,7.0,12.0,19.0,,,,3.0,,,2.0,7.0,3.0,1.0,,,11.0,9.0,,,1.0,6.0,,5.0,8.0,1.0,1.0,2.0,,,4.0,,,1.0,1.0,,,,,4.0,,,2.0,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,8envagj4daoc5ni22kpi98c89,K. Higashi,Midfielder,25,116.0,31.0,7.0,14.0,13.0,10.0,7.0,32.0,1.0,1.0,24.0,4.0,8.0,15.0,7.0,11.0,1.0,1.0,52.0,2.0,10.0,6.0,10.0,10.0,,4.0,2.0,1.0,4.0,23.0,24.0,1.0,2.0,,1.0,,,1.0,,1.0,,1.0,,,4.0,9.0,,,,,,,9.0,,,,3.0,,,,,,5.0,,1.0,2.0,,,,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,5hrkmr014lfjfwfutoucg450q,A. Kelly,Midfielder,21,110.0,34.0,2.0,10.0,17.0,14.0,7.0,34.0,,3.0,24.0,3.0,10.0,8.0,7.0,11.0,,3.0,58.0,1.0,16.0,13.0,10.0,17.0,1.0,3.0,1.0,10.0,11.0,24.0,24.0,10.0,,,,,,3.0,1.0,2.0,1.0,,,,,7.0,,,1.0,,,1.0,6.0,,,1.0,2.0,,3.0,,,,3.0,,1.0,1.0,,,2.0,,3.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2019,Charleston Battery,52cctjkyxh59o4s6dompmahgp,J. Kuzminsky,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
