liga,temporada,equipo,id,nombre,posicion,dorsal,Aerial Duels,Aerial Duels lost,Aerial Duels won,Appearances,Backward Passes,Blocks,Carries,Clean Sheets,Duels,Duels lost,Duels won,Final Third Touches,Forward Passes,Games Played,Goals Conceded,Goals Conceded Inside Box,Ground Duels,Ground Duels lost,Ground Duels won,Interceptions,Leftside Passes,Open Play Passes,Progressive Carries,Recoveries,Rightside Passes,Shots On Target ( inc goals ),Starts,Successful Dribbles,Successful Long Passes,Successful Open Play Passes,Successful Passes Opposition Half,Successful Passes Own Half,Successful Short Passes,Tackles Lost,Tackles Won,Throw Ins to Opposition Player,Throw Ins to Own Player,Time Played,Times Tackled,Total Big Chances Missed,Total Clearances,Total Fouls Conceded,Total Losses Of Possession,Total Passes,Total Shots,Total Successful Passes ( Excl Crosses & Corners ) ,Total Tackles,Total Touches In Opposition Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Long Passes,Unsuccessful Passes Opposition Half,Unsuccessful Passes Own Half,Unsuccessful Short Passes,Winning Goal,Foul Attempted Tackle,PutThrough/Blocked Distribution,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Substitute Off,Unsuccessful lay-offs,Hit Woodwork,Substitute On,Unsuccessful Crosses & Corners,Unsuccessful Crosses open play,Yellow Cards,Successful Crosses & Corners,Successful Crosses open play,Total Fouls Won,GK Successful Distribution,GK Unsuccessful Distribution,Goal Kicks,Punches,Saves Made,Saves Made from Inside Box,Saves Made from Outside Box,Successful Launches,Total Big Chances Saved,Corners Taken (incl short corners),Corners Won,Key Passes (Attempt Assists),Overruns,Successful Corners into Box,Successful Lay-offs,Total Big Chances Created,Unsuccessful Corners into Box,Offsides,Goals,Goals Openplay,Goals from Inside Box,Headed Goals,Total Big Chances Scored,Home Goals,Away Goals,Assists (Intentional),Goal Assists,Blocked Shots,Through balls,Catches,Saves made - parried,Clearances Off the Line,Handballs conceded,Attempts from Set Pieces,Goals from Outside Box,Right Foot Goals,Goalkeeper Smother,Goals Conceded Outside Box,Penalty Goals Conceded,Shots Created,Drops,Penalties Faced,Left Foot Goals,Penalties Conceded,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Other Goals,Straight Red Cards,Total Red Cards,Last Player Tackle,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Crosses not Claimed,Direct Setpiece Goals,Set Pieces Goals,Penalties Saved,Saves from Penalty,Own Goal Scored
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,6hmakiuv72jj9hoda4coem978,N. Abatneh,Defender,23,3.0,3.0,,2.0,3.0,,50.0,,7.0,5.0,2.0,,43.0,2.0,7.0,7.0,4.0,2.0,2.0,7.0,95.0,215.0,23.0,5.0,77.0,,2.0,,4.0,204.0,24.0,183.0,203.0,,,,,180.0,,,3.0,,12.0,218.0,,207.0,,,11.0,233.0,,1.0,5.0,6.0,5.0,6.0,0.0,,1.0,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,12pbzh0runi0dsqcxh9u36jca,D. Aguilar,Midfielder,5,1.0,1.0,,2.0,14.0,,9.0,,3.0,2.0,1.0,11.0,12.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,13.0,48.0,5.0,4.0,9.0,1.0,,,1.0,41.0,21.0,20.0,40.0,,1.0,1.0,,60.0,,,1.0,1.0,9.0,48.0,1.0,41.0,1.0,2.0,7.0,55.0,,,1.0,5.0,2.0,6.0,0.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,8vp11oeb0zdxnecv79eprj6dw,G. Antinoro,Midfielder,11,1.0,1.0,,2.0,20.0,,16.0,,13.0,10.0,3.0,15.0,13.0,2.0,4.0,4.0,12.0,9.0,3.0,2.0,6.0,52.0,5.0,3.0,13.0,,2.0,,3.0,45.0,20.0,26.0,42.0,1.0,2.0,1.0,1.0,135.0,6.0,,2.0,1.0,18.0,52.0,,45.0,3.0,,7.0,74.0,4.0,1.0,3.0,5.0,3.0,4.0,0.0,,2.0,,,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,622w13rktz2os2jlo286col3p,M. Aparicio,Midfielder,10,1.0,1.0,,2.0,18.0,1.0,26.0,,15.0,7.0,8.0,10.0,38.0,2.0,7.0,7.0,14.0,6.0,8.0,5.0,35.0,120.0,8.0,8.0,31.0,,2.0,1.0,1.0,104.0,50.0,56.0,105.0,1.0,2.0,,2.0,180.0,,,,3.0,18.0,122.0,,106.0,3.0,,16.0,151.0,,1.0,6.0,8.0,8.0,10.0,0.0,3.0,5.0,3.0,,,1.0,,,,,,,,4.0,,,,,,,,,,,,1.0,,,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,1w9bb5w155yauxj3gjk7jbpqs,T. Arnaud,Midfielder,37,,,,1.0,2.0,,,,1.0,,1.0,,,1.0,,,1.0,,1.0,,1.0,3.0,,,,,,,,3.0,,3.0,3.0,1.0,,,,4.0,,,,,,3.0,,3.0,1.0,,,4.0,,,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,8texi81doeqhy7eu6fnhrstbe,J. Assi,Forward,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,90guns09mguhjj0yacn0gsn9x,J. Castro,Midfielder,2,,,,2.0,26.0,,16.0,,11.0,4.0,7.0,14.0,10.0,2.0,6.0,6.0,11.0,4.0,7.0,5.0,30.0,86.0,3.0,6.0,27.0,,2.0,1.0,,82.0,23.0,66.0,89.0,1.0,2.0,,,165.0,1.0,,,,9.0,93.0,1.0,89.0,3.0,1.0,4.0,115.0,,,1.0,1.0,3.0,3.0,0.0,,,,1.0,1.0,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,55pbfqu5om60d5zehxbvwymi2,L. Cloutier,Defender,28,,,,2.0,8.0,,25.0,,2.0,1.0,1.0,12.0,38.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,40.0,87.0,12.0,4.0,8.0,,1.0,,2.0,81.0,26.0,62.0,86.0,,1.0,4.0,4.0,73.0,,,2.0,1.0,10.0,94.0,1.0,88.0,1.0,1.0,6.0,107.0,,,4.0,5.0,1.0,2.0,0.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,7h7b3ahb5mki2mlfxvh5ftyc4,J. Coulanges,Defender,20,1.0,,1.0,1.0,12.0,,10.0,,8.0,4.0,4.0,12.0,1.0,1.0,,,7.0,4.0,3.0,,,22.0,3.0,2.0,9.0,,1.0,1.0,1.0,21.0,10.0,12.0,20.0,1.0,,,,57.0,1.0,,,2.0,4.0,22.0,,21.0,1.0,1.0,1.0,32.0,,,,1.0,,1.0,0.0,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Champions_Cup,2026,Atlético Ottawa,c0xmbp19y55o88rgdrcf83p5g,T. Crampton,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
