root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,cfucb8do9rkxdk9381cinmqd,J. Anibaba,Defender,6.0,34,1,1,1,1,0,1,2
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,ekfarp8ut8lp6f7bytsgc9yvp,O. Barouch,Attacker,15.0,9,0,2,0,0,0,8,1
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,eso6w9lwmli3cqbeq5x7drzdh,A. Berry,Defender,22.0,29,3,2,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,9m07pgfzvwoikbgd6nmnjidp1,C. Bone,Midfielder,19.0,2,0,0,0,0,0,2,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,wb332eb7izqam5b753h3ht5h,K. Dube,Attacker,7.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,2upzlub38s49tok1rf7qvc0k5,Á. Fernández,Midfielder,4.0,28,4,2,1,1,0,4,15
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,4q3n5r6ab4ew42c22adhqeitx,G. Franco,Attacker,10.0,3,0,0,1,1,0,3,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,37j3p0m21wnvp1zn5p3wl6o5x,A. Friedrich,Defender,23.0,24,1,4,2,1,1,1,3
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,8iobx3kj74g0xi2wkgndw7105,D. Gargan,Defender,3.0,22,0,5,0,0,0,3,3
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,6ooemxsgdexhooalm8190fjkl,C. Gibbs,Defender,5.0,3,0,1,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,epn8igia0bz1zgopymge1w0r9,S. Grazzini,Midfielder,10.0,14,2,4,0,0,0,0,9
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,9qb3uawucf6l5ae6g10xmhsk5,K. Gulley,Attacker,94.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,4249onic3pa4kkqg7v00ro3x1,S. Johnson,Goalkeeper,25.0,32,0,2,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,36465b1if4ta0xv0hxicez5jp,H. Jumper,Defender,99.0,5,0,0,0,0,0,5,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,9m8av4jjn21ctds9o2n5aiwut,S. Kinney,Defender,28.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,8pdi1mffzlgi9nzjt70o7vf11,S. MacDonald,Attacker,7.0,15,4,2,0,0,0,2,6
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,et3nuux8cuq1gope9ha3oti39,L. Mkosana,Attacker,77.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,tyov0w4vvjp4v8w9rw4fl9zp,Alex,Midfielder,71.0,18,3,1,0,0,0,12,5
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,2lp0yebj50d7s3sm0g7yuums5,J. Nolly,Goalkeeper,1.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,8b6pg55ljgdhobf7bu9aun9at,P. Nyarko,Attacker,14.0,35,4,3,0,0,0,3,9
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,j5w4aznlax8vnvjxcgkljhlh,D. Oduro,Attacker,8.0,34,6,3,0,0,0,13,13
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,66ad5z9aw2m2ni3aar4r9nsgl,D. Paladini,Midfielder,11.0,16,2,1,0,0,0,9,4
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,d7101y5600mcqzbm9wbx5xln9,P. Pantazopoulos,Defender,24.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,zykalc2oixfyvayradbcxp05,M. Pappa,Midfielder,16.0,22,6,5,0,0,0,2,11
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,extya6a1nz16z2oozjyzukout,P. Pardo,Midfielder,17.0,29,1,4,0,0,0,1,3
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,2h338r5d78i33ktadj8e6cwl,L. Pause,Midfielder,12.0,33,1,0,0,0,0,1,16
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,cuu0le70qrgrr7lyqh3ik63th,V. Pineda,Midfielder,27.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,ei1s1a2ndbi1wkpmcj0gepeqd,F. Puppo,Attacker,9.0,11,0,1,0,0,0,10,1
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,5rtoxr8oj9c2l8qv2lxx0hh3p,R. Robayo,Midfielder,88.0,16,0,1,0,0,0,13,1
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,28jgq65xjxl5ycjv9sq19a6t,C. Rolfe,Attacker,18.0,23,8,1,0,0,0,3,5
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,2m20lxx74h3ca1x6qafp3f85,G. Segares,Defender,13.0,32,3,5,3,2,1,0,1
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,6inkhrm7w35txnp4mqdl94vdh,W. Thompson,Attacker,15.0,21,0,1,0,0,0,16,4
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,7fxaj4n7lke081ce5flf3eimt,P. Tornaghi,Goalkeeper,70.0,3,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,1q15dvp0g8zubolni43v7spud,M. Videira,Midfielder,21.0,3,0,0,0,0,0,3,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,7r0zys87ehzn97quiuskbgqfp,T. Walls,Midfielder,20.0,0,0,0,0,0,0,0,0
testeo_ligas_norteamerica,USA_MLS,2012,Chicago Fire FC,Chicago_Fire_FC,9mgwh1dfp9co8qujl9qg0qd3p,K. Watson-Siriboe,Defender,4.0,13,0,3,0,0,0,2,2
