root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Throw Ins to Own Player,Ground Duels,Aerial Duels won,Unsuccessful Passes Opposition Half,Attempts from Set Pieces,Aerial Duels,Blocks,Goals Conceded Outside Box,Duels,Shots On Target ( inc goals ),Index,Unsuccessful Passes Own Half,Total Tackles,Tackles Won,Total Losses Of Possession,Tackles Lost,Appearances,Starts,Times Tackled,Goals Conceded,Backward Passes,Interceptions,Unsuccessful Short Passes,Leftside Passes,Duels won,Ground Duels lost,Successful Dribbles,Rightside Passes,Total Passes,Successful Passes Opposition Half,Games Played,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels won,Duels lost,Unsuccessful Launches,Penalty Goals Conceded,Successful Long Passes,Touches,Successful Short Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Aerial Duels lost,Forward Passes,Total Shots,Successful Launches,Open Play Passes,Throw Ins to Opposition Player,Successful Open Play Passes,Unsuccessful Crosses & Corners,Goals Conceded Inside Box,Time Played,Unsuccessful Long Passes,Total Clearances,Successful Passes Own Half,Recoveries,Total Fouls Won,Winning Goal,Successful Crosses & Corners,Unsuccessful Dribbles,Total Fouls Conceded,Substitute On,Key Passes (Attempt Assists),Foul Attempted Tackle,Clearances Off the Line,Yellow Cards,Substitute Off,PutThrough/Blocked Distribution,Total Touches In Opposition Box,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals from Outside Box,Successful Crosses open play,Goals,Successful Lay-offs,Left Foot Goals,Blocked Shots,Home Goals,Away Goals,Penalties Conceded,Corners Taken (incl short corners),Unsuccessful Corners into Box,Unsuccessful Crosses open play,Saves Made,Penalties Faced,GK Successful Distribution,Saves made - parried,GK Unsuccessful Distribution,Catches,Saves Made from Outside Box,Goal Kicks,Penalties Saved,Saves Made from Inside Box,Saves from Penalty,Drops,Corners Won,Goal Assists,Offsides,Unsuccessful lay-offs,Assists (Intentional),Straight Red Cards,Total Red Cards,Crosses not Claimed,Clean Sheets,Saves made - caught,Punches,Foul Won Penalty,Penalties Taken,Right Foot Goals,Goals from Inside Box,Penalty Goals,Successful Corners into Box,Second Goal Assists,Through balls,Handballs conceded,Headed Goals,Set Pieces Goals,Hit Woodwork,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,2lp3mwrb2dxdfdiltzdx7x8us,S. Boquín,Defender,2,,,,1.0,,,,,,,10.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,1.0,,,,,16.0,1.0,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,5c97b4s8sk3saikxc1fomhhw,J. Bueso,Midfielder,5,3.0,30.0,5.0,19.0,,7.0,1.0,1.0,37.0,,10.0,8.0,12.0,9.0,39.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,15.0,19.0,24.0,11.0,3.0,9.0,68.0,24.0,5.0,41.0,19.0,13.0,7.0,,9.0,123.0,32.0,27.0,2.0,36.0,2.0,1.0,66.0,1.0,39.0,,2.0,279.0,12.0,8.0,17.0,22.0,4.0,0.0,,,8.0,1.0,2.0,5.0,,2.0,2.0,1.0,,1.0,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,4fqvitjj7eqhmt631v4caks9g,D. Cacho,Midfielder,8,35.0,34.0,1.0,20.0,,5.0,1.0,,39.0,,10.0,9.0,15.0,10.0,54.0,5.0,5.0,4.0,2.0,3.0,15.0,6.0,19.0,18.0,19.0,16.0,2.0,6.0,86.0,30.0,5.0,63.0,18.0,20.0,2.0,,7.0,190.0,56.0,23.0,4.0,47.0,,2.0,84.0,14.0,61.0,6.0,3.0,380.0,4.0,3.0,34.0,18.0,1.0,0.0,1.0,1.0,10.0,1.0,1.0,8.0,,1.0,2.0,8.0,1.0,4.0,,,1.0,,,,1.0,,,,,,6.0,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,aclr1xn2pqvdcaricstij4w0k,N. Cálix,Defender,6,13.0,9.0,,6.0,,,3.0,,9.0,,10.0,5.0,2.0,,19.0,2.0,2.0,1.0,2.0,,1.0,3.0,6.0,6.0,4.0,5.0,,1.0,25.0,6.0,2.0,15.0,4.0,5.0,2.0,,2.0,64.0,13.0,10.0,,17.0,,,25.0,4.0,15.0,1.0,,100.0,4.0,4.0,10.0,5.0,2.0,0.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,,,4.0,1.0,2.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,2tz20qhjzattu0szqzqjjmv4k,N. Cruz,Midfielder,7,1.0,44.0,1.0,23.0,,2.0,,,46.0,5.0,10.0,3.0,3.0,,53.0,3.0,4.0,4.0,14.0,3.0,9.0,1.0,12.0,18.0,23.0,22.0,10.0,2.0,52.0,26.0,4.0,37.0,22.0,23.0,1.0,,6.0,135.0,31.0,15.0,1.0,23.0,14.0,1.0,52.0,,37.0,11.0,3.0,293.0,3.0,,11.0,23.0,9.0,0.0,,10.0,1.0,,3.0,,,,2.0,2.0,12.0,1.0,9.0,,,2.0,,1.0,,2.0,0.0,,,,11.0,,,,,,,,,,,,,4.0,,7.0,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,eltxhs9uokr7ecjobtgs16yok,R. Cruz,Forward,19,,21.0,1.0,7.0,,3.0,,1.0,24.0,4.0,10.0,,1.0,1.0,27.0,,4.0,2.0,10.0,1.0,8.0,,6.0,6.0,6.0,16.0,3.0,2.0,20.0,8.0,4.0,14.0,5.0,18.0,,,1.0,55.0,13.0,6.0,2.0,4.0,4.0,,19.0,,13.0,1.0,,166.0,,1.0,7.0,6.0,1.0,2.0,1.0,8.0,5.0,2.0,,3.0,,,2.0,2.0,10.0,,,,1.0,3.0,,,,2.0,1.0,,,,1.0,,,,,,,,,,,,,2.0,1.0,4.0,,1.0,,,,,,,,,2.0,3.0,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,35jlpzdb5mbib4vraniz6vw2c,S. Estrada,Midfielder,17,,41.0,2.0,10.0,,3.0,1.0,,44.0,,10.0,3.0,6.0,4.0,42.0,2.0,4.0,1.0,18.0,,4.0,2.0,11.0,8.0,19.0,24.0,7.0,6.0,35.0,17.0,4.0,24.0,17.0,25.0,,,1.0,97.0,23.0,11.0,1.0,17.0,1.0,,35.0,,24.0,2.0,,158.0,,,8.0,15.0,4.0,0.0,1.0,12.0,5.0,3.0,4.0,4.0,,,1.0,7.0,10.0,6.0,1.0,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,byrg6hm9vm0zbmbioy2qtr1n8,J. García,Defender,16,,23.0,8.0,27.0,,11.0,,1.0,34.0,2.0,10.0,16.0,12.0,9.0,49.0,3.0,5.0,5.0,3.0,4.0,7.0,6.0,14.0,30.0,24.0,7.0,1.0,19.0,143.0,35.0,5.0,101.0,16.0,10.0,17.0,,20.0,205.0,81.0,42.0,3.0,87.0,3.0,7.0,131.0,,91.0,1.0,3.0,434.0,28.0,22.0,66.0,20.0,3.0,1.0,,1.0,4.0,,1.0,2.0,,,1.0,4.0,6.0,1.0,1.0,,,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,1.0,2.0,,,,,1.0,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,bfxjet51n1o8c9k58m2j210d0,D. Herrera,Defender,3,27.0,17.0,6.0,30.0,,9.0,1.0,1.0,26.0,1.0,10.0,22.0,4.0,3.0,73.0,1.0,4.0,4.0,3.0,3.0,5.0,13.0,22.0,9.0,17.0,6.0,3.0,16.0,89.0,17.0,4.0,38.0,11.0,9.0,21.0,,3.0,186.0,35.0,51.0,3.0,59.0,4.0,2.0,85.0,12.0,35.0,1.0,2.0,319.0,29.0,9.0,22.0,20.0,4.0,0.0,1.0,2.0,2.0,,2.0,,,2.0,2.0,8.0,4.0,2.0,3.0,,1.0,1.0,1.0,,,0.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2023 Guatemala,Honduras Under 17,Honduras_Under_17,e4ryrb9j1dwqpr4bmq723otg4,O. Macías,Goalkeeper,12,,,,5.0,,,,,,,10.0,5.0,,,11.0,,2.0,2.0,,1.0,,,3.0,12.0,,,,13.0,44.0,4.0,2.0,34.0,,,1.0,,9.0,70.0,25.0,10.0,,19.0,,1.0,9.0,,6.0,,1.0,180.0,7.0,,30.0,24.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,38.0,3.0,1.0,1.0,4.0,24.0,,3.0,,1.0,,,,1.0,,,,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,
