liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Nashville SC (USL),d539xjkdwt1i77f0czbvo8ull,B. Akinyode,Midfielder,30,1.0,,2484.0,2.0,3.0,1.0,1347.0,4.0,234.0,,569.0,6.0,4.0,10.0,30.0,5.0,34.0,191.0,660.0,99.0,,123.0,1362.0,2.0,44.0,8.0,1172.0,20.0,15.0,133.0,,375.0,9.0,92.0,2.0,,245.0,26.0,44.0,42.0,1713.0,,32.0,247.0,1.0,342.0,20.0,10.0,210.0,3.0,,57.0,,34.0,71.0,5.0,352.0,20.0,25.0,1.0,1.0,32.0,,4.0,108.0,411.0,1214.0,1229.0,105.0,70.0,142.0,29.0,43.0,139.0,6.0,25.0,12.0,27.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),f07dkt0q5fpiw8c1rkuedrx05,B. Allen,Forward,32,9.0,17.0,1521.0,5.0,1.0,10.0,302.0,9.0,120.0,2.0,185.0,,1.0,1.0,7.0,3.0,76.0,129.0,86.0,10.0,,61.0,331.0,8.0,18.0,6.0,259.0,17.0,33.0,62.0,,63.0,10.0,59.0,12.0,,34.0,15.0,14.0,12.0,518.0,,29.0,79.0,1.0,45.0,68.0,10.0,58.0,20.0,1.0,10.0,2.0,25.0,23.0,6.0,178.0,1.0,20.0,9.0,9.0,29.0,,2.0,44.0,103.0,241.0,269.0,99.0,5.0,120.0,5.0,2.0,35.0,14.0,50.0,13.0,4.0,1.0,2.0,,8.0,,,,,,,,,,,1.0,,,1.0,2.0,9.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),csx4pvg54b5g82agq5sz19bs9,M. Bledsoe,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),bc3saagcea0reyfku6pc4zppl,B. Bourgeois,Defender,22,4.0,2.0,1959.0,14.0,17.0,2.0,855.0,2.0,44.0,,200.0,53.0,3.0,112.0,9.0,6.0,52.0,235.0,488.0,18.0,,83.0,883.0,3.0,20.0,4.0,586.0,15.0,19.0,195.0,,179.0,3.0,152.0,4.0,8.0,114.0,22.0,14.0,47.0,1195.0,,24.0,56.0,,375.0,34.0,10.0,116.0,5.0,,102.0,,10.0,85.0,,193.0,121.0,21.0,1.0,4.0,24.0,,,25.0,285.0,665.0,688.0,137.0,15.0,77.0,3.0,38.0,31.0,2.0,,14.0,3.0,13.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,,8.0,,,,,,,1.0,,,,,,,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),631nrqi3lgy82rtxhsjqho3jd,C. Cochran,Goalkeeper,21,,,720.0,,25.0,,87.0,,,,41.0,41.0,,80.0,,2.0,,82.0,71.0,,,,192.0,,1.0,,56.0,6.0,,80.0,,20.0,,68.0,,,87.0,8.0,,12.0,270.0,,8.0,2.0,,145.0,,10.0,2.0,,,56.0,,1.0,1.0,,3.0,5.0,8.0,,,8.0,,,1.0,27.0,57.0,112.0,1.0,,1.0,,,1.0,,,,1.0,,,,,21.0,67.0,3.0,3.0,5.0,11.0,5.0,10.0,1.0,26.0,,,,,,,,,2.0,2.0,2.0,1.0,,,,,,,,,,1.0,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),957z9j1c1ktp7h5wzd9kwzbh1,M. Cox,Forward,9,4.0,2.0,745.0,,,3.0,145.0,9.0,55.0,,94.0,,1.0,,5.0,3.0,26.0,116.0,34.0,4.0,,27.0,155.0,6.0,18.0,8.0,128.0,8.0,19.0,27.0,,45.0,10.0,26.0,6.0,,25.0,8.0,14.0,5.0,328.0,,17.0,77.0,,26.0,41.0,10.0,40.0,11.0,,,,15.0,13.0,11.0,116.0,3.0,11.0,,4.0,17.0,,2.0,50.0,29.0,118.0,128.0,39.0,3.0,76.0,1.0,2.0,27.0,9.0,3.0,8.0,3.0,1.0,,1.0,,,,,,,,,,,,3.0,,1.0,,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),13eclvq1nld5l5jewx1hvcwyd,J. Davis,Defender,2,49.0,1.0,2618.0,176.0,13.0,1.0,1357.0,8.0,154.0,24.0,550.0,42.0,8.0,107.0,11.0,6.0,19.0,441.0,601.0,57.0,,175.0,1409.0,1.0,22.0,11.0,1016.0,17.0,6.0,282.0,9.0,439.0,29.0,272.0,4.0,48.0,161.0,29.0,34.0,75.0,2071.0,17.0,29.0,147.0,,671.0,15.0,10.0,133.0,1.0,,111.0,13.0,23.0,44.0,12.0,210.0,101.0,23.0,1.0,65.0,29.0,7.0,,58.0,145.0,1091.0,1127.0,63.0,35.0,77.0,22.0,45.0,89.0,,2.0,5.0,10.0,15.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,,,,2.0,,,,,
USA_USL_Championship,2018,Nashville SC (USL),4qo8t2en3surrx8hpyccworft,L. Doyle,Defender,5,1.0,1.0,2902.0,1.0,24.0,1.0,1217.0,3.0,55.0,2.0,327.0,72.0,3.0,163.0,6.0,6.0,42.0,267.0,705.0,32.0,1.0,78.0,1271.0,1.0,27.0,6.0,827.0,24.0,9.0,241.0,,417.0,8.0,183.0,4.0,,131.0,32.0,13.0,59.0,1682.0,,33.0,90.0,1.0,520.0,19.0,10.0,107.0,3.0,7.0,203.0,2.0,11.0,58.0,,190.0,222.0,30.0,1.0,1.0,33.0,,,41.0,279.0,989.0,1030.0,100.0,22.0,83.0,10.0,26.0,49.0,1.0,1.0,6.0,14.0,29.0,2.0,2.0,,,,,,,,,,,,,,,1.0,1.0,,,,14.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),bmibmsnkr8oa6ckm2y0g30d05,J. Dunstan,Defender,14,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,2.0,,1.0,,,,,10.0,,,,,,,,,,1.0,,,,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2018,Nashville SC (USL),b84lif9t7gwlw9ou9izawvumt,D. Edgar,Defender,11,,2.0,785.0,2.0,7.0,,276.0,2.0,25.0,,53.0,14.0,1.0,39.0,6.0,2.0,9.0,62.0,177.0,6.0,,19.0,288.0,1.0,11.0,,203.0,7.0,4.0,58.0,,81.0,,43.0,,,47.0,8.0,8.0,15.0,381.0,,12.0,19.0,,106.0,7.0,10.0,30.0,2.0,1.0,27.0,,1.0,24.0,,52.0,51.0,9.0,,,12.0,,1.0,13.0,76.0,222.0,230.0,33.0,4.0,22.0,2.0,10.0,6.0,4.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
