root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,9su4sy5cdgpj99es0itinzhii,G. Ayala,Defender,13,180.0,,70.0,5.0,13.0,12.0,1.0,16.0,,,,,1.0,22.0,35.0,3.0,6.0,70.0,3.0,1.0,37.0,4.0,,22.0,17.0,,13.0,,,5.0,2.0,3.0,9.0,98.0,2.0,1.0,9.0,41.0,,10.0,5.0,,11.0,1.0,,,10.0,12.0,4.0,2.0,4.0,7.0,48.0,48.0,1.0,2.0,5.0,1.0,6.0,5.0,,,7.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,dr2zhmofv8gd467jfmj76sz1m,J. Delgado,Defender,3,450.0,,161.0,6.0,29.0,33.0,1.0,49.0,,,1.0,,7.0,71.0,75.0,5.0,18.0,171.0,8.0,,87.0,11.0,1.0,67.0,22.0,2.0,45.0,,,22.0,5.0,1.0,22.0,215.0,5.0,5.0,22.0,106.0,3.0,10.0,21.0,,17.0,3.0,13.0,,42.0,16.0,11.0,5.0,14.0,37.0,95.0,104.0,20.0,4.0,21.0,1.0,9.0,8.0,,,12.0,,,3.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,24cxwjn22hopfk8s6bsere7vu,I. Esquivel,Midfielder,15,47.0,1.0,15.0,,11.0,1.0,,1.0,,,1.0,,3.0,11.0,,4.0,3.0,15.0,2.0,1.0,11.0,3.0,1.0,4.0,4.0,3.0,5.0,,,4.0,,1.0,1.0,31.0,2.0,1.0,10.0,9.0,5.0,10.0,6.0,,,,1.0,1.0,14.0,,3.0,2.0,5.0,2.0,11.0,11.0,4.0,3.0,8.0,1.0,1.0,5.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,em61n26qrtp693n50z3dwcwa2,J. Flores,Midfielder,14,289.0,,93.0,11.0,41.0,3.0,2.0,5.0,,,1.0,,4.0,55.0,27.0,11.0,20.0,93.0,12.0,6.0,61.0,7.0,2.0,25.0,23.0,5.0,23.0,,,18.0,3.0,,3.0,156.0,5.0,6.0,59.0,38.0,2.0,10.0,22.0,,7.0,4.0,1.0,1.0,64.0,2.0,7.0,5.0,38.0,21.0,68.0,68.0,5.0,8.0,42.0,3.0,6.0,21.0,1.0,2.0,2.0,1.0,,,,,1.0,1.0,2.0,1.0,,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,64wj9le12ogptrjrmswaajhpm,A. Henríquez,Defender,12,45.0,,8.0,1.0,2.0,,,1.0,,,,,,5.0,3.0,1.0,2.0,8.0,,,5.0,2.0,,3.0,3.0,,3.0,,1.0,1.0,,,,14.0,1.0,,1.0,3.0,,10.0,4.0,,,,3.0,,4.0,1.0,2.0,1.0,,1.0,5.0,5.0,3.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,da1wdf98z2sqd7p872lc7c6ei,W. López,Defender,19,21.0,6.0,7.0,,,1.0,,2.0,,,,,,7.0,4.0,,1.0,7.0,1.0,,4.0,1.0,,3.0,,,3.0,,4.0,,,1.0,,18.0,1.0,1.0,1.0,5.0,,10.0,,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,bur1urjrqmwjsxmi0cvtnrip6,M. Martínez,Goalkeeper,1,180.0,,9.0,,4.0,8.0,,26.0,,,,,1.0,26.0,15.0,,,45.0,,1.0,9.0,4.0,,26.0,7.0,,19.0,,,25.0,2.0,,7.0,65.0,2.0,,1.0,32.0,,10.0,2.0,,10.0,,1.0,,3.0,,4.0,2.0,,6.0,3.0,19.0,2.0,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,21.0,,4.0,1.0,,10.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,a9e4z81n5wslxg3hpznl4g19m,E. Mauricio,Forward,9,450.0,,79.0,37.0,48.0,,1.0,,,2.0,4.0,,22.0,49.0,25.0,4.0,22.0,95.0,10.0,7.0,70.0,11.0,16.0,22.0,17.0,6.0,22.0,5.0,,12.0,5.0,4.0,,170.0,5.0,3.0,38.0,22.0,28.0,10.0,20.0,3.0,3.0,4.0,5.0,3.0,65.0,,11.0,5.0,23.0,19.0,57.0,73.0,27.0,2.0,45.0,2.0,2.0,15.0,,,,,,1.0,2.0,2.0,5.0,1.0,7.0,12.0,,4.0,,,,,,,1.0,1.0,,4.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,1.0,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,a44n8qi1utpi5g4wxavovlfu2,A. Menéndez,Midfielder,6,165.0,,68.0,10.0,13.0,4.0,,5.0,,,,,3.0,34.0,37.0,5.0,16.0,70.0,8.0,1.0,48.0,3.0,1.0,21.0,20.0,1.0,15.0,,1.0,11.0,2.0,1.0,6.0,110.0,5.0,6.0,29.0,24.0,,10.0,12.0,,1.0,4.0,2.0,,34.0,2.0,3.0,5.0,19.0,16.0,47.0,49.0,5.0,3.0,22.0,2.0,10.0,10.0,,3.0,1.0,,,,,,,,1.0,1.0,,,2.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,El Salvador Under 17,El_Salvador_Under_17,duluglnq5v3n6b28r7wx8kktm,A. Ortega,Midfielder,7,358.0,2.0,144.0,47.0,64.0,5.0,,6.0,,1.0,1.0,,6.0,42.0,58.0,10.0,19.0,145.0,5.0,3.0,116.0,7.0,1.0,25.0,14.0,4.0,20.0,,,28.0,4.0,6.0,7.0,204.0,5.0,3.0,36.0,34.0,8.0,10.0,20.0,,4.0,6.0,1.0,1.0,43.0,2.0,7.0,5.0,17.0,50.0,119.0,120.0,7.0,10.0,23.0,,9.0,19.0,1.0,1.0,,2.0,,,2.0,1.0,,,2.0,,,,2.0,,2.0,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
