liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Lay-offs,Successful Launches,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Goals from Outside Box,Forward Passes,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Penalties Conceded,Successful Corners into Box,Corners Taken (incl short corners),Attempts from Set Pieces,Unsuccessful Corners into Box,Clearances Off the Line,Goals from Inside Box,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Left Foot Goals,Last Man Tackle,Total Touches In Opposition Box,Foul Won Penalty,Headed Goals,Own Goal Scored,Punches,Goalkeeper Smother,Drops,Penalties Faced,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Penalties Off Target,Set Pieces Goals
USA_MLS,2013,Philadelphia Union,adrwukbnoyoui8wacm52iepxx,C. Albright,Defender,3.0,2.0,,1.0,,,,2.0,,,,4.0,,,1.0,,5.0,,1.0,,3.0,,,,,,2.0,1.0,,1.0,5.0,1.0,,4.0,,,1.0,2.0,,,,,,,1.0,7.0,2.0,,1.0,,2.0,71.0,1.0,,,,,1.0,,2.0,1.0,,,,,,1.0,,4.0,4.0,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,4l1oglfmqoek8u7cj1k1eutw5,D. Anding,Defender,16.0,1.0,,,,,,1.0,,3.0,,30.0,,1.0,,,5.0,1.0,,2.0,5.0,,,1.0,,2.0,5.0,2.0,,,5.0,,,5.0,,1.0,,3.0,2.0,3.0,,,2.0,,,14.0,1.0,,1.0,,1.0,10.0,,,,1.0,,,1.0,3.0,,,3.0,,,,1.0,1.0,5.0,5.0,2.0,,,,,,3.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,bga32zh7ovvj6rlxyztpsngt1,B. Carroll,Midfielder,7.0,33.0,2.0,6.0,,,,,1.0,6.0,2.0,2969.0,,50.0,14.0,1.0,1436.0,2.0,154.0,3.0,592.0,51.0,87.0,8.0,4.0,39.0,395.0,602.0,61.0,200.0,1478.0,40.0,5.0,1078.0,38.0,13.0,287.0,405.0,21.0,222.0,3.0,,247.0,33.0,71.0,1883.0,33.0,8.0,186.0,1.0,547.0,36.0,97.0,5.0,113.0,3.0,14.0,17.0,5.0,242.0,47.0,42.0,6.0,4.0,,1.0,106.0,372.0,1153.0,1191.0,56.0,11.0,1.0,1.0,4.0,47.0,145.0,14.0,90.0,80.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
USA_MLS,2013,Philadelphia Union,50arpsced14ecvl5wj4g2znpx,C. Casey,Forward,6.0,31.0,10.0,9.0,,,,6.0,11.0,29.0,25.0,2201.0,6.0,74.0,1.0,5.0,715.0,17.0,134.0,4.0,358.0,3.0,21.0,26.0,3.0,112.0,454.0,109.0,9.0,232.0,716.0,58.0,15.0,425.0,28.0,52.0,253.0,212.0,33.0,270.0,12.0,1.0,42.0,25.0,12.0,1100.0,31.0,,184.0,1.0,223.0,100.0,140.0,26.0,38.0,4.0,26.0,90.0,20.0,386.0,27.0,31.0,29.0,4.0,2.0,3.0,134.0,147.0,462.0,463.0,202.0,1.0,15.0,5.0,10.0,8.0,246.0,1.0,6.0,50.0,,,,,,,9.0,,,,,,,,,,,2.0,,3.0,,3.0,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,7ah0ltnl9jhi85psn94ty91at,D. Cruz,Midfielder,44.0,32.0,3.0,5.0,,,,,29.0,50.0,3.0,2190.0,18.0,41.0,2.0,2.0,587.0,20.0,202.0,11.0,284.0,13.0,12.0,23.0,4.0,30.0,285.0,199.0,28.0,105.0,589.0,32.0,31.0,463.0,22.0,42.0,117.0,107.0,22.0,138.0,14.0,,107.0,32.0,29.0,1021.0,32.0,2.0,215.0,,119.0,22.0,116.0,19.0,9.0,11.0,45.0,12.0,30.0,257.0,9.0,26.0,50.0,2.0,,2.0,111.0,161.0,470.0,472.0,42.0,,2.0,2.0,1.0,25.0,141.0,3.0,19.0,104.0,,,,,,,3.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,8ie1vhem3ijhyvs8owolwcdsl,K. Daniel,Midfielder,26.0,24.0,,4.0,,,,4.0,7.0,28.0,1.0,1721.0,5.0,37.0,3.0,,864.0,11.0,127.0,15.0,468.0,7.0,28.0,9.0,2.0,18.0,279.0,298.0,53.0,107.0,886.0,35.0,15.0,689.0,20.0,14.0,135.0,240.0,32.0,160.0,13.0,,110.0,20.0,32.0,1235.0,24.0,2.0,178.0,,281.0,45.0,105.0,5.0,62.0,6.0,24.0,13.0,12.0,209.0,6.0,22.0,57.0,2.0,2.0,1.0,86.0,238.0,734.0,751.0,31.0,7.0,1.0,1.0,10.0,41.0,104.0,12.0,25.0,92.0,,9.0,30.0,8.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,6u0uzwdo09307q2zzqg5xn36d,M. Farfán,Midfielder,21.0,29.0,1.0,6.0,,,,7.0,9.0,37.0,3.0,1991.0,5.0,62.0,1.0,1.0,971.0,23.0,170.0,23.0,501.0,12.0,35.0,15.0,4.0,19.0,374.0,307.0,51.0,162.0,982.0,41.0,45.0,724.0,27.0,33.0,197.0,268.0,31.0,219.0,7.0,,150.0,22.0,40.0,1455.0,29.0,4.0,271.0,,294.0,32.0,158.0,18.0,61.0,8.0,45.0,17.0,31.0,307.0,15.0,31.0,62.0,,,1.0,130.0,250.0,776.0,785.0,36.0,5.0,3.0,1.0,13.0,46.0,149.0,5.0,32.0,141.0,,14.0,36.0,1.0,21.0,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,9c0k9bgclh940lsowvnockrmd,G. Farfán,Midfielder,15.0,20.0,,3.0,1.0,1.0,,7.0,7.0,14.0,2.0,1156.0,26.0,26.0,1.0,,439.0,8.0,90.0,3.0,192.0,6.0,13.0,10.0,2.0,15.0,196.0,157.0,24.0,87.0,446.0,28.0,12.0,332.0,16.0,14.0,100.0,107.0,8.0,96.0,3.0,8.0,75.0,13.0,18.0,709.0,20.0,2.0,121.0,,174.0,30.0,72.0,4.0,14.0,2.0,22.0,14.0,7.0,150.0,29.0,18.0,14.0,1.0,,,63.0,75.0,341.0,346.0,29.0,2.0,,,3.0,18.0,78.0,6.0,27.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,4ua2bfowedufy5hilbxb3cul1,Leo Fernandes,Midfielder,22.0,7.0,,1.0,,,,4.0,3.0,6.0,,281.0,2.0,2.0,,,113.0,2.0,20.0,,64.0,1.0,3.0,3.0,,7.0,44.0,24.0,5.0,23.0,114.0,8.0,3.0,80.0,5.0,4.0,26.0,25.0,2.0,25.0,2.0,,23.0,3.0,7.0,165.0,7.0,,28.0,,30.0,10.0,14.0,1.0,8.0,,4.0,2.0,1.0,37.0,1.0,5.0,6.0,1.0,1.0,,16.0,39.0,87.0,88.0,9.0,,,,2.0,4.0,23.0,1.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2013,Philadelphia Union,9gvhifwtxm19v78bjp8wr2c45,R. Gaddis,Defender,28.0,31.0,,3.0,,,,,6.0,23.0,,2703.0,252.0,6.0,6.0,,956.0,8.0,113.0,,366.0,49.0,40.0,2.0,2.0,30.0,427.0,372.0,99.0,184.0,962.0,25.0,30.0,705.0,36.0,4.0,224.0,272.0,4.0,175.0,,63.0,181.0,31.0,72.0,1780.0,31.0,8.0,262.0,,481.0,48.0,161.0,2.0,33.0,,23.0,9.0,24.0,301.0,83.0,38.0,23.0,1.0,,,110.0,96.0,734.0,738.0,39.0,10.0,,,,81.0,140.0,18.0,82.0,152.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
