root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,msvoqn1s4p2n8x9810tilnxm,S. Adonis,Goalkeeper,1,180.0,,9.0,,6.0,9.0,1.0,36.0,,,,,,38.0,14.0,1.0,1.0,57.0,1.0,,12.0,7.0,,37.0,8.0,,19.0,,,27.0,2.0,,18.0,90.0,2.0,1.0,4.0,45.0,,10.0,4.0,,8.0,1.0,2.0,,6.0,4.0,7.0,2.0,2.0,4.0,3.0,20.0,2.0,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,22.0,2.0,9.0,2.0,3.0,18.0,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,4d81j2p4x62hxhi5nr781x6y2,N. Andrews,Defender,16,270.0,,53.0,2.0,7.0,2.0,,4.0,,5.0,,1.0,1.0,20.0,37.0,6.0,14.0,62.0,2.0,,40.0,12.0,,18.0,10.0,,8.0,,,7.0,3.0,6.0,11.0,97.0,3.0,2.0,13.0,35.0,,10.0,8.0,,4.0,2.0,,,14.0,12.0,13.0,3.0,5.0,15.0,38.0,44.0,1.0,5.0,6.0,1.0,3.0,8.0,,,3.0,1.0,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,2k8j6mciyojm08mugmwqcmaga,R. Bayley,Forward,17,124.0,,21.0,2.0,9.0,,,1.0,,1.0,1.0,,1.0,17.0,4.0,2.0,7.0,21.0,3.0,2.0,13.0,6.0,1.0,8.0,10.0,3.0,10.0,,,5.0,,3.0,,38.0,3.0,2.0,16.0,2.0,3.0,10.0,5.0,,,1.0,,1.0,17.0,,6.0,3.0,11.0,7.0,13.0,13.0,1.0,1.0,12.0,1.0,1.0,5.0,2.0,3.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,du4to3dlpwyghqj5lvizdxune,R. Blair,Goalkeeper,20,90.0,,,,1.0,1.0,,6.0,,,,1.0,,6.0,3.0,,,10.0,,,2.0,5.0,,6.0,,,3.0,,,9.0,1.0,,3.0,25.0,1.0,,1.0,8.0,1.0,10.0,1.0,,2.0,1.0,,,1.0,,6.0,1.0,,2.0,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,,3.0,3.0,3.0,3.0,,,,,,,,,2.0,,,2.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,8u14m2rlbgiqf56setxmxwvvu,J. Braithwaite,Defender,4,135.0,,18.0,1.0,6.0,,1.0,5.0,,1.0,,1.0,,11.0,10.0,2.0,6.0,27.0,,,12.0,7.0,1.0,11.0,,1.0,6.0,,,1.0,1.0,2.0,5.0,38.0,2.0,,6.0,13.0,1.0,10.0,5.0,,4.0,1.0,2.0,,8.0,2.0,8.0,2.0,3.0,13.0,10.0,16.0,2.0,1.0,3.0,1.0,3.0,3.0,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,1tba375ni5gkxnmloaxpu778q,W. Da Silva,Defender,5,90.0,,10.0,,3.0,1.0,,2.0,,1.0,,1.0,,13.0,1.0,2.0,4.0,10.0,,1.0,3.0,5.0,,6.0,1.0,,5.0,,,3.0,1.0,1.0,1.0,25.0,1.0,,11.0,5.0,,10.0,4.0,,1.0,1.0,,2.0,11.0,,6.0,1.0,7.0,4.0,4.0,4.0,,2.0,7.0,,,4.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,6t2088cjn10jaj4a0qcds65pm,O. Daniels,Forward,7,171.0,,38.0,6.0,9.0,1.0,,2.0,,3.0,1.0,1.0,1.0,33.0,19.0,4.0,8.0,38.0,7.0,2.0,28.0,8.0,2.0,10.0,16.0,2.0,10.0,1.0,,8.0,3.0,3.0,1.0,82.0,3.0,5.0,40.0,9.0,1.0,10.0,10.0,,,2.0,2.0,6.0,43.0,2.0,9.0,3.0,32.0,7.0,28.0,28.0,3.0,4.0,33.0,,3.0,8.0,,,,1.0,,,,,,,2.0,1.0,,,3.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,6j8fgb414ccmm9uthbjragx9m,O. Fredericks,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,79knhnp7bvpjomzz14k715wtm,O. Glasgow,Defender,11,270.0,3.0,42.0,12.0,22.0,1.0,1.0,2.0,,4.0,1.0,1.0,1.0,47.0,13.0,10.0,11.0,45.0,4.0,7.0,30.0,12.0,4.0,13.0,11.0,2.0,19.0,,,6.0,3.0,6.0,4.0,119.0,3.0,3.0,45.0,10.0,5.0,10.0,22.0,,2.0,5.0,,7.0,46.0,2.0,13.0,3.0,23.0,12.0,30.0,32.0,1.0,3.0,24.0,7.0,1.0,22.0,5.0,,,10.0,,,2.0,,,,3.0,3.0,,,,,3.0,7.0,,4.0,,,2.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guyana Under 17,Guyana_Under_17,bggwad2ukgdwn0fgzlwumy356,J. Harrigan,Midfielder,8,233.0,,79.0,9.0,20.0,3.0,1.0,11.0,,3.0,1.0,,,51.0,28.0,13.0,22.0,81.0,3.0,3.0,40.0,9.0,1.0,33.0,22.0,3.0,23.0,2.0,,16.0,2.0,5.0,11.0,145.0,3.0,1.0,45.0,31.0,1.0,10.0,31.0,1.0,8.0,11.0,4.0,1.0,49.0,5.0,9.0,3.0,18.0,19.0,46.0,48.0,4.0,9.0,18.0,4.0,7.0,27.0,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
