liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Successful Lay-offs,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Unsuccessful Dribbles,Duels,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Duels lost,Throw Ins to Own Player,Aerial Duels lost,Total Tackles,Successful Dribbles,Unsuccessful Passes Own Half,Duels won,Shots On Target ( inc goals ),Aerial Duels won,Total Clearances,Aerial Duels,Tackles Won,Interceptions,Ground Duels won,Substitute On,Goals,Right Foot Goals,Substitute Off,Blocked Shots,Throw Ins to Opposition Player,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Goals from Inside Box,Penalties Taken,Goal Assists,Penalty Goals,Offsides,Successful Launches,PutThrough/Blocked Distribution Won,Goals from Outside Box,Clean Sheets,Through balls,Tackles Lost,Yellow Cards,Blocks,Saves Made,GK Successful Distribution,Unsuccessful Launches,Catches,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Clearances Off the Line,Unsuccessful lay-offs,Left Foot Goals,Foul Won Penalty,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Attempts from Set Pieces,Punches,Saves Made from Outside Box,Penalties Faced,Assists (Intentional),Headed Goals,Handballs conceded,Hit Woodwork,Penalties Conceded,Second Goal Assists,Drops,Own Goal Scored,Penalty Goals Conceded,Times Tackled,Home Goals,Away Goals,Winning Goal,Saves made - caught,Goal Kicks,Set Pieces Goals,Other Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Goalkeeper Smother
USA_US_Open_Cup,2018,FC Denver,3elay08yrcnediza5yhyezpm2,A. Bernhardt,Defender,0.0,,66.0,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,1.0,,,,,10.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,2wixp5su9cmpy0zlmt80hbf56,G. Borchers,Midfielder,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,8enq5l687qg4fk6dyuiiy5nxm,C. Castillo,Defender,0.0,,90.0,,,,,,,,,,,,,,,3.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,10.0,,,3.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,227spxx02l98ej8a8rek9hisq,C. Clopper,Midfielder,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,buq434u0qwsd2w06v4b4rwsbu,K. Crouse,Midfielder,0.0,,90.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,1.0,,,,,10.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,au9ds5f3ua5jsag20bq7geyju,P. DiNardo,Defender,0.0,,24.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,10.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,1ibbj1aevu4h7gvi580lmd1ey,M. Escobar,Defender,0.0,,90.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,1.0,,,,,10.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,aj2jch7lwnwg4420ee39uy2cq,J. Everest,Forward,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,6w6r7e8q51k2l4vk8kowyv6y,P. Jacobson,Midfielder,0.0,,90.0,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,1.0,,,,,10.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2018,FC Denver,4uucx78t1ga15q5j18hx30odm,F. Magallanes,Midfielder,0.0,,83.0,,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,10.0,,,2.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
