liga,temporada,equipo,id,nombre,posicion,dorsal,Through balls,Time Played,Shots On Target ( inc goals ),Successful Short Passes,Ground Duels lost,Aerial Duels lost,Handballs conceded,Headed Goals,Duels,Goal Assists,Aerial Duels won,Total Losses Of Possession,Penalty Goals Conceded,Total Fouls Won,Successful Long Passes,Yellow Cards,Goals Conceded Inside Box,Forward Passes,Foul Attempted Tackle,Ground Duels,Goals from Inside Box,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Total Successful Passes ( Excl Crosses & Corners ) ,Clean Sheets,Duels won,Rightside Passes,Games Played,Right Foot Goals,Total Fouls Conceded,Unsuccessful Long Passes,Successful Passes Opposition Half,Tackles Won,Leftside Passes,Substitute On,Open Play Passes,Ground Duels won,Unsuccessful Short Passes,Starts,Unsuccessful Passes Own Half,PutThrough/Blocked Distribution Won,Tackles Lost,Successful Passes Own Half,Blocked Shots,Key Passes (Attempt Assists),Goals Conceded,Overruns,Successful Launches,Goals,Unsuccessful Crosses & Corners,Interceptions,Recoveries,Index,PutThrough/Blocked Distribution,Hit Woodwork,Unsuccessful lay-offs,Total Touches In Opposition Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels,Unsuccessful Passes Opposition Half,Total Passes,Total Clearances,Duels lost,Blocks,Total Shots,Successful Crosses & Corners,Unsuccessful Launches,Successful Crosses open play,Corners Won,Times Tackled,Goals Conceded Outside Box,Touches,Appearances,Offsides,Successful Open Play Passes,Throw Ins to Own Player,Total Tackles,Substitute Off,Unsuccessful Dribbles,Backward Passes,Successful Dribbles,Successful Lay-offs,Home Goals,Away Goals,Winning Goal,Left Foot Goals,Goals from Outside Box,Clearances Off the Line,Penalties Conceded,Penalty Goals,Penalties Taken,Attempts from Set Pieces,Foul Won Penalty,Successful Corners into Box,Corners Taken (incl short corners),Set Pieces Goals,Unsuccessful Corners into Box,GK Successful Distribution,Goal Kicks,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Other Goals,Second Goal Assists,Catches,Saves Made from Outside Box,GK Unsuccessful Distribution,Drops,Punches,Saves Made,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Saves made - parried,Saves from Penalty,Penalties Saved,Goalkeeper Smother,Straight Red Cards,Last Man Tackle,Penalties Off Target,Last Player Tackle,Crosses not Claimed
USA_USL_Championship,2023,Orange County SC,5yagqw0826fi91s0i8qv8lfkk,F. Aguirre,Goalkeeper,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,1iyhipdn84for8bbxb07kw4x5,T. Amang,Forward,21,,1464.0,18.0,198.0,66.0,41.0,4.0,1.0,226.0,2.0,32.0,195.0,,46.0,6.0,4.0,9.0,62.0,12.0,153.0,8.0,,89.0,13.0,204.0,3.0,119.0,72.0,27.0,7.0,32.0,7.0,140.0,9.0,73.0,12.0,288.0,87.0,82.0,15.0,18.0,7.0,5.0,64.0,6.0,16.0,11.0,,,9.0,5.0,1.0,36.0,10.0,15.0,,6.0,66.0,1.0,5.0,73.0,76.0,293.0,10.0,107.0,1.0,31.0,,4.0,,11.0,38.0,2.0,569.0,27.0,19.0,199.0,1.0,14.0,12.0,16.0,86.0,27.0,13.0,4.0,5.0,4.0,1.0,1.0,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,3461sfmst5pjeiaof78d0efo,B. Barjolo,Midfielder,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,f5gyca539adfb5h9qa842l05w,M. Björshol,Defender,14,,52.0,,15.0,4.0,1.0,,,10.0,,3.0,12.0,,,3.0,,,11.0,1.0,6.0,,,11.0,,18.0,,5.0,3.0,3.0,,2.0,3.0,9.0,1.0,9.0,3.0,28.0,2.0,8.0,,4.0,2.0,1.0,9.0,,,,,,,,1.0,3.0,10.0,3.0,,,5.0,,,4.0,7.0,29.0,4.0,5.0,1.0,,,1.0,,,,,42.0,3.0,,18.0,1.0,2.0,,,6.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,3aszpburdmdlgwvqpcz81xh5g,J. Buckley,Defender,22,,18.0,,3.0,2.0,1.0,,,5.0,,,2.0,,,,1.0,,,1.0,4.0,,,,,3.0,,2.0,1.0,1.0,,2.0,,2.0,1.0,,1.0,3.0,2.0,,,,,,1.0,,,,,,,1.0,,,10.0,,,,1.0,,1.0,1.0,1.0,3.0,,3.0,,,,,,,,,8.0,1.0,,3.0,,1.0,,,2.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,3gofrteqre0ms4u0uhw7v69k9,S. Casiple,Midfielder,8,3.0,2213.0,4.0,767.0,76.0,19.0,1.0,,173.0,,15.0,265.0,1.0,16.0,81.0,6.0,19.0,320.0,19.0,139.0,1.0,,206.0,4.0,848.0,7.0,78.0,237.0,31.0,,31.0,63.0,442.0,25.0,323.0,6.0,1024.0,63.0,143.0,25.0,61.0,19.0,13.0,408.0,,20.0,22.0,,4.0,1.0,14.0,20.0,193.0,10.0,32.0,,2.0,16.0,,11.0,34.0,159.0,1054.0,21.0,95.0,6.0,8.0,2.0,17.0,2.0,6.0,19.0,3.0,1296.0,31.0,1.0,821.0,10.0,38.0,14.0,5.0,174.0,9.0,17.0,0.0,1.0,0.0,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,7im0ak1zd8rk6bmnnq41cgcbu,A. Chattha,Midfielder,15,1.0,1088.0,2.0,365.0,74.0,18.0,1.0,,154.0,1.0,8.0,133.0,1.0,12.0,37.0,2.0,14.0,130.0,8.0,128.0,,,72.0,10.0,402.0,1.0,62.0,116.0,22.0,,18.0,21.0,178.0,13.0,127.0,11.0,463.0,54.0,51.0,11.0,22.0,10.0,3.0,227.0,4.0,7.0,15.0,1.0,2.0,,16.0,13.0,79.0,10.0,21.0,,,19.0,1.0,10.0,26.0,66.0,474.0,18.0,92.0,3.0,12.0,3.0,8.0,1.0,6.0,24.0,1.0,687.0,22.0,,392.0,3.0,16.0,9.0,8.0,101.0,26.0,5.0,,,0.0,,,,,,,1.0,,2.0,6.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,7s2oy8fgb92smaa4ttwehnutx,C. Cropper,Goalkeeper,1,,810.0,,89.0,,1.0,,,8.0,,4.0,107.0,1.0,3.0,32.0,,15.0,158.0,,3.0,,,106.0,,121.0,1.0,7.0,31.0,9.0,,,106.0,13.0,,38.0,,116.0,3.0,,9.0,19.0,,,108.0,,,15.0,,2.0,,,,77.0,10.0,,,,,,,5.0,87.0,227.0,11.0,1.0,,,,27.0,,,,,319.0,9.0,,71.0,,,,,,,,,,0.0,,,,,,,,,,,,,86.0,74.0,,,,,,12.0,8.0,35.0,3.0,3.0,14.0,5.0,1.0,1.0,1.0,,,1.0,,,,,1.0
USA_USL_Championship,2023,Orange County SC,52qwgcxm3vpgabixc8c2i3aax,R. Doghman,Defender,23,2.0,2750.0,9.0,557.0,114.0,18.0,3.0,,254.0,4.0,9.0,531.0,2.0,25.0,63.0,4.0,32.0,368.0,12.0,227.0,,47.0,290.0,10.0,620.0,10.0,122.0,341.0,34.0,,37.0,104.0,280.0,40.0,36.0,2.0,896.0,113.0,186.0,32.0,88.0,28.0,18.0,359.0,5.0,20.0,35.0,7.0,10.0,1.0,77.0,25.0,169.0,10.0,87.0,2.0,,54.0,4.0,77.0,27.0,279.0,910.0,73.0,132.0,8.0,19.0,19.0,29.0,19.0,25.0,57.0,3.0,1706.0,34.0,6.0,607.0,211.0,58.0,8.0,34.0,165.0,30.0,,0.0,1.0,0.0,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2023,Orange County SC,6kp2pv58u27yf5tnclyhnuoh6,C. Dunbar,Forward,12,,87.0,2.0,14.0,3.0,,,,11.0,,,13.0,,2.0,1.0,,,5.0,,11.0,,,7.0,1.0,15.0,,8.0,8.0,5.0,,1.0,1.0,9.0,1.0,5.0,5.0,22.0,8.0,6.0,,2.0,2.0,,6.0,,,1.0,1.0,,,2.0,,7.0,10.0,5.0,,,8.0,,2.0,,7.0,22.0,,3.0,,3.0,,1.0,,1.0,1.0,1.0,46.0,5.0,,15.0,,1.0,,,4.0,5.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
