root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,Own Goal Scored,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Attempts from Set Pieces,Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Substitute On,Successful Launches,Unsuccessful Crosses & Corners,Unsuccessful lay-offs,Blocks,Offsides,Successful Lay-offs,Goals,Right Foot Goals,Corners Won,Shots On Target ( inc goals ),Hit Woodwork,Goals from Inside Box,Substitute Off,Through balls,Successful Crosses & Corners,Corners Taken (incl short corners),Successful Crosses open play,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Successful Corners into Box,Left Foot Goals,Penalties Taken,Penalty Goals,Saves Made,GK Successful Distribution,Punches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,GK Unsuccessful Distribution,Catches,Drops,Foul Won Penalty,Handballs conceded,Penalties Off Target,Clearances Off the Line,Clean Sheets,Goalkeeper Smother,Penalty Goals Conceded,Penalties Conceded,Crosses not Claimed,Penalties Faced,Headed Goals,Goals from Outside Box,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Saves made - caught,Set Pieces Goals,Second Goal Assists,Penalties Saved,Saves from Penalty
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,1lijgras7ro9scy7vtmefq1re,N. Aquilon,Goalkeeper,16,90.0,,1.0,,1.0,,,6.0,,,,,,8.0,4.0,,2.0,13.0,,1.0,4.0,8.0,,8.0,,,6.0,,,8.0,1.0,,2.0,30.0,1.0,,1.0,8.0,,10.0,1.0,,1.0,,,,1.0,1.0,8.0,1.0,,5.0,,5.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,9.0,,3.0,4.0,7.0,4.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,8po3iithntsp7fgdwbb9h2ctm,S. Baucal,Defender,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,3qpws15sjbx364u2wiu4iwqy2,M. Beziat,Midfielder,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,9d1mllzvrab7cv05rn0hul5re,H. Confiac,Defender,7,90.0,4.0,18.0,,4.0,1.0,,3.0,,,,,,11.0,7.0,2.0,5.0,19.0,,,10.0,8.0,,8.0,,,4.0,,2.0,8.0,1.0,,4.0,31.0,1.0,,6.0,12.0,,10.0,2.0,,1.0,,,,6.0,,8.0,1.0,4.0,7.0,10.0,11.0,,2.0,4.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,2nu2i0nrxzmo2bglr4cs722y2,H. Dezac,Defender,4,90.0,,16.0,2.0,3.0,2.0,,2.0,1.0,1.0,,,1.0,5.0,9.0,,3.0,17.0,1.0,,8.0,8.0,,5.0,3.0,,3.0,,,1.0,1.0,1.0,2.0,28.0,1.0,1.0,2.0,11.0,,10.0,,,4.0,,,,3.0,5.0,8.0,1.0,2.0,1.0,11.0,12.0,1.0,,3.0,,3.0,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,dhbzvc8inos2z695wer7bth0q,T. Gedeon,Forward,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,7ixuogna1anpqjwibuhuqrazu,J. Gervelas,Midfielder,17,86.0,,17.0,4.0,11.0,,,,,,,,,9.0,5.0,4.0,1.0,17.0,2.0,1.0,14.0,8.0,,1.0,3.0,,1.0,1.0,,6.0,1.0,1.0,1.0,31.0,1.0,1.0,16.0,3.0,,10.0,5.0,,2.0,,,2.0,16.0,,8.0,1.0,11.0,7.0,16.0,16.0,,3.0,11.0,1.0,,5.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,3bwx8oyy34najgoyvb5bf9vfu,T. Gille,Midfielder,10,78.0,,10.0,,3.0,,,,,1.0,,,2.0,10.0,2.0,1.0,5.0,10.0,1.0,,5.0,8.0,,5.0,5.0,1.0,3.0,,,3.0,1.0,1.0,2.0,22.0,1.0,1.0,6.0,4.0,1.0,10.0,3.0,,,1.0,1.0,1.0,9.0,,8.0,1.0,4.0,1.0,5.0,5.0,3.0,,6.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,csd01g9xfo9cmlht6zlu54f3e,Y. Gravelot,Midfielder,18,12.0,,2.0,1.0,1.0,,,,,,,,,3.0,1.0,,,2.0,2.0,,2.0,,,,1.0,,,,,1.0,,,,5.0,1.0,1.0,3.0,,,10.0,,,,,,,3.0,,,1.0,3.0,,2.0,2.0,,,3.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_U17,2019 USA,Guadeloupe Under 17,Guadeloupe_Under_17,29itssxjbb12kk9e4wy1wyo2y,L. Hill,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
