liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution,Successful Lay-offs,Successful Passes Own Half,Starts,Successful Short Passes,Touches,Total Fouls Conceded,Duels won,Duels lost,Tackles Won,Total Tackles,Total Unsuccessful Passes ( Excl Crosses & Corners ),Shots Off Target (inc woodwork),Interceptions,Shots On Target ( inc goals ),Successful Long Passes,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Clearances,Goals,Successful Crosses open play,Total Losses Of Possession,Substitute Off,Offsides,Aerial Duels won,Clean Sheets,Blocked Shots,Goals from Inside Box,Unsuccessful Crosses & Corners,Ground Duels won,Backward Passes,Tackles Lost,Handballs conceded,Total Successful Passes ( Excl Crosses & Corners ) ,Unsuccessful Dribbles,Total Shots,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Aerial Duels lost,Successful Passes Opposition Half,Unsuccessful lay-offs,Throw Ins to Own Player,Leftside Passes,Goals Conceded Inside Box,Key Passes (Attempt Assists),Goals Conceded,Total Touches In Opposition Box,Unsuccessful Crosses open play,Appearances,Blocks,GK Successful Distribution,Yellow Cards,Open Play Passes,Times Tackled,Ground Duels lost,Right Foot Goals,Rightside Passes,Unsuccessful Long Passes,Forward Passes,Successful Crosses & Corners,Successful Dribbles,Unsuccessful Launches,Successful Open Play Passes,Headed Goals,Time Played,Goal Kicks,Duels,Recoveries,Unsuccessful Short Passes,Substitute On,Total Fouls Won,Foul Attempted Tackle,Total Passes,Corners Won,Games Played,Penalty Goals Conceded,Index,Aerial Duels,Ground Duels,Home Goals,Away Goals,Winning Goal,Foul Won Penalty,Throw Ins to Opposition Player,Total Red Cards,Red Cards - 2nd Yellow,Successful Launches,Straight Red Cards,Overruns,Hit Woodwork,Penalties Conceded,Attempts from Set Pieces,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Assists (Intentional),Goal Assists,Goals from Outside Box,Penalties Faced,Saves Made,Catches,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made from Outside Box,Left Foot Goals,Through balls,Last Player Tackle,Second Goal Assists,Penalties Taken,Penalty Goals,Goalkeeper Smother,Saves from Penalty,Penalties Saved,Saves made - parried,Punches,Drops,Clearances Off the Line,Own Goal Scored,Saves made - caught,Crosses not Claimed,Penalties Off Target,Set Pieces Goals
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,46x1yk6a6kzfg9jjig7qb26wa,E. Armenta,Midfielder,19,,,3.0,,6.0,11.0,,2.0,3.0,,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,2.0,2.0,1.0,,6.0,,1.0,,,,3.0,,,2.0,,1.0,,2.0,,1.0,,,,6.0,1.0,3.0,,2.0,,,,,,6.0,,20.0,,5.0,2.0,,1.0,1.0,,6.0,,1.0,,10.0,,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,4h09e5cjwdxlps0hhr89rry6t,K. Balanta,Defender,35,12.0,1.0,330.0,10.0,457.0,703.0,17.0,45.0,33.0,13.0,23.0,67.0,2.0,15.0,1.0,36.0,7.0,28.0,51.0,,,79.0,5.0,,15.0,2.0,,,1.0,30.0,69.0,10.0,,493.0,1.0,3.0,40.0,,12.0,163.0,,1.0,194.0,13.0,1.0,13.0,4.0,1.0,13.0,8.0,1.0,2.0,543.0,2.0,21.0,,83.0,24.0,214.0,,3.0,19.0,477.0,,878.0,1.0,78.0,61.0,43.0,3.0,4.0,10.0,560.0,,13.0,,10.0,27.0,51.0,,,0.0,,,,,10.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,cxktd9vpx9m7gmgdfcy9v4n3d,D. Barbosa,Defender,15,7.0,1.0,48.0,4.0,106.0,240.0,6.0,28.0,28.0,11.0,14.0,23.0,,4.0,1.0,6.0,5.0,8.0,11.0,,1.0,49.0,3.0,,1.0,1.0,,,5.0,27.0,18.0,3.0,,112.0,6.0,1.0,20.0,1.0,6.0,65.0,,27.0,45.0,3.0,1.0,4.0,2.0,5.0,7.0,1.0,,,133.0,9.0,22.0,,21.0,14.0,51.0,1.0,8.0,9.0,111.0,,330.0,,56.0,24.0,9.0,3.0,5.0,4.0,135.0,3.0,7.0,,10.0,7.0,49.0,,,0.0,,4.0,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,4wyhnpg038iqojlx5mhemvh1w,G. Barrera,Goalkeeper,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,9x4zu1o3adl4otm7wqzqvz6xh,Unai Bilbao,Defender,31,12.0,,703.0,16.0,916.0,1396.0,13.0,92.0,46.0,23.0,31.0,144.0,6.0,34.0,2.0,86.0,9.0,57.0,90.0,1.0,,157.0,1.0,,51.0,3.0,,1.0,2.0,41.0,74.0,8.0,,1002.0,1.0,8.0,89.0,,26.0,299.0,,7.0,172.0,23.0,1.0,23.0,13.0,2.0,19.0,13.0,62.0,,1045.0,1.0,20.0,,492.0,73.0,408.0,,3.0,39.0,906.0,1.0,1453.0,64.0,138.0,62.0,71.0,3.0,9.0,7.0,1146.0,1.0,19.0,1.0,10.0,77.0,61.0,1.0,0.0,0.0,,3.0,,,14.0,,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,1.0,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,dx6uqnml4itbr426gs12udln9,D. Blanco,Midfielder,27,12.0,3.0,40.0,10.0,188.0,471.0,14.0,55.0,66.0,11.0,21.0,38.0,8.0,5.0,7.0,5.0,4.0,6.0,1.0,3.0,3.0,141.0,7.0,2.0,2.0,,8.0,3.0,19.0,53.0,85.0,10.0,2.0,193.0,20.0,15.0,51.0,,9.0,156.0,,15.0,35.0,14.0,8.0,14.0,49.0,14.0,14.0,1.0,,2.0,215.0,42.0,57.0,3.0,66.0,2.0,45.0,3.0,16.0,1.0,177.0,,890.0,,121.0,26.0,36.0,4.0,16.0,10.0,231.0,7.0,14.0,1.0,10.0,11.0,110.0,2.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,1.0,,,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,qsce60rnyzjufjqdvdvnouay,K. Castañeda,Midfielder,10,19.0,25.0,204.0,14.0,719.0,1032.0,10.0,33.0,44.0,4.0,7.0,107.0,20.0,2.0,18.0,36.0,6.0,21.0,4.0,4.0,4.0,170.0,8.0,2.0,7.0,2.0,13.0,3.0,12.0,26.0,189.0,3.0,,755.0,10.0,38.0,98.0,,5.0,556.0,,,180.0,15.0,28.0,15.0,31.0,9.0,18.0,,,3.0,831.0,25.0,39.0,3.0,298.0,9.0,195.0,5.0,7.0,2.0,724.0,,1182.0,,77.0,42.0,98.0,4.0,12.0,5.0,862.0,9.0,18.0,1.0,10.0,12.0,65.0,2.0,2.0,2.0,,,,,3.0,,1.0,2.0,,1.0,16.0,3.0,1.0,,,1.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,3scc8412czpvj9epquykrd0x5,F. Contreras,Midfielder,20,15.0,2.0,143.0,5.0,266.0,453.0,4.0,30.0,24.0,15.0,21.0,40.0,1.0,11.0,1.0,17.0,9.0,19.0,7.0,,1.0,61.0,3.0,1.0,5.0,,1.0,,2.0,25.0,67.0,6.0,,283.0,4.0,2.0,23.0,1.0,6.0,141.0,,34.0,45.0,3.0,5.0,4.0,4.0,2.0,10.0,3.0,,,318.0,7.0,18.0,,110.0,16.0,101.0,1.0,1.0,12.0,279.0,,480.0,,54.0,23.0,24.0,5.0,3.0,2.0,323.0,2.0,10.0,,10.0,11.0,43.0,,,0.0,,7.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,2lsqo8x3mbz4shb8nuv5catp1,Jesús Corona,Goalkeeper,30,,,196.0,7.0,175.0,317.0,,1.0,,,,40.0,,,,32.0,,18.0,11.0,,,42.0,,,1.0,1.0,,,,,,,,207.0,,,22.0,,,11.0,,,67.0,9.0,,9.0,,,8.0,,51.0,,200.0,,,,63.0,37.0,117.0,,,18.0,173.0,,639.0,30.0,1.0,56.0,3.0,1.0,,,247.0,,8.0,,10.0,1.0,,,,0.0,,,,,4.0,,,,,,,,,,,,1.0,22.0,2.0,16.0,12.0,6.0,,,,,,,2.0,1.0,1.0,8.0,4.0,,,,,,,
Mexico_Liga_MX,2024-2025,Club Tijuana Xoloitzcuintles de Caliente,c1pfk47z2ozitpqhxmbe98jbp,Joe Corona,Midfielder,6,9.0,,148.0,9.0,321.0,486.0,9.0,39.0,33.0,12.0,18.0,50.0,2.0,10.0,4.0,11.0,4.0,17.0,10.0,1.0,,66.0,7.0,,7.0,,2.0,1.0,1.0,32.0,54.0,6.0,,332.0,4.0,6.0,34.0,,11.0,184.0,,1.0,115.0,9.0,9.0,9.0,12.0,1.0,12.0,3.0,,2.0,376.0,7.0,22.0,1.0,116.0,16.0,97.0,,6.0,8.0,327.0,,631.0,,72.0,35.0,34.0,3.0,8.0,6.0,382.0,2.0,12.0,1.0,10.0,18.0,54.0,1.0,0.0,0.0,,,,,3.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
