liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Set Pieces Goals,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Shots Off Target (inc woodwork),Foul Attempted Tackle,Blocks,Goal Assists,Through balls,Unsuccessful lay-offs,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Saves made - caught,GK Unsuccessful Distribution,Right Foot Goals,Penalties Off Target,Foul Won Penalty,Hit Woodwork,Assists (Intentional),Goals from Inside Box,Penalties Taken,Penalty Goals,Clean Sheets,Drops,Penalties Faced,Penalties Conceded,Own Goal Scored,Total Red Cards,Red Cards - 2nd Yellow,Headed Goals,Clearances Off the Line,Straight Red Cards,Second Goal Assists,Penalty Goals Conceded,Other Goals,Crosses not Claimed,Penalties Saved,Saves from Penalty,Last Man Tackle,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2018,Phoenix Rising FC,ele211kdmv943iesjw4fp5rs9,S. Abdul-Salaam,Defender,5,10.0,2.0,1134.0,87.0,6.0,,434.0,1.0,91.0,4.0,127.0,15.0,,18.0,10.0,,10.0,120.0,244.0,19.0,,53.0,438.0,1.0,6.0,3.0,332.0,8.0,,71.0,,22.0,3.0,50.0,,22.0,60.0,13.0,16.0,31.0,701.0,,13.0,45.0,,138.0,8.0,10.0,41.0,,,35.0,4.0,6.0,14.0,4.0,69.0,38.0,8.0,,10.0,13.0,,1.0,18.0,187.0,363.0,367.0,24.0,17.0,28.0,2.0,26.0,27.0,,,,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,1.0,,,,,,10.0,,,0.0,
USA_USL_Championship,2018,Phoenix Rising FC,9waikywgp7x5mx2g32k3yp239,S. Asanté,Midfielder,20,70.0,11.0,3042.0,31.0,4.0,14.0,900.0,47.0,192.0,76.0,587.0,16.0,3.0,44.0,20.0,5.0,15.0,502.0,226.0,39.0,1.0,182.0,963.0,8.0,25.0,56.0,686.0,31.0,74.0,226.0,37.0,132.0,99.0,323.0,21.0,2.0,176.0,35.0,51.0,35.0,1740.0,111.0,36.0,291.0,4.0,317.0,134.0,10.0,192.0,36.0,5.0,51.0,32.0,93.0,6.0,40.0,312.0,7.0,36.0,1.0,132.0,36.0,46.0,6.0,105.0,322.0,692.0,737.0,21.0,26.0,120.0,13.0,43.0,186.0,1.0,34.0,38.0,11.0,3.0,9.0,10.0,3.0,,,,,,,,,,,12.0,,3.0,3.0,8.0,10.0,3.0,3.0,11.0,,,,,,,1.0,,,1.0,3.0,,,,,,59.0,9.0,5.0,4.0,
USA_USL_Championship,2018,Phoenix Rising FC,5mx9ami8md6d5va360ri9wbth,G. Awako,Midfielder,10,9.0,3.0,1833.0,5.0,,1.0,821.0,13.0,174.0,13.0,418.0,6.0,4.0,37.0,5.0,2.0,21.0,251.0,314.0,25.0,,96.0,852.0,18.0,37.0,23.0,676.0,16.0,34.0,133.0,5.0,260.0,25.0,129.0,12.0,,120.0,23.0,19.0,18.0,1163.0,11.0,30.0,173.0,,226.0,48.0,10.0,96.0,13.0,2.0,43.0,5.0,35.0,13.0,20.0,207.0,7.0,18.0,,14.0,30.0,2.0,3.0,90.0,192.0,698.0,719.0,34.0,17.0,111.0,8.0,11.0,83.0,7.0,44.0,21.0,15.0,1.0,5.0,1.0,5.0,,,,,,,,,,,1.0,,,1.0,2.0,1.0,,,3.0,,,,,1.0,,,,1.0,,1.0,,,,,,43.0,1.0,0.0,1.0,
USA_USL_Championship,2018,Phoenix Rising FC,3qw81ws1dvf6ye83m2sd9vje1,T. Blackmon,Defender,0,,,720.0,3.0,21.0,,365.0,,12.0,,99.0,32.0,,45.0,7.0,,7.0,76.0,214.0,5.0,,25.0,383.0,,4.0,2.0,258.0,7.0,,70.0,,107.0,1.0,48.0,1.0,,38.0,8.0,8.0,22.0,474.0,,8.0,18.0,,180.0,2.0,10.0,18.0,,,55.0,,2.0,9.0,1.0,34.0,30.0,7.0,,,8.0,,,9.0,84.0,300.0,313.0,16.0,4.0,16.0,1.0,15.0,9.0,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,1.0,,,,,,3.0,,,0.0,
USA_USL_Championship,2018,Phoenix Rising FC,2jxho5va9q638vkklji2n8cx6,S. Brewer,Forward,5,8.0,,302.0,,,,53.0,2.0,9.0,2.0,23.0,4.0,,4.0,8.0,,5.0,43.0,16.0,,,14.0,55.0,2.0,8.0,1.0,35.0,4.0,3.0,18.0,,12.0,4.0,20.0,,,11.0,3.0,12.0,6.0,100.0,1.0,10.0,13.0,,16.0,11.0,10.0,1.0,1.0,,2.0,2.0,,,2.0,18.0,,4.0,,8.0,10.0,,2.0,12.0,18.0,36.0,37.0,5.0,,17.0,,,1.0,7.0,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,5.0,,,0.0,
USA_USL_Championship,2018,Phoenix Rising FC,ayn0mgkbm904wayuysv6hvhsl,C. Cortez,Forward,9,16.0,15.0,2232.0,,3.0,19.0,529.0,13.0,143.0,6.0,267.0,4.0,1.0,12.0,14.0,4.0,106.0,333.0,98.0,14.0,2.0,207.0,578.0,11.0,44.0,7.0,340.0,22.0,81.0,219.0,,141.0,32.0,219.0,13.0,,46.0,25.0,23.0,16.0,929.0,,33.0,127.0,5.0,178.0,115.0,10.0,194.0,37.0,6.0,19.0,6.0,36.0,139.0,10.0,372.0,37.0,26.0,9.0,16.0,33.0,,,72.0,116.0,310.0,359.0,245.0,10.0,178.0,4.0,2.0,55.0,8.0,32.0,44.0,12.0,1.0,5.0,2.0,15.0,,,,,,,,,,,5.0,,,3.0,1.0,14.0,,,5.0,,,1.0,,,,5.0,,,,2.0,,,,,,31.0,11.0,8.0,6.0,
USA_USL_Championship,2018,Phoenix Rising FC,7f1q3d59u9n16v9xrskfxqsq1,A. Dia,Defender,13,60.0,9.0,3086.0,268.0,27.0,,986.0,14.0,143.0,16.0,350.0,68.0,2.0,131.0,25.0,4.0,38.0,551.0,356.0,42.0,,201.0,1022.0,,42.0,23.0,606.0,29.0,11.0,332.0,,318.0,28.0,306.0,1.0,77.0,144.0,35.0,60.0,87.0,1859.0,,35.0,188.0,,533.0,26.0,10.0,167.0,1.0,,84.0,16.0,37.0,66.0,24.0,292.0,85.0,33.0,,61.0,35.0,,2.0,87.0,28.0,665.0,690.0,104.0,30.0,125.0,12.0,58.0,101.0,,6.0,10.0,18.0,9.0,3.0,3.0,,,,,,,,,,,,,,,,3.0,,,,16.0,,,2.0,,1.0,,,,1.0,1.0,3.0,,,,,,31.0,,,0.0,
USA_USL_Championship,2018,Phoenix Rising FC,769ysp532k2iebbrv7nf991hx,D. Drogba,Forward,11,12.0,6.0,980.0,3.0,,7.0,290.0,22.0,48.0,15.0,155.0,2.0,4.0,19.0,15.0,1.0,25.0,230.0,60.0,7.0,2.0,101.0,320.0,3.0,36.0,6.0,169.0,11.0,44.0,120.0,8.0,77.0,23.0,153.0,11.0,1.0,34.0,11.0,27.0,12.0,593.0,36.0,12.0,111.0,3.0,127.0,42.0,10.0,70.0,19.0,22.0,31.0,4.0,30.0,29.0,14.0,165.0,13.0,12.0,2.0,45.0,12.0,27.0,2.0,70.0,68.0,176.0,200.0,54.0,3.0,95.0,4.0,4.0,41.0,1.0,12.0,25.0,16.0,2.0,2.0,6.0,2.0,,,,,,,,,,,5.0,,,,2.0,4.0,2.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,27.0,3.0,4.0,4.0,
USA_USL_Championship,2018,Phoenix Rising FC,3eggdg6fqqb8b9bqafuhgo1d5,D. Dubose,Defender,32,14.0,,1093.0,113.0,1.0,,282.0,1.0,36.0,2.0,107.0,14.0,2.0,21.0,9.0,4.0,17.0,140.0,94.0,28.0,,64.0,284.0,4.0,16.0,1.0,186.0,17.0,1.0,85.0,,7.0,2.0,60.0,,20.0,41.0,13.0,18.0,39.0,577.0,1.0,15.0,60.0,,130.0,4.0,10.0,61.0,,,13.0,2.0,7.0,27.0,6.0,104.0,36.0,21.0,,14.0,15.0,,,26.0,111.0,197.0,199.0,44.0,20.0,43.0,8.0,19.0,34.0,2.0,1.0,1.0,6.0,5.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,3.0,,,,,,8.0,,,0.0,
USA_USL_Championship,2018,Phoenix Rising FC,dqvxmefhimxvxstvlz5yd7ysp,J. Farrell,Defender,15,3.0,1.0,2225.0,7.0,23.0,4.0,837.0,1.0,53.0,,218.0,48.0,3.0,99.0,10.0,3.0,49.0,208.0,477.0,23.0,,80.0,874.0,,27.0,5.0,574.0,22.0,13.0,179.0,,113.0,6.0,124.0,3.0,7.0,94.0,24.0,20.0,58.0,1157.0,,26.0,82.0,,429.0,22.0,10.0,136.0,7.0,,121.0,,21.0,92.0,3.0,223.0,112.0,25.0,,3.0,26.0,,,38.0,279.0,671.0,695.0,141.0,14.0,87.0,9.0,40.0,44.0,2.0,1.0,6.0,8.0,10.0,,,,,,,,,,,,,,1.0,,,,,4.0,,,13.0,,,,,,,3.0,,,,1.0,,,,,,5.0,2.0,2.0,1.0,
