root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Successful Open Play Passes,Substitute On,Aerial Duels,Forward Passes,Total Clearances,Games Played,Goals Conceded Outside Box,Ground Duels lost,Appearances,Successful Crosses open play,Successful Long Passes,Time Played,GK Successful Distribution,Ground Duels,Total Shots,Successful Passes Own Half,Aerial Duels lost,Index,Key Passes (Attempt Assists),Total Touches In Opposition Box,Blocks,Open Play Passes,Successful Passes Opposition Half,Starts,Ground Duels won,Goals Conceded Inside Box,Shots Off Target (inc woodwork),Touches,Unsuccessful Short Passes,Tackles Won,Substitute Off,Leftside Passes,Backward Passes,Unsuccessful Crosses open play,PutThrough/Blocked Distribution Won,Unsuccessful Passes Own Half,Total Fouls Conceded,Duels,Aerial Duels won,Throw Ins to Own Player,Tackles Lost,Goal Assists,Interceptions,Unsuccessful Passes Opposition Half,Assists (Intentional),Duels lost,Goals Conceded,Unsuccessful Launches,Total Fouls Won,Goal Kicks,Duels won,Foul Attempted Tackle,Total Losses Of Possession,Successful Launches,Unsuccessful Long Passes,Recoveries,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Unsuccessful Crosses & Corners,Rightside Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Crosses & Corners,Total Passes,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Dribbles,Throw Ins to Opposition Player,Total Tackles,Winning Goal,Successful Lay-offs,Blocked Shots,Penalties Taken,Corners Won,Clean Sheets,Penalty Goals Conceded,Through balls,Foul Won Penalty,Handballs conceded,Penalty Goals,Yellow Cards,Right Foot Goals,Goals from Inside Box,Left Foot Goals,Goals,Successful Dribbles,Offsides,Headed Goals,Shots On Target ( inc goals ),Overruns,Home Goals,Away Goals,Unsuccessful Corners into Box,Corners Taken (incl short corners),Successful Corners into Box,Straight Red Cards,Total Red Cards,Unsuccessful lay-offs,Penalties Conceded,Own Goal Scored,Hit Woodwork,Catches,Punches,GK Unsuccessful Distribution,Saves made - parried,Saves Made from Inside Box,Saves Made,Saves Made from Outside Box,Goals from Outside Box,Drops,Saves made - caught,Penalties Faced,Penalties Saved,Saves from Penalty,Red Cards - 2nd Yellow,Crosses not Claimed,Last Player Tackle,Attempts from Set Pieces,Other Goals,Clearances Off the Line,Set Pieces Goals,Penalties Off Target,Last Man Tackle,Goalkeeper Smother,Second Goal Assists
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,58w3qcq1xrkpq5f9miuxp4ys4,B. Adu-Gyamfi,Forward,53,145.0,15.0,3.0,42.0,3.0,20.0,1.0,25.0,20.0,,4.0,597.0,,47.0,11.0,44.0,3.0,10.0,8.0,46.0,1.0,196.0,106.0,5.0,22.0,9.0,4.0,317.0,47.0,6.0,5.0,64.0,53.0,4.0,9.0,12.0,8.0,50.0,,8.0,5.0,,2.0,43.0,,28.0,10.0,2.0,5.0,,22.0,5.0,92.0,1.0,4.0,16.0,150.0,146.0,4.0,42.0,51.0,,201.0,12.0,13.0,4.0,1.0,11.0,0.0,4.0,5.0,,9.0,,,,,,,1.0,1.0,1.0,,1.0,6.0,2.0,,7.0,4.0,1.0,0.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,290iohuheoqdrdocbg25ipgk4,A. Alaouieh,Midfielder,61,7.0,1.0,1.0,4.0,,1.0,1.0,2.0,1.0,,,17.0,,4.0,1.0,,,10.0,,6.0,,8.0,7.0,,2.0,,1.0,17.0,1.0,,,1.0,,1.0,,,1.0,5.0,1.0,,,,,2.0,,2.0,1.0,,3.0,,3.0,1.0,5.0,,,3.0,7.0,7.0,1.0,3.0,1.0,,8.0,1.0,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,1cc8cz8wtm8f05109tjb02xka,D. Almeida,Defender,34,172.0,3.0,2.0,86.0,15.0,5.0,2.0,7.0,5.0,,12.0,281.0,,15.0,2.0,102.0,2.0,10.0,1.0,1.0,,194.0,74.0,2.0,8.0,2.0,2.0,240.0,12.0,2.0,,70.0,18.0,1.0,1.0,8.0,3.0,17.0,,1.0,,1.0,3.0,15.0,1.0,9.0,4.0,2.0,2.0,,8.0,3.0,29.0,2.0,10.0,17.0,176.0,164.0,1.0,24.0,22.0,,198.0,3.0,1.0,2.0,,2.0,0.0,1.0,2.0,,2.0,1.0,1.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,7e6yfbpspg1vzcaa7rw5dameh,M. Amundsen,Midfielder,18,35.0,,3.0,11.0,,1.0,,6.0,1.0,1.0,1.0,71.0,,10.0,,12.0,3.0,10.0,,1.0,,40.0,24.0,1.0,4.0,2.0,,58.0,5.0,,1.0,,13.0,,1.0,,2.0,13.0,,8.0,1.0,,,5.0,,9.0,2.0,,,,4.0,2.0,9.0,,,9.0,35.0,34.0,,16.0,5.0,1.0,40.0,3.0,4.0,2.0,,1.0,0.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,48x7ll37uv2jck8ibaenqk3ro,M. Arfsten,Forward,27,33.0,,,7.0,,1.0,,10.0,1.0,3.0,1.0,79.0,,14.0,1.0,8.0,,10.0,1.0,17.0,,40.0,29.0,1.0,4.0,,1.0,64.0,7.0,,1.0,6.0,18.0,,1.0,2.0,2.0,14.0,,,1.0,,,5.0,,10.0,,,2.0,,4.0,1.0,20.0,,,2.0,34.0,33.0,,10.0,7.0,3.0,41.0,6.0,2.0,2.0,,1.0,0.0,1.0,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,4nvz6yrxluelbpsjavcjtgnx0,T. Brown,Midfielder,59,40.0,1.0,2.0,5.0,2.0,2.0,,4.0,2.0,,,116.0,,7.0,,11.0,2.0,10.0,,2.0,,43.0,30.0,1.0,3.0,,,66.0,3.0,1.0,1.0,1.0,13.0,1.0,5.0,,3.0,9.0,,5.0,,,1.0,4.0,,6.0,,,1.0,,3.0,2.0,8.0,,,5.0,41.0,41.0,1.0,25.0,3.0,,44.0,,5.0,,1.0,1.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,5lwarg9t4o7hxcq5exe8gwydw,M. Bunbury,Forward,29,169.0,8.0,19.0,30.0,7.0,22.0,4.0,62.0,22.0,,2.0,1102.0,,110.0,20.0,55.0,8.0,10.0,7.0,79.0,,201.0,129.0,14.0,48.0,11.0,7.0,399.0,30.0,7.0,14.0,68.0,90.0,,8.0,4.0,19.0,129.0,11.0,,1.0,3.0,1.0,30.0,3.0,70.0,15.0,,19.0,,59.0,10.0,101.0,,3.0,23.0,184.0,182.0,1.0,29.0,33.0,,217.0,35.0,15.0,14.0,,8.0,1.0,10.0,9.0,,11.0,,2.0,1.0,,1.0,,1.0,1.0,4.0,2.0,4.0,21.0,9.0,1.0,13.0,1.0,3.0,1.0,1.0,1.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,8warl67c0id3dorr48mn7h82c,G. De Libera,Midfielder,51,946.0,4.0,7.0,339.0,7.0,28.0,7.0,75.0,28.0,1.0,19.0,1946.0,,135.0,10.0,482.0,4.0,10.0,10.0,30.0,2.0,1066.0,484.0,24.0,60.0,27.0,3.0,1291.0,112.0,25.0,9.0,271.0,156.0,3.0,11.0,48.0,21.0,142.0,3.0,,21.0,2.0,21.0,77.0,2.0,79.0,34.0,1.0,8.0,,63.0,16.0,184.0,,9.0,110.0,965.0,946.0,4.0,320.0,121.0,1.0,1086.0,29.0,32.0,7.0,1.0,46.0,2.0,12.0,3.0,,3.0,7.0,3.0,,,1.0,,2.0,2.0,2.0,,2.0,6.0,,,7.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,efr6uboj041gcgi2qxm0pa5be,L. Díaz,Midfielder,98,24.0,,3.0,7.0,,2.0,2.0,6.0,2.0,,1.0,90.0,,13.0,1.0,12.0,,10.0,1.0,4.0,,35.0,13.0,2.0,7.0,2.0,,68.0,7.0,,2.0,19.0,8.0,1.0,,4.0,2.0,16.0,3.0,12.0,1.0,,,8.0,,6.0,4.0,,5.0,,10.0,1.0,20.0,,4.0,5.0,25.0,24.0,1.0,2.0,11.0,,36.0,4.0,,3.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,USA_MLS_Next_Pro,2023,Columbus Crew 2,Columbus_Crew_2,b6t0f1g03ixymivs4fbaiewic,J. Erlandson,Defender,5,991.0,3.0,70.0,468.0,66.0,21.0,11.0,41.0,21.0,,91.0,1599.0,,91.0,14.0,742.0,24.0,10.0,3.0,25.0,20.0,1161.0,301.0,18.0,50.0,21.0,11.0,1454.0,106.0,13.0,4.0,261.0,45.0,2.0,8.0,78.0,22.0,161.0,46.0,1.0,7.0,,31.0,94.0,,65.0,32.0,21.0,25.0,,96.0,11.0,198.0,4.0,64.0,135.0,1043.0,952.0,2.0,439.0,170.0,,1213.0,7.0,15.0,3.0,,20.0,0.0,,3.0,,3.0,5.0,3.0,2.0,,1.0,,4.0,,,,,5.0,,,3.0,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
