liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Passes Own Half,Successful Short Passes,Unsuccessful Crosses open play,Goal Assists,Shots Off Target (inc woodwork),Duels,Goals from Inside Box,Left Foot Goals,Ground Duels,Second Goal Assists,Successful Long Passes,Goals Conceded,Total Unsuccessful Passes ( Excl Crosses & Corners ),Hit Woodwork,Starts,Ground Duels won,Total Fouls Won,Clean Sheets,Aerial Duels,Goals Conceded Inside Box,Total Shots,Aerial Duels lost,Through balls,Yellow Cards,Unsuccessful Short Passes,Total Clearances,PutThrough/Blocked Distribution Won,Substitute Off,Aerial Duels won,Unsuccessful lay-offs,Total Passes,Penalty Goals Conceded,Goals from Outside Box,Total Touches In Opposition Box,Set Pieces Goals,Assists (Intentional),Foul Attempted Tackle,Interceptions,Successful Launches,PutThrough/Blocked Distribution,Foul Won Penalty,Tackles Won,Penalty Goals,Touches,Goals Conceded Outside Box,Time Played,Recoveries,Successful Corners into Box,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Lay-offs,Successful Open Play Passes,Penalties Taken,Duels won,Leftside Passes,Unsuccessful Passes Opposition Half,Goals,Successful Passes Opposition Half,Successful Passes Own Half,Total Tackles,Unsuccessful Corners into Box,Unsuccessful Long Passes,Backward Passes,Index,Blocked Shots,Times Tackled,Penalties Off Target,Total Losses Of Possession,Successful Crosses & Corners,Unsuccessful Crosses & Corners,Ground Duels lost,Duels lost,Total Fouls Conceded,Successful Dribbles,Shots On Target ( inc goals ),Unsuccessful Launches,Games Played,Successful Crosses open play,Blocks,Offsides,Throw Ins to Own Player,Attempts from Set Pieces,Open Play Passes,Key Passes (Attempt Assists),Tackles Lost,Appearances,Corners Won,Rightside Passes,Corners Taken (incl short corners),Unsuccessful Dribbles,Forward Passes,Home Goals,Away Goals,Winning Goal,Substitute On,Throw Ins to Opposition Player,Clearances Off the Line,Right Foot Goals,Penalties Conceded,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Handballs conceded,Straight Red Cards,Total Red Cards,Other Goals,Red Cards - 2nd Yellow,Crosses not Claimed,Last Man Tackle,Goalkeeper Smother,Saves made - caught,Penalties Saved,Penalties Faced,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves from Penalty,Punches,Headed Goals,Own Goal Scored
USA_MLS,2018,New York Red Bulls,7dbzcwyph2xoljyhaogjo7mcp,T. Adams,Midfielder,4,96.0,1129.0,7.0,4.0,9.0,358.0,,,248.0,4.0,62.0,25.0,367.0,,30.0,127.0,53.0,14.0,110.0,20.0,10.0,46.0,3.0,3.0,295.0,28.0,51.0,2.0,64.0,2.0,1558.0,2.0,,26.0,,4.0,31.0,69.0,7.0,83.0,,43.0,,2064.0,5.0,2688.0,223.0,,1191.0,18.0,1154.0,,191.0,359.0,279.0,,764.0,431.0,63.0,1.0,72.0,190.0,93.0,6.0,,,487.0,4.0,8.0,121.0,167.0,51.0,13.0,1.0,24.0,31.0,4.0,10.0,,18.0,,1518.0,16.0,20.0,31.0,5.0,341.0,2.0,16.0,668.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,4s8091m9pv4o2yp6npyovkag9,A. Abang,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,3b0qlsm91qrzskc5n9hgiqpcl,V. Bezecourt,Midfielder,88,14.0,77.0,5.0,1.0,1.0,73.0,,,64.0,1.0,6.0,7.0,48.0,1.0,5.0,34.0,10.0,1.0,9.0,7.0,3.0,6.0,2.0,1.0,35.0,4.0,7.0,2.0,3.0,,131.0,1.0,,5.0,,1.0,5.0,10.0,3.0,13.0,,13.0,,255.0,,395.0,28.0,4.0,83.0,5.0,80.0,,37.0,21.0,49.0,,56.0,32.0,21.0,9.0,13.0,14.0,23.0,4.0,,,94.0,5.0,15.0,30.0,36.0,6.0,4.0,2.0,8.0,9.0,,2.0,,4.0,1.0,126.0,4.0,8.0,9.0,5.0,28.0,13.0,4.0,68.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,batcfhsceppouuwba2wes6h9l,S. Bonomo,Forward,25,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,1.0,100.0,,,,,,,,1.0,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,6p163a141a95x53qat9wers2d,A. Collin,Defender,78,20.0,63.0,,,1.0,56.0,,,28.0,,10.0,8.0,43.0,,5.0,17.0,1.0,,28.0,8.0,1.0,10.0,,2.0,29.0,26.0,2.0,4.0,18.0,,116.0,,,5.0,,,6.0,9.0,2.0,2.0,,12.0,,186.0,,353.0,18.0,,73.0,,71.0,,35.0,21.0,23.0,,34.0,39.0,16.0,,14.0,5.0,18.0,1.0,,,48.0,,,11.0,21.0,11.0,,,10.0,7.0,,3.0,,4.0,,113.0,2.0,4.0,7.0,1.0,12.0,,1.0,78.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,6vjoq2kgaq2igxoh8cvq0ieax,C. Cásseres,Forward,23,6.0,28.0,1.0,,1.0,14.0,,,12.0,,3.0,1.0,21.0,,1.0,4.0,1.0,,2.0,1.0,1.0,1.0,,1.0,16.0,4.0,1.0,1.0,1.0,,52.0,,,,,,1.0,2.0,,3.0,,2.0,,73.0,,97.0,6.0,,31.0,1.0,31.0,,5.0,13.0,16.0,,22.0,9.0,3.0,,5.0,6.0,18.0,,,,27.0,,1.0,8.0,9.0,3.0,,,3.0,3.0,,,,,,52.0,,1.0,3.0,,11.0,,,22.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,4wy7kbv694s6xrm3tfsyl4hyh,S. Davis,Midfielder,27,75.0,1285.0,17.0,4.0,1.0,293.0,,,208.0,4.0,47.0,28.0,360.0,,34.0,117.0,31.0,15.0,85.0,25.0,4.0,28.0,2.0,2.0,260.0,49.0,40.0,10.0,57.0,1.0,1692.0,1.0,,14.0,,3.0,20.0,65.0,8.0,62.0,,54.0,,2210.0,3.0,2901.0,246.0,29.0,1332.0,10.0,1272.0,,174.0,352.0,366.0,,926.0,443.0,81.0,54.0,100.0,154.0,48.0,5.0,,,506.0,37.0,81.0,91.0,119.0,30.0,7.0,3.0,40.0,36.0,3.0,4.0,,5.0,1.0,1617.0,41.0,27.0,36.0,9.0,390.0,101.0,6.0,796.0,,,,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0
USA_MLS,2018,New York Red Bulls,1o6ncw2f6h5uodlhavzsswvrp,K. Duncan,Defender,6,12.0,96.0,4.0,1.0,1.0,64.0,,,47.0,,2.0,4.0,46.0,,4.0,24.0,3.0,2.0,17.0,4.0,1.0,10.0,,,35.0,8.0,3.0,,7.0,,144.0,1.0,,6.0,,,2.0,11.0,,13.0,,8.0,,292.0,,353.0,29.0,,98.0,1.0,98.0,,31.0,36.0,38.0,,63.0,37.0,14.0,,11.0,22.0,61.0,,,,95.0,2.0,4.0,23.0,33.0,4.0,7.0,,6.0,4.0,2.0,1.0,,43.0,,143.0,3.0,6.0,4.0,1.0,8.0,,4.0,78.0,,,,,10.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,abh60zcb8agg0l5ifzzvlyymt,F. Escobar,Defender,29,13.0,107.0,1.0,,1.0,44.0,,,15.0,,8.0,4.0,53.0,,4.0,9.0,2.0,2.0,29.0,4.0,2.0,11.0,,,26.0,22.0,,1.0,18.0,,168.0,1.0,,2.0,,,1.0,10.0,3.0,3.0,,7.0,,225.0,,374.0,23.0,,115.0,,107.0,,27.0,19.0,41.0,,39.0,76.0,7.0,,27.0,3.0,45.0,1.0,,,60.0,,1.0,6.0,17.0,2.0,1.0,1.0,13.0,6.0,,1.0,,,,158.0,,,6.0,2.0,38.0,,,108.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2018,New York Red Bulls,2uis9d0h87arn5ew3bg1si40l,D. Etienne,Midfielder,7,10.0,204.0,27.0,,13.0,162.0,5.0,2.0,127.0,1.0,12.0,13.0,100.0,1.0,9.0,57.0,25.0,,35.0,12.0,30.0,28.0,,1.0,86.0,5.0,13.0,9.0,7.0,3.0,316.0,,,80.0,,,6.0,6.0,4.0,30.0,,8.0,,620.0,1.0,1049.0,57.0,,216.0,11.0,207.0,1.0,64.0,54.0,117.0,5.0,185.0,35.0,13.0,,14.0,74.0,35.0,5.0,,,246.0,4.0,27.0,70.0,98.0,14.0,19.0,17.0,4.0,34.0,4.0,,17.0,18.0,,305.0,16.0,5.0,34.0,17.0,84.0,,25.0,104.0,,,,25.0,5.0,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
