liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,Charleston Battery,3s1a50dskuehneuuy9b1nxg4,J. Akpunonu,Defender,22,6.0,259.0,17.0,685.0,12.0,17.0,45.0,4.0,14.0,380.0,21.0,53.0,4.0,107.0,28.0,31.0,48.0,5.0,925.0,234.0,502.0,32.0,52.0,2.0,32.0,486.0,14.0,14.0,16.0,138.0,10.0,136.0,37.0,42.0,330.0,73.0,80.0,395.0,0.0,8.0,,1.0,,12.0,170.0,1.0,70.0,4.0,46.0,1.0,1.0,1.0,11.0,10.0,2.0,35.0,11.0,13.0,65.0,6.0,,,4.0,,3.0,10.0,2.0,2.0,2.0,,,4.0,,3.0,,2.0,,3.0,,1.0,34.0,4.0,11.0,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,12.0,,,,,,,,,,1.0,,,,,,,
USA_USL_Championship,2024,Charleston Battery,14oq6mvlh5e51d9y20nbpok4p,C. Allan,Midfielder,4,31.0,598.0,77.0,1844.0,53.0,56.0,244.0,17.0,35.0,1237.0,12.0,399.0,2.0,191.0,99.0,91.0,168.0,34.0,2765.0,475.0,1461.0,20.0,103.0,17.0,34.0,1428.0,35.0,28.0,33.0,262.0,10.0,679.0,106.0,107.0,1164.0,164.0,202.0,1270.0,0.0,20.0,7.0,12.0,12.0,35.0,343.0,4.0,85.0,6.0,39.0,21.0,5.0,21.0,20.0,33.0,14.0,48.0,22.0,39.0,106.0,20.0,,,19.0,1.0,12.0,14.0,4.0,13.0,4.0,,,15.0,,,,5.0,2.0,8.0,,,26.0,21.0,8.0,7.0,,,,,2.0,,,2.0,,7.0,3.0,,2.0,,,,,,,,,2.0,1.0,,,,,,,,1.0,,1.0,,,,,,
USA_USL_Championship,2024,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,9.0,998.0,35.0,1787.0,15.0,21.0,79.0,8.0,31.0,1280.0,60.0,352.0,4.0,177.0,69.0,48.0,83.0,28.0,2449.0,563.0,1519.0,104.0,108.0,9.0,94.0,1453.0,31.0,22.0,29.0,194.0,10.0,344.0,74.0,120.0,1232.0,110.0,177.0,1342.0,0.0,4.0,,6.0,1.0,24.0,525.0,,103.0,1.0,56.0,1.0,,1.0,25.0,27.0,1.0,68.0,34.0,13.0,110.0,36.0,,,13.0,,10.0,19.0,4.0,2.0,3.0,,,2.0,,,,7.0,,8.0,,,2.0,11.0,16.0,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Charleston Battery,ayafz39numgvk458eh88aiu0a,S. Biek,Midfielder,0,4.0,406.0,44.0,829.0,9.0,15.0,76.0,5.0,21.0,518.0,30.0,137.0,8.0,139.0,75.0,25.0,69.0,24.0,1274.0,229.0,689.0,46.0,55.0,14.0,61.0,652.0,21.0,32.0,36.0,156.0,10.0,144.0,71.0,33.0,516.0,104.0,130.0,550.0,0.0,5.0,,5.0,7.0,13.0,247.0,,68.0,1.0,31.0,3.0,,3.0,7.0,13.0,,38.0,31.0,10.0,34.0,15.0,,,6.0,,4.0,9.0,4.0,1.0,4.0,14.0,,3.0,13.0,,,4.0,,,,,,7.0,15.0,2.0,,,,,,,,2.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,
USA_USL_Championship,2024,Charleston Battery,6692w96w6qmvgcpo02dehq4iy,L. Blackstock,Defender,7,30.0,297.0,83.0,1552.0,55.0,48.0,187.0,15.0,34.0,622.0,30.0,85.0,9.0,231.0,116.0,82.0,165.0,33.0,2225.0,291.0,869.0,40.0,112.0,17.0,63.0,849.0,34.0,19.0,20.0,428.0,10.0,359.0,130.0,107.0,573.0,233.0,228.0,638.0,0.0,38.0,18.0,18.0,1.0,31.0,306.0,3.0,101.0,21.0,51.0,60.0,4.0,62.0,23.0,25.0,18.0,60.0,33.0,33.0,65.0,55.0,,1.0,18.0,,9.0,4.0,1.0,6.0,3.0,,1.0,13.0,,,,1.0,1.0,3.0,,9.0,208.0,27.0,7.0,9.0,1.0,0.0,,,7.0,,1.0,1.0,,17.0,1.0,,2.0,,,,,,1.0,,1.0,46.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Charleston Battery,6rnuvzwbmj7qv80xlwkjvqnkl,J. Chapman,Midfielder,14,34.0,533.0,123.0,1928.0,64.0,56.0,240.0,21.0,32.0,1088.0,46.0,352.0,5.0,276.0,168.0,101.0,224.0,54.0,2350.0,478.0,1441.0,35.0,147.0,33.0,91.0,1356.0,32.0,29.0,33.0,430.0,10.0,653.0,214.0,125.0,1064.0,268.0,315.0,1165.0,0.0,46.0,21.0,10.0,23.0,40.0,371.0,,62.0,15.0,13.0,26.0,1.0,53.0,33.0,27.0,9.0,61.0,45.0,35.0,101.0,35.0,,,13.0,,9.0,5.0,6.0,3.0,7.0,,1.0,13.0,,,1.0,4.0,,5.0,1.0,1.0,13.0,34.0,6.0,4.0,0.0,1.0,,,1.0,,,6.0,,8.0,3.0,,,,,,,,31.0,19.0,10.0,1.0,,2.0,,,,,,,,,,,1.0,,,,
USA_USL_Championship,2024,Charleston Battery,agv7uxj4q6h1emllmpqak1a8k,B. Cobb,Midfielder,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Charleston Battery,5t1wvh34lm993otbc3469uzxm,J. Conway,Forward,36,4.0,26.0,48.0,303.0,10.0,2.0,43.0,2.0,30.0,99.0,22.0,45.0,23.0,49.0,78.0,24.0,72.0,23.0,805.0,36.0,151.0,5.0,46.0,13.0,52.0,148.0,30.0,10.0,15.0,109.0,10.0,76.0,45.0,15.0,98.0,46.0,124.0,102.0,0.0,22.0,,7.0,11.0,1.0,27.0,,4.0,9.0,,4.0,,4.0,20.0,7.0,6.0,7.0,30.0,,4.0,39.0,,4.0,23.0,,12.0,,1.0,5.0,2.0,,4.0,2.0,,,,5.0,2.0,,3.0,9.0,1.0,7.0,1.0,11.0,4.0,0.0,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Charleston Battery,ngbrldd6l0tg4wpy3lki9eqd,R. Crawford,Midfielder,19,10.0,158.0,36.0,610.0,24.0,29.0,86.0,10.0,32.0,324.0,9.0,49.0,29.0,91.0,52.0,37.0,73.0,18.0,616.0,178.0,427.0,10.0,46.0,11.0,25.0,414.0,32.0,8.0,12.0,143.0,10.0,186.0,37.0,34.0,313.0,93.0,98.0,336.0,0.0,7.0,8.0,,,6.0,114.0,2.0,54.0,3.0,30.0,24.0,2.0,24.0,5.0,3.0,5.0,22.0,16.0,19.0,23.0,9.0,,1.0,4.0,,1.0,7.0,1.0,1.0,4.0,,1.0,3.0,,,,4.0,,,1.0,1.0,40.0,9.0,2.0,3.0,1.0,0.0,,,,,,,,8.0,,,2.0,,,,,,2.0,,,5.0,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,Charleston Battery,7ear1aggm7qut5b972fkz3j10,M. Dean,Midfielder,33,,1.0,1.0,6.0,,2.0,,1.0,2.0,1.0,,,2.0,,2.0,2.0,3.0,,9.0,,1.0,,2.0,,1.0,1.0,2.0,,,2.0,10.0,,,1.0,1.0,,4.0,1.0,0.0,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
