liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Goals,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Substitute Off
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,cosvauf243uevnuynhbzlh5as,H. Benítez,Midfielder,56.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,c7c2klmcg3j09uwe9qwx1x6mt,W. Canales,Defender,12.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,6vzafa6dmuf0y6q4ixed2z7dg,R. Funes,Goalkeeper,55.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,w0yrcf7zojb1b9p0gvuz0qg9,M. González,Goalkeeper,25.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,30rvncbmlvrybeudgu5af8bca,Y. Guardado,Goalkeeper,1.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,8ftqg7um4g6chgn0r7glz26tw,Emerson Hernández,Midfielder,35.0,2,0,0,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,ad9erve9rczohygkn3faneimt,M. Jacobo,Defender,5.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,4u7owvedhebbfbvupysq9lj2t,J. Jiménez,Defender,15.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,9k6pgi7u3rj2dqzt8n2nbu0gl,A. Larín,Defender,13.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,534sqmpjf39qlhzxczse4p5n9,I. Mancía,Defender,4.0,1,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,4ecu8mvywardkmh8b0fe210wl,C. Mancilla,Defender,3.0,1,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,a9e4z81n5wslxg3hpznl4g19m,E. Mauricio,Attacker,30.0,1,0,0,0,0,0,1,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,evt2m9gv72yhjale1s91869d5,K. Menjívar,Defender,19.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,crrwoech70uhzdts1gv5d1rhm,M. Mercado,Attacker,23.0,2,0,0,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,eisjnsvi70sbb7jzta6u8awut,M. Monterroza,Midfielder,21.0,1,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,7dsctrmdd81xlyfchk48jtuga,A. Renderos,Defender,17.0,2,0,1,2,1,1,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,edapnigpw3dsyxgtattmdkgd1,M. Murillo,Attacker,9.0,2,0,0,0,0,0,2,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,2wktd6o1xfnsuy8nnxihj2cwl,N. Orellana,Midfielder,6.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,4nirsvykr9bd40byuyq3glvxl,J. Palacios,Midfielder,7.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,2ved5q40f3ht7e4xdui1flcd1,J. Portillo,Midfielder,11.0,0,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,13c4094f5f4456j5o1kqxgtzp,I. Portillo,Midfielder,27.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,4xna9zba602i7b86woj17ocx6,E. Rivas,Midfielder,26.0,1,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,353t31jjbr7het9rpxxrrvbv9,Ó. Rodriguez,Midfielder,8.0,2,0,0,0,0,0,0,2
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,116ze3r6o220nyfwe0xxwrhed,H. Romero,Defender,16.0,2,0,0,0,0,0,0,0
Concacaf_Concacaf_Champions_Cup,2023,Alianza FC,1nfr8ckkngangvxa7qxsc87o5,R. Zelaya,Attacker,22.0,2,0,0,0,0,0,0,2
