liga,temporada,equipo,id,nombre,posicion,dorsal,Games Played,Tackles Won,Unsuccessful Launches,Successful Long Passes,Recoveries,Aerial Duels lost,Successful Open Play Passes,Successful Passes Own Half,Total Passes,Total Clearances,Total Losses Of Possession,Unsuccessful Passes Own Half,Backward Passes,Duels lost,Goals Conceded Inside Box,Aerial Duels won,Duels won,Key Passes (Attempt Assists),Throw Ins to Own Player,Successful Launches,Touches,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Goals Conceded,Substitute Off,Successful Passes Opposition Half,Throw Ins to Opposition Player,Unsuccessful Short Passes,Goals Conceded Outside Box,Forward Passes,Unsuccessful Crosses open play,Leftside Passes,Foul Attempted Tackle,Index,Starts,Total Fouls Conceded,Ground Duels won,Unsuccessful Passes Opposition Half,Aerial Duels,Appearances,Unsuccessful Long Passes,Open Play Passes,Interceptions,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Ground Duels lost,Successful Short Passes,Rightside Passes,Time Played,Tackles Lost,Total Tackles,Ground Duels,Winning Goal,Times Tackled,Blocks,Substitute On,Unsuccessful lay-offs,Shots Off Target (inc woodwork),Clean Sheets,PutThrough/Blocked Distribution,Blocked Shots,Overruns,Successful Dribbles,Through balls,Total Touches In Opposition Box,Penalty Goals Conceded,PutThrough/Blocked Distribution Won,Handballs conceded,Unsuccessful Dribbles,Corners Taken (incl short corners),Successful Crosses & Corners,Yellow Cards,Total Shots,Corners Won,Total Fouls Won,Successful Lay-offs,Shots On Target ( inc goals ),Successful Crosses open play,Offsides,Unsuccessful Corners into Box,Penalties Conceded,Goals,Goals from Outside Box,Left Foot Goals,Home Goals,Away Goals,Penalties Taken,Goals from Inside Box,Headed Goals,Attempts from Set Pieces,Straight Red Cards,Total Red Cards,Assists (Intentional),Goal Assists,Right Foot Goals,Successful Corners into Box,Set Pieces Goals,Second Goal Assists,Hit Woodwork,Penalty Goals,Clearances Off the Line,Red Cards - 2nd Yellow,Foul Won Penalty,Saves from Penalty,GK Unsuccessful Distribution,Punches,Saves Made from Inside Box,Penalties Saved,Saves Made from Outside Box,Penalties Faced,Saves made - parried,Own Goal Scored,Goal Kicks,Saves Made,Saves made - caught,GK Successful Distribution,Last Player Tackle,Goalkeeper Smother,Catches,Penalties Off Target,Crosses not Claimed,Drops,Other Goals
Mexico_Liga_MX,2019-2020,Club Tigres UANL,8f8h57y9u27itkkdehbdss4b9,J. Aquino,Midfielder,20,15.0,13.0,2.0,14.0,46.0,15.0,411.0,157.0,470.0,6.0,148.0,16.0,149.0,62.0,12.0,4.0,59.0,10.0,21.0,2.0,708.0,58.0,121.0,13.0,4.0,260.0,,53.0,1.0,67.0,26.0,48.0,8.0,10.0,11.0,11.0,55.0,70.0,19.0,15.0,5.0,469.0,6.0,28.0,412.0,47.0,398.0,206.0,1106.0,6.0,19.0,102.0,2.0,29.0,1.0,4.0,,11.0,1.0,25.0,8.0,4.0,17.0,,28.0,3.0,10.0,2.0,17.0,3.0,5.0,,18.0,8.0,19.0,3.0,7.0,4.0,1.0,2.0,,4.0,,2.0,3.0,1.0,,4.0,1.0,,,,,1.0,1.0,1.0,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,6stnu5c38qqzze7xbyrfwb74l,H. Ayala,Defender,4,20.0,34.0,38.0,91.0,75.0,33.0,872.0,638.0,1045.0,44.0,150.0,43.0,68.0,64.0,14.0,35.0,101.0,3.0,2.0,14.0,1257.0,135.0,165.0,15.0,2.0,272.0,,53.0,1.0,417.0,2.0,379.0,7.0,10.0,20.0,14.0,66.0,94.0,68.0,20.0,82.0,1005.0,34.0,2.0,910.0,31.0,819.0,181.0,1694.0,12.0,46.0,97.0,0.0,1.0,12.0,,,5.0,6.0,10.0,1.0,,,,11.0,2.0,2.0,1.0,,,,,5.0,1.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,3gxwh529yietclalkd1zf8zu2,U. Cardona,Midfielder,16,4.0,12.0,4.0,6.0,21.0,4.0,90.0,35.0,127.0,2.0,64.0,7.0,12.0,20.0,6.0,,22.0,1.0,25.0,1.0,221.0,33.0,42.0,7.0,,60.0,4.0,25.0,1.0,59.0,10.0,2.0,1.0,10.0,3.0,4.0,22.0,37.0,4.0,4.0,8.0,123.0,2.0,11.0,94.0,16.0,88.0,54.0,296.0,2.0,14.0,38.0,0.0,9.0,1.0,1.0,,,,9.0,,1.0,6.0,,2.0,,1.0,2.0,2.0,,1.0,,,3.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,evk0esdocrzt5zxqmv4ostdcl,J. Damm,Midfielder,25,13.0,5.0,1.0,4.0,14.0,3.0,121.0,45.0,145.0,3.0,78.0,2.0,55.0,35.0,2.0,6.0,22.0,6.0,5.0,,248.0,23.0,57.0,2.0,3.0,84.0,1.0,20.0,,15.0,24.0,38.0,5.0,10.0,2.0,9.0,16.0,45.0,9.0,13.0,3.0,144.0,1.0,24.0,122.0,32.0,118.0,37.0,321.0,,5.0,48.0,0.0,19.0,,11.0,,,,12.0,1.0,1.0,7.0,,18.0,,3.0,,10.0,1.0,7.0,,,7.0,4.0,3.0,,7.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,ebd087qhfyhs6i8k2442xgb11,J. Dueñas,Midfielder,29,17.0,15.0,16.0,53.0,61.0,16.0,609.0,260.0,715.0,16.0,144.0,26.0,138.0,55.0,10.0,14.0,68.0,13.0,51.0,5.0,956.0,89.0,123.0,11.0,2.0,377.0,6.0,58.0,1.0,212.0,12.0,197.0,6.0,10.0,14.0,13.0,54.0,80.0,30.0,17.0,31.0,697.0,9.0,17.0,626.0,39.0,573.0,168.0,1259.0,14.0,29.0,93.0,0.0,17.0,2.0,3.0,,3.0,4.0,25.0,2.0,1.0,8.0,,10.0,2.0,6.0,2.0,9.0,12.0,11.0,1.0,6.0,9.0,17.0,,3.0,5.0,,5.0,,1.0,,,0.0,1.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,c3xpf74j8iadroh9n89pphejt,J. Díaz,Defender,27,6.0,12.0,5.0,16.0,22.0,3.0,166.0,87.0,199.0,6.0,49.0,10.0,35.0,24.0,5.0,2.0,23.0,1.0,29.0,1.0,296.0,30.0,47.0,5.0,4.0,82.0,6.0,14.0,,71.0,5.0,21.0,7.0,10.0,6.0,13.0,21.0,25.0,5.0,6.0,16.0,195.0,7.0,5.0,169.0,21.0,153.0,72.0,441.0,3.0,15.0,42.0,0.0,5.0,,,,,,6.0,,1.0,4.0,,1.0,1.0,2.0,1.0,,,,2.0,1.0,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,cpwrke87vea6lm457ub6w8251,E. Fernández,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,c6mn8nsx1djyybi6vs3wvd6qy,R. Fulgencio,Midfielder,22,2.0,1.0,1.0,,2.0,2.0,3.0,1.0,5.0,,5.0,1.0,1.0,3.0,1.0,,1.0,,,,11.0,2.0,4.0,2.0,,2.0,,1.0,1.0,2.0,,2.0,,10.0,,,1.0,1.0,2.0,2.0,1.0,5.0,,,3.0,1.0,3.0,,23.0,,1.0,2.0,0.0,1.0,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,byomhp480s96q54frzoa818q2,J. García,Midfielder,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2019-2020,Club Tigres UANL,745jx9uzim73pkz4qavdzt7je,J. Garza,Midfielder,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
