liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,5jo2bkbs00nbvcoik2i3nvuuh,E. Armstrong,Midfielder,2,6.0,3.0,15.0,6.0,4.0,10.0,3.0,7.0,,81.0,1.0,2.0,68.0,12.0,32.0,2.0,191.0,3.0,38.0,9.0,14.0,1.0,1.0,17.0,19.0,9.0,41.0,31.0,3.0,4.0,140.0,87.0,12.0,381.0,139.0,,34.0,128.0,2.0,,1.0,4.0,9.0,12.0,4.0,336.0,14.0,9.0,19.0,3.0,21.0,,82.0,15.0,13.0,75.0,1.0,190.0,3.0,,10.0,37.0,6.0,2.0,,74.0,9.0,3.0,9.0,11.0,51.0,63.0,8.0,,0.0,0.0,0.0,1.0,,,,1.0,,36.0,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,d7gp5ceituur4mkhj4m39di7e,C. Bartlett-Scott,Defender,3,,,,,,,,,,3.0,,,2.0,,,,7.0,,,1.0,1.0,,,,3.0,,2.0,1.0,,,4.0,4.0,,7.0,4.0,,3.0,4.0,1.0,,,,,,,10.0,1.0,,1.0,1.0,,,1.0,1.0,,1.0,,7.0,,,10.0,1.0,,,,2.0,,,,1.0,3.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,3gxnp4askgccfos75y21jveju,W. Borso,Forward,19,,1.0,,3.0,,2.0,,,,3.0,,,6.0,6.0,1.0,,18.0,,4.0,4.0,4.0,,,,4.0,2.0,5.0,4.0,1.0,,14.0,8.0,,64.0,14.0,,4.0,14.0,2.0,,1.0,,,,,30.0,4.0,8.0,1.0,2.0,3.0,,3.0,1.0,2.0,11.0,1.0,18.0,2.0,,10.0,7.0,3.0,,,8.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,,0.0,0.0,0.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,9lqozbr0ghw2fhep938p8snah,R. Cicerone,Forward,10,30.0,16.0,9.0,73.0,13.0,45.0,,6.0,1.0,175.0,2.0,3.0,188.0,111.0,120.0,6.0,776.0,26.0,193.0,155.0,32.0,32.0,9.0,17.0,214.0,26.0,193.0,99.0,28.0,21.0,581.0,382.0,72.0,2458.0,553.0,16.0,178.0,555.0,19.0,6.0,8.0,14.0,4.0,26.0,27.0,1225.0,32.0,186.0,28.0,51.0,114.0,1.0,201.0,33.0,32.0,330.0,21.0,748.0,19.0,2.0,10.0,137.0,38.0,2.0,16.0,399.0,18.0,37.0,23.0,4.0,195.0,219.0,29.0,4.0,8.0,8.0,6.0,6.0,5.0,2.0,,,23.0,2.0,,3.0,8.0,,,,1.0,,12.0,5.0,,5.0,,4.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,9.0,20.0,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,449e2muutlpvx9lhv1t2tcsmh,A. Dikwa,Forward,9,7.0,6.0,6.0,54.0,6.0,15.0,1.0,8.0,,56.0,,4.0,63.0,95.0,42.0,4.0,281.0,8.0,96.0,55.0,15.0,13.0,6.0,10.0,86.0,6.0,73.0,39.0,11.0,6.0,200.0,155.0,22.0,968.0,181.0,2.0,71.0,187.0,10.0,3.0,11.0,2.0,3.0,13.0,9.0,469.0,15.0,39.0,14.0,23.0,45.0,1.0,100.0,8.0,4.0,176.0,13.0,262.0,8.0,,10.0,80.0,41.0,1.0,2.0,141.0,2.0,29.0,6.0,4.0,81.0,81.0,17.0,1.0,1.0,1.0,1.0,2.0,,,,1.0,9.0,,,,3.0,,,,1.0,,1.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,14.0,18.0,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,9glti6ay2zxkigdtjcxtkj7it,A. Dixon,Forward,7,31.0,16.0,25.0,56.0,12.0,51.0,3.0,22.0,1.0,281.0,1.0,20.0,226.0,84.0,101.0,20.0,915.0,34.0,157.0,113.0,32.0,24.0,11.0,53.0,187.0,54.0,257.0,86.0,29.0,21.0,648.0,489.0,67.0,2544.0,639.0,9.0,214.0,589.0,24.0,5.0,6.0,11.0,12.0,59.0,26.0,1481.0,32.0,309.0,64.0,48.0,176.0,1.0,138.0,25.0,24.0,271.0,35.0,906.0,20.0,6.0,10.0,114.0,28.0,3.0,9.0,442.0,13.0,37.0,54.0,3.0,267.0,187.0,17.0,4.0,3.0,6.0,2.0,9.0,1.0,,3.0,,8.0,72.0,14.0,,9.0,,,,1.0,,5.0,1.0,,4.0,,,4.0,,3.0,,,,,,,,,,,,,,,,,,,,6.0,10.0,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,41jh7hanms801vg697hywz2sp,J. Dover,Defender,5,11.0,7.0,15.0,16.0,7.0,24.0,3.0,17.0,,178.0,1.0,6.0,102.0,29.0,45.0,6.0,363.0,7.0,61.0,14.0,18.0,1.0,2.0,35.0,48.0,27.0,119.0,32.0,9.0,8.0,250.0,196.0,19.0,767.0,246.0,,78.0,236.0,,2.0,,11.0,11.0,14.0,10.0,636.0,18.0,128.0,21.0,1.0,59.0,1.0,9.0,1.0,22.0,106.0,5.0,358.0,11.0,,10.0,45.0,13.0,1.0,,154.0,11.0,9.0,27.0,9.0,113.0,77.0,15.0,,0.0,0.0,0.0,,,,,,1.0,94.0,14.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,1gfsz5cm0jooza42rf98iqvo5,K. Forbes,Midfielder,11,57.0,3.0,29.0,45.0,16.0,40.0,1.0,13.0,1.0,433.0,3.0,13.0,453.0,66.0,93.0,67.0,1414.0,26.0,138.0,66.0,31.0,13.0,12.0,56.0,247.0,116.0,309.0,112.0,28.0,25.0,1162.0,483.0,53.0,2579.0,1109.0,5.0,196.0,1079.0,17.0,6.0,7.0,25.0,7.0,83.0,31.0,1999.0,31.0,331.0,59.0,30.0,217.0,,403.0,25.0,59.0,271.0,28.0,1349.0,18.0,10.0,10.0,133.0,21.0,3.0,5.0,776.0,34.0,28.0,32.0,3.0,252.0,205.0,26.0,7.0,3.0,2.0,0.0,5.0,127.0,70.0,2.0,,13.0,22.0,,46.0,6.0,,,,,1.0,3.0,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,7.0,18.0,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,5nrz3vmlto5aj8v3muilw7zrp,J. Gatt,Midfielder,22,1.0,1.0,1.0,7.0,5.0,2.0,,1.0,,11.0,1.0,1.0,8.0,10.0,15.0,1.0,30.0,1.0,22.0,6.0,6.0,,,1.0,8.0,7.0,15.0,7.0,1.0,4.0,21.0,27.0,5.0,125.0,19.0,,8.0,20.0,1.0,,,,2.0,1.0,4.0,66.0,6.0,9.0,1.0,1.0,3.0,,2.0,1.0,4.0,32.0,5.0,28.0,,,10.0,10.0,3.0,2.0,,14.0,4.0,2.0,7.0,5.0,9.0,22.0,8.0,,0.0,0.0,0.0,,,,,,,2.0,2.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Pittsburgh Riverhounds SC,c4va4gt5g10zm05qtucgyt889,D. Griffin,Midfielder,12,10.0,1.0,53.0,36.0,24.0,48.0,9.0,44.0,,527.0,3.0,3.0,649.0,85.0,91.0,3.0,1611.0,5.0,127.0,15.0,32.0,3.0,3.0,90.0,222.0,4.0,237.0,106.0,32.0,27.0,1288.0,391.0,24.0,2868.0,1251.0,2.0,233.0,1192.0,8.0,7.0,8.0,22.0,22.0,96.0,34.0,1988.0,32.0,415.0,90.0,11.0,283.0,1.0,447.0,8.0,65.0,282.0,4.0,1568.0,22.0,10.0,10.0,155.0,49.0,7.0,2.0,642.0,43.0,33.0,4.0,,323.0,197.0,51.0,10.0,0.0,2.0,1.0,1.0,,,,10.0,1.0,5.0,,,1.0,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,16.0,
