liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Offsides,Time Played,Throw Ins to Own Player,Substitute On,Successful Lay-offs,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Ground Duels,Goals from Outside Box,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Left Foot Goals,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Handballs conceded,Hit Woodwork,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Penalties Taken,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Successful Launches,Blocks,Right Foot Goals,Total Red Cards,Straight Red Cards,GK Successful Distribution,Headed Goals,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Saves Made,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,Set Pieces Goals,Other Goals,Own Goal Scored,Foul Won Penalty,Penalty Goals Conceded,Second Goal Assists,Red Cards - 2nd Yellow,Penalties Off Target,Last Man Tackle,Penalties Saved,Saves from Penalty,Crosses not Claimed,Home Goals,Away Goals,Winning Goal,Times Tackled
USA_MLS,2017,DC United,oy75u5wxkw9sp25k39glwhcl,L. Acosta,Midfielder,10,39.0,8.0,2419.0,35.0,1.0,23.0,5.0,1082.0,19.0,148.0,15.0,688.0,12.0,4.0,48.0,26.0,16.0,5.0,5.0,586.0,199.0,49.0,232.0,1152.0,12.0,44.0,80.0,808.0,38.0,40.0,280.0,5.0,286.0,49.0,291.0,6.0,4.0,159.0,30.0,66.0,40.0,1826.0,18.0,31.0,28.0,418.0,1.0,461.0,83.0,60.0,194.0,24.0,4.0,64.0,10.0,56.0,9.0,78.0,432.0,4.0,43.0,3.0,51.0,31.0,6.0,4.0,3.0,3.0,233.0,257.0,4.0,1.0,809.0,872.0,14.0,2.0,1.0,4.0,1.0,4.0,40.0,238.0,9.0,18.0,185.0,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,4.0,1.0,,,,,,,,,,
USA_MLS,2017,DC United,6glxg9gvqn1uc1jmwisnml68l,P. Arriola,Midfielder,7,20.0,,922.0,18.0,,4.0,1.0,306.0,8.0,67.0,6.0,161.0,4.0,2.0,10.0,14.0,7.0,2.0,6.0,196.0,69.0,18.0,74.0,308.0,4.0,15.0,20.0,215.0,13.0,14.0,84.0,,46.0,14.0,85.0,5.0,,46.0,11.0,31.0,19.0,573.0,,11.0,13.0,135.0,,94.0,48.0,50.0,65.0,7.0,,9.0,6.0,19.0,9.0,27.0,150.0,8.0,15.0,,20.0,11.0,,,,2.0,79.0,101.0,1.0,,222.0,224.0,15.0,3.0,1.0,2.0,,,12.0,85.0,6.0,11.0,56.0,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,
USA_MLS,2017,DC United,7ftzvsdtanjzae4acqwp5r0lx,S. Birnbaum,Defender,15,3.0,1.0,2246.0,6.0,1.0,1.0,,692.0,6.0,27.0,,180.0,29.0,2.0,74.0,2.0,18.0,6.0,42.0,215.0,359.0,18.0,115.0,728.0,3.0,38.0,,479.0,42.0,21.0,189.0,,113.0,10.0,153.0,3.0,1.0,56.0,25.0,5.0,39.0,1015.0,,26.0,14.0,76.0,,395.0,63.0,21.0,134.0,3.0,,60.0,,15.0,103.0,,221.0,127.0,48.0,,3.0,26.0,,,,,45.0,193.0,,,510.0,539.0,145.0,3.0,,,,,13.0,87.0,5.0,40.0,31.0,5.0,14.0,,,,,,,2.0,1.0,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,
USA_MLS,2017,DC United,7auanavbq7kbs26yjhr4z8yqd,B. Boswell,Defender,32,1.0,,892.0,,1.0,1.0,1.0,359.0,,16.0,1.0,85.0,27.0,,51.0,7.0,3.0,4.0,30.0,102.0,199.0,12.0,41.0,375.0,1.0,9.0,3.0,250.0,17.0,6.0,92.0,,98.0,1.0,64.0,,,34.0,10.0,8.0,29.0,496.0,,11.0,5.0,36.0,,186.0,14.0,39.0,38.0,3.0,,33.0,1.0,2.0,21.0,1.0,87.0,52.0,21.0,,1.0,11.0,,,,,19.0,75.0,1.0,,271.0,283.0,51.0,,,,,,9.0,49.0,3.0,17.0,17.0,9.0,4.0,,,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,DC United,8pr9136z7829j6g460p28tivp,D. Brown,Forward,17,1.0,10.0,788.0,1.0,6.0,16.0,2.0,132.0,5.0,51.0,,70.0,2.0,1.0,4.0,5.0,10.0,1.0,34.0,107.0,30.0,10.0,40.0,144.0,8.0,7.0,6.0,99.0,19.0,20.0,44.0,,37.0,6.0,41.0,2.0,,16.0,10.0,7.0,4.0,277.0,,16.0,4.0,59.0,,17.0,47.0,75.0,38.0,10.0,,1.0,,10.0,13.0,9.0,106.0,6.0,20.0,2.0,1.0,16.0,,,,,34.0,39.0,2.0,,88.0,100.0,47.0,,4.0,1.0,,,7.0,68.0,3.0,2.0,25.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2017,DC United,ar6i26vtb7c9tjfrlul7pp3v9,J. Büscher,Midfielder,33,4.0,,180.0,2.0,5.0,8.0,,95.0,2.0,23.0,7.0,57.0,1.0,,4.0,4.0,1.0,,4.0,52.0,25.0,2.0,20.0,99.0,2.0,3.0,5.0,72.0,2.0,2.0,24.0,4.0,24.0,8.0,29.0,2.0,,10.0,2.0,10.0,3.0,162.0,7.0,7.0,3.0,33.0,,27.0,7.0,22.0,12.0,1.0,,3.0,2.0,5.0,,5.0,37.0,,2.0,,8.0,7.0,3.0,,,,21.0,25.0,,,71.0,75.0,4.0,,,,,,1.0,25.0,1.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
USA_MLS,2017,DC United,8huiai8ptzv19jcgidhyp03x1,R. Canouse,Midfielder,4,2.0,,868.0,3.0,,8.0,,407.0,3.0,67.0,,135.0,5.0,3.0,8.0,22.0,4.0,2.0,18.0,106.0,214.0,35.0,58.0,415.0,1.0,18.0,6.0,308.0,12.0,5.0,66.0,,122.0,4.0,44.0,1.0,,74.0,10.0,32.0,24.0,596.0,,10.0,12.0,100.0,,114.0,9.0,49.0,65.0,1.0,,41.0,,12.0,12.0,4.0,130.0,15.0,14.0,,2.0,10.0,,,1.0,1.0,47.0,112.0,,,342.0,349.0,30.0,4.0,1.0,1.0,,1.0,22.0,65.0,13.0,18.0,53.0,4.0,12.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,
USA_MLS,2017,DC United,2064tn0xmtvyqn799kddgrnpx,S. Clark,Goalkeeper,26,,,450.0,,,,,73.0,,,,30.0,31.0,1.0,65.0,1.0,,2.0,,70.0,45.0,,1.0,141.0,,1.0,,38.0,9.0,,66.0,,12.0,,60.0,,,36.0,5.0,1.0,6.0,178.0,,5.0,1.0,3.0,,113.0,,36.0,,,,37.0,,,,,3.0,5.0,11.0,,,5.0,,,,,3.0,16.0,,,49.0,75.0,,1.0,,,,,,3.0,,,,17.0,,,,,29.0,,29.0,1.0,,13.0,,1.0,,,2.0,4.0,11.0,3.0,1.0,,,,,2.0,,,,,1.0,1.0,,,,,
USA_MLS,2017,DC United,3vscyl50qba385iuu4odsu505,N. DeLeon,Midfielder,14,13.0,1.0,1594.0,119.0,1.0,8.0,,660.0,14.0,108.0,7.0,314.0,28.0,3.0,47.0,10.0,9.0,2.0,25.0,248.0,245.0,38.0,72.0,671.0,3.0,13.0,25.0,511.0,26.0,13.0,119.0,,139.0,13.0,94.0,5.0,56.0,112.0,18.0,27.0,38.0,1136.0,,19.0,11.0,136.0,,254.0,34.0,49.0,103.0,4.0,,41.0,7.0,15.0,27.0,12.0,188.0,43.0,28.0,,13.0,19.0,,,,,60.0,170.0,,,544.0,552.0,52.0,4.0,2.0,,,,32.0,85.0,6.0,30.0,76.0,4.0,4.0,,,,,,,,1.0,,,,,,,,,,,,,,,5.0,,,,,,,,,,,
USA_MLS,2017,DC United,7uv8k6pqob0xqw7zchsfxk4ix,C. Durkin,Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
