liga,temporada,equipo,id,nombre,posicion,dorsal,PutThrough/Blocked Distribution Won,Successful Passes Own Half,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Total Tackles,Backward Passes,Tackles Lost,Games Played,Successful Open Play Passes,Aerial Duels won,Rightside Passes,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels lost,Ground Duels won,Ground Duels,Total Fouls Conceded,Time Played,Forward Passes,Total Passes,Total Clearances,Duels won,Foul Attempted Tackle,Aerial Duels,Open Play Passes,Appearances,Goals Conceded Inside Box,Goals Conceded,Total Losses Of Possession,Index,Successful Passes Opposition Half,Unsuccessful Short Passes,Recoveries,Successful Short Passes,Unsuccessful Passes Opposition Half,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Times Tackled,Successful Crosses & Corners,Substitute Off,Successful Lay-offs,Interceptions,Leftside Passes,Assists (Intentional),Unsuccessful Long Passes,Unsuccessful Dribbles,Unsuccessful Launches,Unsuccessful Crosses open play,Goal Assists,Unsuccessful Crosses & Corners,Total Fouls Won,Starts,Corners Won,Unsuccessful Passes Own Half,Aerial Duels lost,Tackles Won,Successful Long Passes,Total Touches In Opposition Box,Straight Red Cards,Goals from Inside Box,Total Shots,Total Red Cards,Shots Off Target (inc woodwork),Successful Launches,Penalty Goals Conceded,Blocked Shots,Yellow Cards,Goal Kicks,Goals,Successful Dribbles,GK Successful Distribution,Clearances Off the Line,Goals from Outside Box,Goals Conceded Outside Box,Hit Woodwork,Clean Sheets,Right Foot Goals,Offsides,Throw Ins to Own Player,Key Passes (Attempt Assists),Blocks,Shots On Target ( inc goals ),Home Goals,Away Goals,Foul Won Penalty,Penalties Off Target,Overruns,Penalties Taken,Left Foot Goals,Through balls,Headed Goals,Successful Crosses open play,Unsuccessful lay-offs,Penalty Goals,Handballs conceded,Saves Made from Inside Box,GK Unsuccessful Distribution,Saves Made,Drops,Punches,Corners Taken (incl short corners),Unsuccessful Corners into Box,Successful Corners into Box,Throw Ins to Opposition Player,Second Goal Assists,Attempts from Set Pieces,Last Player Tackle,Saves Made from Outside Box,Saves made - caught,Penalties Faced,Catches,Saves made - parried,Penalties Conceded,Own Goal Scored,Red Cards - 2nd Yellow,Goalkeeper Smother,Set Pieces Goals,Penalties Saved,Saves from Penalty,Crosses not Claimed,Other Goals
USA_USL_Championship,2024,FC Tulsa,2giowiodzndu5m2gwn79iiui1,L. Batista,Defender,15,6.0,546.0,65.0,1493.0,27.0,47.0,86.0,16.0,23.0,797.0,76.0,361.0,1.0,243.0,114.0,98.0,163.0,51.0,2036.0,536.0,1092.0,92.0,174.0,29.0,125.0,1030.0,23.0,21.0,25.0,323.0,10.0,303.0,120.0,102.0,790.0,153.0,288.0,849.0,0.0,15.0,,1.0,,27.0,109.0,,123.0,7.0,77.0,2.0,,2.0,40.0,22.0,4.0,92.0,49.0,31.0,59.0,24.0,,,4.0,1.0,3.0,17.0,2.0,3.0,11.0,1.0,,11.0,1.0,1.0,,4.0,,9.0,,2.0,35.0,6.0,12.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,42.0,,,1.0,,,,,,1.0,,1.0,,,,,,
USA_USL_Championship,2024,FC Tulsa,17x0wwjg47boyx7jua6vqf0gk,M. Bell,Forward,10,,9.0,9.0,75.0,1.0,4.0,7.0,1.0,7.0,19.0,2.0,7.0,6.0,7.0,10.0,15.0,24.0,2.0,175.0,6.0,27.0,1.0,17.0,1.0,3.0,26.0,7.0,5.0,5.0,27.0,10.0,13.0,6.0,9.0,19.0,9.0,27.0,20.0,0.0,6.0,2.0,1.0,1.0,,7.0,,1.0,4.0,1.0,3.0,,4.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,9.0,,,4.0,,1.0,1.0,2.0,,2.0,,,10.0,,,,,,,,,1.0,1.0,,3.0,,,,,,,,,,1.0,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,FC Tulsa,cdyrj15oxu3l5sgzgwof8ohgq,F. Bettache,Midfielder,77,7.0,108.0,40.0,527.0,15.0,6.0,92.0,2.0,15.0,283.0,2.0,79.0,4.0,57.0,41.0,27.0,67.0,10.0,979.0,105.0,357.0,2.0,29.0,5.0,3.0,336.0,15.0,14.0,15.0,142.0,10.0,201.0,39.0,49.0,270.0,78.0,70.0,300.0,0.0,26.0,9.0,6.0,19.0,6.0,81.0,2.0,18.0,10.0,3.0,20.0,2.0,33.0,9.0,11.0,5.0,12.0,1.0,4.0,30.0,15.0,,,8.0,,5.0,,3.0,4.0,1.0,,,12.0,,,,1.0,,,,,2.0,16.0,1.0,3.0,,,,,1.0,,,4.0,,6.0,,,,,,,,,11.0,8.0,3.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,FC Tulsa,1kl9112b8rcbr3k1s5hs353x0,A. Bibout,Forward,0,6.0,53.0,46.0,391.0,12.0,9.0,63.0,4.0,13.0,163.0,51.0,58.0,2.0,55.0,115.0,30.0,76.0,24.0,983.0,46.0,219.0,14.0,81.0,10.0,120.0,218.0,13.0,15.0,15.0,119.0,10.0,112.0,51.0,22.0,160.0,48.0,196.0,164.0,2.0,20.0,1.0,3.0,15.0,4.0,52.0,,4.0,5.0,1.0,6.0,,6.0,14.0,11.0,,13.0,69.0,5.0,4.0,41.0,,3.0,25.0,,15.0,2.0,1.0,4.0,4.0,,4.0,8.0,,,1.0,,1.0,,3.0,13.0,2.0,9.0,3.0,10.0,1.0,3.0,,,2.0,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,FC Tulsa,ckefp96qi7xs4yt9n329paajt,A. Booth,Midfielder,7,22.0,608.0,106.0,1522.0,39.0,41.0,259.0,20.0,35.0,930.0,43.0,302.0,2.0,192.0,156.0,94.0,200.0,36.0,2703.0,289.0,1165.0,21.0,137.0,26.0,93.0,1120.0,35.0,43.0,47.0,292.0,10.0,368.0,148.0,148.0,922.0,123.0,293.0,973.0,1.0,44.0,3.0,16.0,36.0,22.0,315.0,1.0,44.0,14.0,19.0,5.0,1.0,6.0,42.0,33.0,11.0,75.0,50.0,21.0,51.0,32.0,,1.0,19.0,,11.0,3.0,5.0,12.0,7.0,,3.0,13.0,,,2.0,4.0,,3.0,3.0,4.0,4.0,14.0,6.0,8.0,3.0,0.0,,,2.0,,,3.0,,2.0,1.0,,5.0,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,FC Tulsa,bc3saagcea0reyfku6pc4zppl,B. Bourgeois,Defender,22,8.0,698.0,50.0,1513.0,15.0,22.0,51.0,6.0,30.0,934.0,67.0,354.0,2.0,214.0,111.0,38.0,88.0,36.0,2568.0,525.0,1192.0,127.0,105.0,18.0,128.0,1144.0,30.0,33.0,38.0,251.0,10.0,283.0,88.0,68.0,837.0,148.0,216.0,978.0,0.0,8.0,3.0,2.0,,22.0,262.0,,126.0,2.0,85.0,3.0,,4.0,12.0,28.0,2.0,70.0,61.0,16.0,141.0,27.0,,,11.0,1.0,8.0,33.0,7.0,,7.0,1.0,,5.0,1.0,,,5.0,,7.0,,,6.0,9.0,32.0,3.0,,,,,,,,3.0,,3.0,,,,,,,,,2.0,1.0,,5.0,,,,,,,,,4.0,,1.0,,,,,,
USA_USL_Championship,2024,FC Tulsa,d99eakp27bro9g50wpzti8rca,A. Cissoko,Defender,91,10.0,927.0,53.0,1792.0,18.0,34.0,75.0,12.0,30.0,1207.0,61.0,307.0,2.0,215.0,90.0,59.0,112.0,36.0,2546.0,642.0,1499.0,105.0,120.0,19.0,98.0,1406.0,30.0,28.0,33.0,239.0,10.0,357.0,97.0,121.0,1171.0,134.0,210.0,1284.0,0.0,7.0,,5.0,1.0,19.0,475.0,1.0,118.0,,73.0,3.0,1.0,3.0,22.0,28.0,1.0,84.0,37.0,22.0,113.0,22.0,1.0,1.0,9.0,1.0,6.0,20.0,3.0,1.0,10.0,13.0,1.0,4.0,11.0,3.0,,5.0,1.0,6.0,1.0,1.0,4.0,7.0,20.0,3.0,1.0,0.0,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,FC Tulsa,3us4v9maph23fe71alg2f2jh0,M. Creek,Goalkeeper,1,,58.0,,243.0,,,,,8.0,42.0,3.0,21.0,,92.0,,,,1.0,720.0,147.0,184.0,6.0,3.0,,3.0,65.0,8.0,9.0,11.0,92.0,10.0,34.0,,57.0,46.0,78.0,3.0,92.0,0.0,,,,,,16.0,,92.0,,36.0,,,,,8.0,,14.0,,,46.0,1.0,,,1.0,,1.0,17.0,1.0,,,81.0,,,62.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,14.0,44.0,21.0,,3.0,,,,,,,,7.0,1.0,1.0,6.0,3.0,,,,,,,,,
USA_USL_Championship,2024,FC Tulsa,dks0ibq4b4i2w3bcc05v8rhn8,A. Dalou,Midfielder,21,11.0,34.0,76.0,458.0,24.0,20.0,54.0,13.0,22.0,161.0,10.0,54.0,18.0,83.0,95.0,49.0,125.0,18.0,697.0,79.0,247.0,2.0,59.0,6.0,29.0,244.0,22.0,13.0,14.0,185.0,10.0,136.0,66.0,34.0,162.0,88.0,154.0,164.0,0.0,47.0,6.0,3.0,12.0,6.0,60.0,1.0,17.0,31.0,6.0,13.0,1.0,20.0,9.0,4.0,15.0,15.0,19.0,7.0,2.0,50.0,,,10.0,,7.0,,4.0,2.0,4.0,,,21.0,,,,1.0,,,,,6.0,13.0,1.0,3.0,,,,,9.0,,,4.0,,3.0,3.0,,1.0,,,,,,10.0,6.0,3.0,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2024,FC Tulsa,dgpphcc9ql3pv3b4chhchml90,O. Damm,Defender,2,10.0,268.0,72.0,1191.0,32.0,35.0,136.0,13.0,25.0,513.0,23.0,145.0,2.0,178.0,101.0,91.0,163.0,23.0,1972.0,314.0,703.0,52.0,114.0,14.0,52.0,690.0,25.0,22.0,27.0,298.0,10.0,261.0,117.0,86.0,465.0,130.0,215.0,525.0,0.0,31.0,4.0,9.0,2.0,27.0,108.0,2.0,61.0,18.0,30.0,20.0,2.0,20.0,33.0,23.0,7.0,68.0,29.0,22.0,60.0,19.0,,,5.0,,3.0,11.0,4.0,6.0,3.0,,,23.0,,,,5.0,,6.0,,2.0,130.0,9.0,4.0,2.0,,,,,3.0,,,3.0,,4.0,,,1.0,,,,,,1.0,,,33.0,,,,,,,,,2.0,,,,,,,,
