liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Short Passes,Successful Launches,Goals Conceded,Goal Kicks,Games Played,Saves Made from Inside Box,Appearances,Starts,Unsuccessful Passes Own Half,Successful Long Passes,Total Losses Of Possession,GK Unsuccessful Distribution,Time Played,Successful Passes Opposition Half,Forward Passes,Unsuccessful Long Passes,Total Clearances,Goals Conceded Outside Box,Saves Made,Duels won,Open Play Passes,Successful Open Play Passes,Recoveries,Rightside Passes,Touches,Index,Total Successful Passes ( Excl Crosses & Corners ) ,Duels,Ground Duels won,Unsuccessful Passes Opposition Half,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),GK Successful Distribution,Total Passes,Goalkeeper Smother,Leftside Passes,Goals Conceded Inside Box,Ground Duels,Saves Made from Outside Box,Winning Goal,Duels lost,Aerial Duels lost,Unsuccessful Launches,Penalties Conceded,Foul Attempted Tackle,Unsuccessful Short Passes,PutThrough/Blocked Distribution,Aerial Duels,Yellow Cards,Interceptions,Throw Ins to Own Player,Total Fouls Conceded,Total Fouls Won,Throw Ins to Opposition Player,Backward Passes,Penalty Goals Conceded,Ground Duels lost,Handballs conceded,Substitute Off,PutThrough/Blocked Distribution Won,Times Tackled,Own Goal Scored,Blocks,Goals,Aerial Duels won,Total Shots,Unsuccessful Crosses & Corners,Blocked Shots,Successful Dribbles,Right Foot Goals,Unsuccessful Dribbles,Total Touches In Opposition Box,Unsuccessful Crosses open play,Shots On Target ( inc goals ),Key Passes (Attempt Assists),Goals from Outside Box,Home Goals,Away Goals,Corners Taken (incl short corners),Total Tackles,Substitute On,Successful Corners into Box,Attempts from Set Pieces,Successful Crosses & Corners,Tackles Won,Corners Won,Saves made - parried,Penalties Faced,Successful Crosses open play,Tackles Lost,Overruns,Shots Off Target (inc woodwork),Successful Lay-offs,Offsides,Goals from Inside Box,Unsuccessful lay-offs,Headed Goals,Catches,Punches,Through balls,Penalty Goals,Left Foot Goals,Penalties Taken,Assists (Intentional),Goal Assists,Foul Won Penalty,Unsuccessful Corners into Box,Clean Sheets,Hit Woodwork,Last Player Tackle,Second Goal Assists,Drops,Straight Red Cards,Total Red Cards,Saves made - caught
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,dkkv4g3lwtejqoazanse0zjmc,C. Ainsworth,Midfielder,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,61esp7ett8p66f2agq9nuryp6,J. Anglin,Midfielder,17,3.0,,,,1.0,,1.0,,,,2.0,,9.0,2.0,2.0,,,,,3.0,4.0,3.0,2.0,1.0,8.0,10.0,3.0,5.0,3.0,1.0,1.0,1.0,,4.0,,1.0,,4.0,,0.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,4jyrztlaueae7eg18kuvxa489,L. Bailey,Midfielder,7,37.0,,1.0,,2.0,,2.0,2.0,4.0,4.0,47.0,,180.0,36.0,22.0,4.0,,,,10.0,60.0,40.0,12.0,7.0,111.0,10.0,41.0,25.0,10.0,26.0,9.0,20.0,,61.0,,19.0,1.0,24.0,,0.0,15.0,1.0,1.0,,1.0,16.0,5.0,1.0,,1.0,1.0,2.0,4.0,,13.0,,14.0,,,2.0,10.0,,,1.0,,1.0,10.0,1.0,5.0,,4.0,7.0,5.0,1.0,5.0,,0.0,1.0,7.0,1.0,,1.0,1.0,4.0,1.0,,,,2.0,,,,2.0,2.0,1.0,,,,,,1.0,1.0,1.0,,,,5.0,1.0,,,1.0,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,cd9o30ebm183hfyfp79flgixh,A. Bell,Defender,4,49.0,1.0,1.0,,1.0,,1.0,1.0,2.0,3.0,9.0,,90.0,30.0,33.0,2.0,1.0,,,4.0,57.0,51.0,2.0,16.0,73.0,10.0,52.0,7.0,4.0,4.0,22.0,6.0,,58.0,,,1.0,7.0,,0.0,3.0,,1.0,,,4.0,1.0,,,1.0,4.0,1.0,3.0,,9.0,,3.0,,,,2.0,,,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,vii7iwznqiwigznyp13a6505,A. Blake,Goalkeeper,1,59.0,1.0,1.0,11.0,2.0,2.0,2.0,2.0,,7.0,6.0,1.0,180.0,1.0,22.0,6.0,,,3.0,1.0,57.0,54.0,17.0,16.0,86.0,10.0,66.0,1.0,1.0,6.0,65.0,6.0,19.0,72.0,,34.0,1.0,1.0,1.0,0.0,,,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,edtj63dyxok9m949znhjh75sk,W. Brown,Forward,21,15.0,,,,2.0,,2.0,1.0,,,5.0,,91.0,13.0,,1.0,,,,4.0,17.0,15.0,5.0,5.0,29.0,10.0,15.0,11.0,4.0,2.0,2.0,2.0,,17.0,,10.0,,7.0,,1.0,7.0,4.0,1.0,,,1.0,,4.0,,,,,1.0,,2.0,,3.0,,1.0,,3.0,,,1.0,,3.0,,,2.0,1.0,2.0,7.0,,1.0,2.0,,1.0,0.0,,1.0,1.0,,,,,,,,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,a9qcjizdvkarl0frwic0bn1ii,R. Cephas,Forward,20,16.0,,,,2.0,,2.0,1.0,2.0,,26.0,,112.0,10.0,4.0,,,,,7.0,23.0,16.0,7.0,7.0,56.0,10.0,16.0,20.0,7.0,10.0,7.0,7.0,,23.0,,,,20.0,,0.0,13.0,,,,1.0,7.0,1.0,,,,,3.0,,,12.0,,13.0,1.0,,,10.0,,,1.0,,5.0,5.0,1.0,3.0,,2.0,13.0,5.0,4.0,1.0,,1.0,0.0,,4.0,1.0,,,1.0,3.0,4.0,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,4yk4fvry4w7njc599h5qog3kk,F. Cummings,Defender,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,3uzmfkg5qmpfxtyy0m0m9lst0,S. Davis,Goalkeeper,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,ch8dgambei1xbzmikkglg3c9h,B. De Cordova-Reid,Forward,10,62.0,,1.0,,2.0,,2.0,2.0,3.0,4.0,22.0,,180.0,37.0,24.0,3.0,1.0,,,11.0,77.0,64.0,9.0,15.0,113.0,10.0,66.0,17.0,10.0,12.0,30.0,13.0,,79.0,,18.0,1.0,16.0,,0.0,6.0,,1.0,,,10.0,1.0,1.0,,2.0,1.0,1.0,1.0,,22.0,,6.0,,,,4.0,,1.0,,1.0,4.0,2.0,1.0,3.0,,2.0,4.0,1.0,1.0,4.0,,,,1.0,6.0,,,,1.0,3.0,1.0,,,,3.0,,3.0,1.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,ek7wsrbeq1yoqrxrxposjv3f8,K. Dixon,Forward,9,4.0,,,,2.0,,2.0,,,1.0,,,2.0,3.0,1.0,,,,,,5.0,5.0,3.0,2.0,5.0,10.0,5.0,1.0,,,2.0,,,5.0,,1.0,,,,0.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,4n782p6eaok71ai7ecj1jo1jp,D. Gray,Forward,12,45.0,,1.0,,2.0,,2.0,2.0,,,19.0,,178.0,35.0,9.0,,2.0,,,7.0,50.0,45.0,5.0,8.0,90.0,10.0,45.0,16.0,7.0,11.0,13.0,5.0,,50.0,,9.0,1.0,15.0,,0.0,9.0,1.0,,,1.0,5.0,,1.0,,1.0,4.0,2.0,5.0,,24.0,,8.0,,2.0,,4.0,,,,,3.0,6.0,4.0,,,1.0,7.0,3.0,1.0,5.0,,,,5.0,2.0,,2.0,1.0,3.0,2.0,2.0,,,,,,2.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,2qr47jkfmxw0c4auuiu3uf2l1,I. Hayden,Midfielder,14,65.0,,1.0,,2.0,,2.0,2.0,1.0,2.0,11.0,,177.0,24.0,14.0,2.0,,,,11.0,74.0,66.0,7.0,22.0,95.0,10.0,67.0,23.0,8.0,7.0,43.0,8.0,,75.0,,22.0,1.0,17.0,,0.0,12.0,3.0,,,3.0,6.0,1.0,6.0,1.0,3.0,,5.0,2.0,,17.0,,9.0,,1.0,1.0,3.0,,1.0,,3.0,1.0,,,2.0,,,5.0,,1.0,1.0,,,,,4.0,,,,,4.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,3em1so9duk8cs39z9hafr0fmc,R. King,Defender,6,97.0,1.0,1.0,1.0,2.0,,2.0,2.0,2.0,15.0,19.0,1.0,180.0,40.0,56.0,10.0,2.0,,,10.0,125.0,109.0,11.0,21.0,148.0,10.0,112.0,13.0,6.0,15.0,72.0,17.0,,129.0,,47.0,1.0,8.0,,0.0,3.0,1.0,3.0,,,7.0,1.0,5.0,,2.0,,1.0,,,5.0,,2.0,,,1.0,,,,,4.0,2.0,,1.0,1.0,,,3.0,,1.0,,,,,,5.0,,,,,3.0,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,etoqaphedaubfn19ba3c4f65l,J. Latibeaudiere,Defender,15,31.0,,,,1.0,,1.0,1.0,4.0,1.0,14.0,,90.0,7.0,16.0,4.0,1.0,,,3.0,40.0,30.0,2.0,18.0,62.0,10.0,32.0,6.0,2.0,8.0,25.0,11.0,,43.0,,1.0,,2.0,,0.0,3.0,3.0,2.0,,,7.0,4.0,4.0,,2.0,9.0,,1.0,2.0,8.0,,,,,,,,,,1.0,1.0,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,2.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,bneorqmd5k8h08fcaiapmhox6,D. Lembikisa,Defender,2,57.0,,1.0,,2.0,,2.0,2.0,5.0,6.0,34.0,,180.0,25.0,29.0,10.0,5.0,,,16.0,81.0,60.0,9.0,4.0,143.0,10.0,63.0,24.0,13.0,18.0,39.0,21.0,,84.0,,39.0,1.0,20.0,,0.0,8.0,1.0,3.0,,,11.0,4.0,4.0,,2.0,20.0,2.0,2.0,1.0,12.0,,7.0,,,1.0,3.0,,,,3.0,,2.0,,4.0,,1.0,,2.0,,1.0,,,,,7.0,,,,1.0,5.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,9ev8f4qxozcykzs80sc40andh,D. Lowe,Defender,0,,,,,1.0,,1.0,,,,,,3.0,,,,1.0,,,2.0,,,,,2.0,10.0,,2.0,1.0,,,,,,,,,1.0,,0.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,1s48glvpagsxfh15j8ilh0fai,T. Magee,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_Gold_Cup_Qualification,2025 USA - Canada,Jamaica,6hj8oh80ictfbm43p0r6udc5x,S. McCalla,Defender,16,21.0,1.0,1.0,,1.0,,1.0,1.0,1.0,2.0,6.0,,68.0,6.0,7.0,2.0,,,,3.0,27.0,23.0,3.0,8.0,34.0,10.0,23.0,6.0,2.0,3.0,17.0,4.0,,27.0,,4.0,1.0,4.0,,0.0,3.0,1.0,2.0,,1.0,2.0,1.0,2.0,,,,2.0,,,8.0,,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,2.0,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
