liga,temporada,equipo,id,nombre,posicion,dorsal,Successful Open Play Passes,Time Played,Recoveries,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Successful Passes Own Half,Total Passes,Ground Duels won,Starts,Throw Ins to Own Player,Unsuccessful Launches,Ground Duels lost,Aerial Duels lost,Successful Dribbles,Aerial Duels won,Unsuccessful Short Passes,Goals Conceded Inside Box,Unsuccessful Long Passes,Games Played,Aerial Duels,Ground Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Short Passes,Substitute Off,Duels lost,Total Losses Of Possession,Backward Passes,Appearances,Index,Open Play Passes,Successful Long Passes,PutThrough/Blocked Distribution Won,PutThrough/Blocked Distribution,Rightside Passes,Unsuccessful Passes Opposition Half,Overruns,Throw Ins to Opposition Player,Total Unsuccessful Passes ( Excl Crosses & Corners ),Touches,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Duels,Unsuccessful Crosses open play,Forward Passes,Duels won,Winning Goal,Times Tackled,Foul Attempted Tackle,Tackles Won,Total Fouls Conceded,Leftside Passes,Total Tackles,Successful Launches,Blocks,Interceptions,Unsuccessful Dribbles,Handballs conceded,Substitute On,Total Shots,Total Fouls Won,Shots On Target ( inc goals ),Yellow Cards,Key Passes (Attempt Assists),Successful Lay-offs,Saves Made,Goal Kicks,GK Successful Distribution,Saves Made from Inside Box,GK Unsuccessful Distribution,Offsides,Shots Off Target (inc woodwork),Through balls,Total Touches In Opposition Box,Tackles Lost,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Saves Made from Outside Box,Punches,Goals from Outside Box,Goals,Right Foot Goals,Home Goals,Away Goals,Successful Crosses & Corners,Corners Won,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Goal Assists,Successful Corners into Box,Blocked Shots,Saves made - parried,Goalkeeper Smother,Assists (Intentional),Red Cards - 2nd Yellow,Goals from Inside Box,Headed Goals,Own Goal Scored,Catches,Clean Sheets,Hit Woodwork,Unsuccessful lay-offs,Penalty Goals Conceded,Left Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Clearances Off the Line,Other Goals,Penalties Faced,Penalties Conceded,Goals Conceded Outside Box,Saves made - caught,Carries,Final Third Touches,Progressive Carries,Total Big Chances Saved,Total Big Chances Missed,Goals Openplay,Total Big Chances Created,Total Big Chances Scored,Direct Setpiece Goals,Set Pieces Goals,Penalties Off Target,Drops,Second Goal Assists,Penalties Saved,Saves from Penalty
USA_US_Open_Cup,2024,Carolina Core FC,w92nbx3n5ztvgmf89sdp95re,A. Aguas,Defender,5,5.0,13.0,1.0,1.0,3.0,2.0,7.0,,,,1.0,,,,1.0,1.0,,1.0,2.0,1.0,,5.0,4.0,,,2.0,,2.0,10.0,7.0,1.0,,,,1.0,,,2.0,7.0,,,,1.0,,5.0,1.0,0.0,,,,,2.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,6le9ztbx7n6ogg6fdxmnrk9w4,R. Bailey,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,9isbk9daqxgtj196349irnkk,J. Bazaes,Midfielder,77,14.0,75.0,6.0,2.0,6.0,8.0,23.0,2.0,1.0,8.0,,10.0,2.0,1.0,,8.0,2.0,1.0,1.0,2.0,12.0,14.0,13.0,1.0,12.0,23.0,5.0,1.0,10.0,23.0,1.0,1.0,4.0,5.0,10.0,,2.0,9.0,52.0,1.0,2.0,3.0,14.0,3.0,13.0,2.0,0.0,5.0,3.0,,3.0,,,1.0,,2.0,3.0,,,1.0,1.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,3jx1f1s8r150i6qo2juzooro4,F. Canete,Midfielder,24,105.0,270.0,20.0,10.0,64.0,55.0,148.0,12.0,3.0,1.0,2.0,21.0,2.0,3.0,10.0,25.0,4.0,8.0,3.0,12.0,33.0,115.0,105.0,,23.0,56.0,26.0,3.0,10.0,138.0,10.0,4.0,7.0,30.0,30.0,,,33.0,207.0,2.0,4.0,7.0,45.0,5.0,43.0,22.0,0.0,6.0,9.0,2.0,10.0,49.0,6.0,3.0,,2.0,,,,2.0,3.0,1.0,2.0,4.0,2.0,,,,,,,1.0,,3.0,4.0,,,,,,,,,,,4.0,1.0,2.0,1.0,9.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,f0jwa1a61lxs31g47csjv7itw,I. Covi,Defender,20,88.0,215.0,15.0,7.0,25.0,64.0,107.0,4.0,2.0,,6.0,5.0,3.0,,1.0,5.0,2.0,13.0,3.0,4.0,9.0,89.0,80.0,1.0,8.0,21.0,4.0,3.0,10.0,104.0,9.0,2.0,2.0,28.0,11.0,,,18.0,146.0,13.0,2.0,,13.0,,34.0,5.0,0.0,1.0,3.0,1.0,4.0,41.0,3.0,1.0,5.0,3.0,,,1.0,2.0,1.0,,2.0,,,,,,,,,2.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,1j1ybmazykfh5nqs7egkcdxck,D. Cuevas,Midfielder,21,17.0,107.0,6.0,5.0,9.0,8.0,28.0,6.0,1.0,11.0,2.0,9.0,,2.0,2.0,9.0,2.0,2.0,2.0,2.0,15.0,17.0,17.0,,9.0,19.0,7.0,2.0,10.0,28.0,,,3.0,,7.0,,,11.0,59.0,,2.0,1.0,17.0,1.0,12.0,8.0,0.0,6.0,3.0,1.0,3.0,9.0,3.0,,,,5.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,1.0,,5.0,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,4t078b0rnzmi8u83wzmdwze38,C. Díaz,Forward,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,7s32iecltoopsjddclg0ixzx0,C. Díaz,Defender,44,63.0,208.0,4.0,9.0,22.0,44.0,87.0,5.0,3.0,8.0,3.0,4.0,2.0,,4.0,13.0,4.0,8.0,3.0,6.0,9.0,66.0,62.0,2.0,6.0,30.0,8.0,3.0,10.0,84.0,4.0,,,3.0,13.0,,2.0,21.0,119.0,5.0,4.0,1.0,15.0,1.0,40.0,9.0,0.0,1.0,,3.0,,36.0,5.0,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,6oia90bi52zwmgdlvcvfnj1pm,J. Evans,Midfielder,10,94.0,225.0,11.0,6.0,65.0,43.0,116.0,15.0,2.0,,,7.0,1.0,3.0,2.0,13.0,2.0,,3.0,3.0,22.0,103.0,93.0,,8.0,29.0,20.0,3.0,10.0,107.0,10.0,1.0,5.0,41.0,10.0,1.0,,13.0,166.0,1.0,2.0,3.0,25.0,1.0,36.0,17.0,0.0,4.0,2.0,4.0,3.0,19.0,8.0,1.0,,1.0,2.0,,1.0,2.0,4.0,2.0,,8.0,1.0,,,,,,,,,3.0,4.0,,,,,,,,,,,5.0,1.0,1.0,3.0,3.0,,1.0,3.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_US_Open_Cup,2024,Carolina Core FC,1x89wne2srx1dupb7vt5gf3ai,T. Freeman,Forward,23,4.0,45.0,2.0,1.0,3.0,1.0,7.0,1.0,1.0,,,1.0,,,,3.0,2.0,,1.0,,2.0,4.0,4.0,1.0,1.0,6.0,1.0,1.0,10.0,7.0,,,,4.0,2.0,,,3.0,11.0,,2.0,,2.0,,1.0,1.0,0.0,1.0,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
