liga,temporada,equipo,id,nombre,posicion,dorsal,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Goals,Open Play Passes,Corners Won,Backward Passes,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Games Played,Headed Goals,Ground Duels lost,Leftside Passes,Clearances Off the Line,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Unsuccessful Crosses open play,Offsides,Successful Lay-offs,Right Foot Goals,Successful Crosses & Corners,Successful Corners into Box,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Attempts from Set Pieces,Successful Crosses open play,Left Foot Goals,Unsuccessful Crosses & Corners,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Penalties Taken,Unsuccessful lay-offs,Goal Assists,Penalty Goals,Through balls,Penalties Conceded,Total Red Cards,Straight Red Cards,Hit Woodwork,Last Man Tackle,Red Cards - 2nd Yellow,Saves Made,GK Successful Distribution,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Foul Won Penalty,Second Goal Assists,Own Goal Scored,Set Pieces Goals,Crosses not Claimed,Penalties Off Target,Penalties Saved,Saves from Penalty
USA_USL_League_One,2019,Chattanooga Red Wolves SC,ig530te9sqdo1ak7t0fj12lm,N. Amponsah,Defender,13,1499.0,2.0,1.0,6.0,1.0,562.0,2.0,22.0,73.0,25.0,2.0,36.0,14.0,1.0,2.0,24.0,87.0,424.0,20.0,42.0,1.0,575.0,1.0,12.0,8.0,465.0,20.0,2.0,78.0,188.0,2.0,30.0,1.0,64.0,17.0,17.0,48.0,790.0,18.0,7.0,18.0,61.0,221.0,10.0,10.0,66.0,1.0,32.0,6.0,32.0,1.0,117.0,72.0,22.0,18.0,1.0,27.0,144.0,1.0,1.0,486.0,497.0,56.0,3.0,16.0,51.0,4.0,35.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,62c7i3fhh0n9qsek9senh3n4l,S. Beattie,Midfielder,10,2097.0,10.0,,1.0,9.0,543.0,18.0,140.0,248.0,14.0,6.0,43.0,20.0,14.0,4.0,58.0,339.0,168.0,35.0,124.0,3.0,567.0,2.0,40.0,28.0,360.0,25.0,34.0,167.0,143.0,21.0,182.0,8.0,82.0,24.0,43.0,31.0,1048.0,24.0,31.0,5.0,247.0,143.0,59.0,10.0,166.0,20.0,40.0,69.0,37.0,23.0,342.0,24.0,29.0,24.0,1.0,118.0,141.0,,8.0,381.0,400.0,95.0,6.0,21.0,176.0,14.0,5.0,129.0,37.0,8.0,8.0,6.0,16.0,3.0,3.0,11.0,1.0,2.0,12.0,2.0,46.0,7.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,8yup553x5rzarnfneffr3b9p1,J. Caparelli,Defender,3,1892.0,138.0,3.0,10.0,,737.0,4.0,114.0,248.0,31.0,4.0,66.0,17.0,4.0,1.0,18.0,276.0,362.0,34.0,92.0,2.0,767.0,7.0,29.0,26.0,568.0,23.0,6.0,158.0,213.0,6.0,131.0,,121.0,22.0,27.0,45.0,1218.0,25.0,10.0,2.0,187.0,334.0,15.0,10.0,96.0,2.0,41.0,30.0,6.0,17.0,211.0,20.0,24.0,25.0,,97.0,106.0,,,584.0,609.0,24.0,3.0,23.0,115.0,11.0,20.0,90.0,18.0,1.0,3.0,,1.0,,14.0,,,,1.0,,18.0,,4.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,1drex4npa8h6scyiyi1bmzalm,Y. Cisse,Forward,15,679.0,1.0,8.0,,,119.0,4.0,34.0,53.0,2.0,2.0,8.0,10.0,10.0,,16.0,100.0,34.0,11.0,27.0,2.0,122.0,5.0,16.0,9.0,82.0,11.0,13.0,35.0,24.0,4.0,28.0,2.0,24.0,7.0,13.0,9.0,282.0,15.0,6.0,1.0,82.0,27.0,20.0,10.0,44.0,3.0,5.0,17.0,8.0,12.0,106.0,6.0,11.0,15.0,,46.0,37.0,,,84.0,87.0,24.0,,7.0,62.0,4.0,4.0,36.0,2.0,9.0,3.0,,,,,,,,,,2.0,,2.0,,,1.0,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,dw0wyfip2l7rwhsmg96lnh2ax,J. Dell,Midfielder,19,75.0,1.0,3.0,,,31.0,1.0,2.0,12.0,1.0,,4.0,,1.0,1.0,1.0,20.0,12.0,,5.0,,32.0,,3.0,2.0,19.0,3.0,1.0,9.0,11.0,,13.0,,8.0,,1.0,1.0,54.0,3.0,3.0,1.0,10.0,11.0,2.0,10.0,4.0,,4.0,2.0,1.0,3.0,12.0,2.0,4.0,3.0,,7.0,8.0,,,22.0,23.0,2.0,,,8.0,,,3.0,4.0,,,,1.0,,,1.0,,,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,dyxnhxgo9t7kk8cu3cd1is9g5,W. Dieterich,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,33pqpsacje65m7xhh0x5ln2dx,R. Dixon,Defender,2,540.0,29.0,,3.0,1.0,234.0,,16.0,77.0,11.0,3.0,17.0,1.0,,1.0,8.0,87.0,105.0,19.0,41.0,,239.0,,10.0,5.0,156.0,7.0,1.0,58.0,20.0,1.0,35.0,,20.0,6.0,9.0,25.0,376.0,6.0,8.0,2.0,56.0,119.0,2.0,10.0,42.0,1.0,25.0,4.0,15.0,2.0,79.0,24.0,8.0,6.0,1.0,29.0,84.0,,1.0,177.0,181.0,23.0,1.0,14.0,37.0,5.0,13.0,27.0,2.0,,,,1.0,,12.0,,,,1.0,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,6ki7cq3dsamhsfb1x1a7i5x3p,C. Doyle,Forward,22,2200.0,7.0,,7.0,2.0,1016.0,7.0,133.0,286.0,35.0,6.0,88.0,20.0,11.0,5.0,28.0,255.0,536.0,70.0,121.0,3.0,1031.0,2.0,27.0,5.0,757.0,29.0,16.0,209.0,251.0,6.0,161.0,7.0,136.0,25.0,33.0,60.0,1347.0,25.0,16.0,8.0,174.0,359.0,26.0,10.0,125.0,5.0,65.0,16.0,35.0,5.0,237.0,36.0,34.0,25.0,2.0,84.0,288.0,,2.0,808.0,822.0,63.0,6.0,46.0,112.0,24.0,41.0,90.0,12.0,,4.0,,,,,,,,,,12.0,,1.0,2.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,v2vp6mke7xzki15pas9r19ed,C. Falvey,Defender,32,270.0,,,1.0,1.0,125.0,,6.0,30.0,10.0,2.0,18.0,1.0,1.0,,3.0,38.0,72.0,7.0,13.0,,133.0,,6.0,,85.0,4.0,2.0,31.0,11.0,1.0,21.0,,21.0,3.0,3.0,10.0,168.0,3.0,3.0,,16.0,72.0,5.0,10.0,17.0,1.0,17.0,3.0,7.0,,26.0,6.0,4.0,3.0,1.0,6.0,44.0,,1.0,95.0,102.0,10.0,1.0,5.0,9.0,2.0,5.0,10.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,exaqbz828d475osubrz02u0yy,L. Folla,Defender,5,1302.0,3.0,,6.0,,508.0,2.0,10.0,64.0,33.0,6.0,61.0,6.0,3.0,4.0,24.0,124.0,335.0,20.0,54.0,1.0,514.0,1.0,30.0,2.0,357.0,14.0,4.0,115.0,140.0,1.0,69.0,,62.0,15.0,13.0,46.0,677.0,15.0,11.0,15.0,66.0,242.0,12.0,10.0,55.0,1.0,42.0,3.0,30.0,,120.0,63.0,18.0,15.0,,41.0,122.0,,,394.0,399.0,54.0,4.0,12.0,65.0,8.0,19.0,25.0,,3.0,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,dxd6p1c8k96armsbg5isjbu95,G. Hurst,Forward,17,690.0,,2.0,1.0,2.0,116.0,3.0,33.0,58.0,2.0,2.0,9.0,3.0,8.0,3.0,16.0,70.0,32.0,8.0,24.0,2.0,123.0,1.0,12.0,7.0,88.0,9.0,12.0,33.0,36.0,9.0,32.0,3.0,30.0,7.0,4.0,4.0,231.0,9.0,6.0,1.0,55.0,31.0,27.0,10.0,40.0,4.0,2.0,17.0,8.0,3.0,79.0,1.0,12.0,9.0,,23.0,23.0,,2.0,83.0,90.0,24.0,,6.0,39.0,2.0,4.0,32.0,3.0,9.0,2.0,1.0,,,,,,,,1.0,3.0,,1.0,2.0,,,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,645zusg8p10tlffe7dazwsay2,A. Jaimes,Forward,21,110.0,,2.0,,,36.0,2.0,16.0,11.0,,1.0,,1.0,2.0,1.0,2.0,13.0,19.0,5.0,6.0,,36.0,2.0,1.0,,30.0,1.0,3.0,6.0,2.0,,3.0,,5.0,2.0,1.0,3.0,65.0,4.0,,,16.0,6.0,4.0,10.0,14.0,1.0,,5.0,4.0,2.0,22.0,1.0,2.0,4.0,,6.0,12.0,,,30.0,30.0,6.0,,3.0,8.0,2.0,2.0,10.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_League_One,2019,Chattanooga Red Wolves SC,a4lein50ic3k50prlercmcm3t,A. Kendall-Moullin,Defender,16,1218.0,14.0,4.0,6.0,,539.0,1.0,37.0,118.0,24.0,3.0,58.0,6.0,2.0,1.0,13.0,157.0,308.0,26.0,76.0,1.0,559.0,5.0,13.0,2.0,378.0,16.0,2.0,134.0,95.0,3.0,88.0,,63.0,14.0,11.0,52.0,750.0,18.0,9.0,8.0,85.0,240.0,4.0,10.0,70.0,,47.0,17.0,26.0,1.0,124.0,48.0,17.0,18.0,,41.0,187.0,,,412.0,425.0,39.0,3.0,18.0,54.0,8.0,20.0,44.0,6.0,,,,1.0,,2.0,,,,1.0,,6.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
