liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Open Play Passes,Backward Passes,Successful Passes Opposition Half,Yellow Cards,Unsuccessful Long Passes,Shots Off Target (inc woodwork),Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Penalty Goals Conceded,Total Passes,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Successful Long Passes,Total Fouls Won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Interceptions,Ground Duels won,Substitute On,Successful Lay-offs,Successful Launches,Goals,Corners Won,Successful Crosses & Corners,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Goals Conceded Outside Box,Set Pieces Goals,Substitute Off,Successful Corners into Box,Blocked Shots,Throw Ins to Opposition Player,Corners Taken (incl short corners),Goals from Outside Box,Shots On Target ( inc goals ),Attempts from Set Pieces,Successful Crosses open play,Aerial Duels won,Left Foot Goals,Unsuccessful Corners into Box,Assists (Intentional),Goal Assists,Tackles Lost,Handballs conceded,Clean Sheets,Through balls,Right Foot Goals,Goals from Inside Box,Unsuccessful lay-offs,Offsides,Foul Won Penalty,Hit Woodwork,Penalties Taken,Penalty Goals,Own Goal Scored,Total Red Cards,Straight Red Cards,Headed Goals,Last Man Tackle,Second Goal Assists,Saves Made,GK Successful Distribution,Crosses not Claimed,Punches,Goalkeeper Smother,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Penalties Conceded,Clearances Off the Line,Penalties Saved,Drops,Saves from Penalty,Red Cards - 2nd Yellow,Penalties Off Target,Other Goals,Times Tackled,Home Goals,Away Goals,Winning Goal,Goal Kicks
USA_USL_Championship,2019,San Antonio FC,52wv7a0dknss7v3sitamb2j8p,E. Ackon,Defender,5,,2970.0,64.0,1687.0,114.0,472.0,7.0,99.0,16.0,64.0,344.0,995.0,81.0,171.0,8.0,1736.0,40.0,76.0,1320.0,45.0,22.0,270.0,600.0,11.0,144.0,257.0,33.0,36.0,126.0,2352.0,33.0,15.0,21.0,285.0,735.0,32.0,10.0,278.0,146.0,41.0,16.0,431.0,101.0,56.0,,33.0,89.0,287.0,1419.0,1466.0,146.0,54.0,153.0,47.0,196.0,,,12.0,,3.0,1.0,33.0,22.0,11.0,,,,1.0,11.0,2.0,,6.0,,1.0,82.0,,,,1.0,27.0,,7.0,2.0,,,1.0,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,31.0,,,0.0,
USA_USL_Championship,2019,San Antonio FC,2ctjr7ezhy5er14sdnos80y51,J. Barmby,Midfielder,11,27.0,2420.0,62.0,1328.0,252.0,690.0,7.0,127.0,23.0,32.0,534.0,431.0,23.0,184.0,6.0,1386.0,38.0,47.0,962.0,41.0,46.0,311.0,353.0,65.0,356.0,140.0,26.0,48.0,55.0,1984.0,32.0,20.0,3.0,220.0,502.0,45.0,10.0,116.0,113.0,33.0,27.0,266.0,17.0,50.0,100.0,32.0,118.0,279.0,1031.0,1075.0,46.0,14.0,150.0,23.0,102.0,6.0,15.0,5.0,8.0,20.0,46.0,19.0,15.0,9.0,2.0,4.0,34.0,24.0,7.0,94.0,5.0,23.0,22.0,8.0,14.0,8.0,54.0,5.0,5.0,9.0,2.0,3.0,10.0,,3.0,1.0,3.0,1.0,2.0,3.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,54.0,6.0,2.0,0.0,
USA_USL_Championship,2019,San Antonio FC,911gmybcrlxhc682o73kibxwq,J. Batrouni,Goalkeeper,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2019,San Antonio FC,a8ngovgs2qfu5udzb97kelg16,E. Bryant,Midfielder,18,6.0,410.0,7.0,169.0,43.0,88.0,1.0,3.0,4.0,7.0,58.0,57.0,4.0,25.0,2.0,173.0,2.0,3.0,138.0,4.0,6.0,28.0,25.0,5.0,23.0,19.0,5.0,4.0,11.0,245.0,6.0,1.0,1.0,26.0,63.0,4.0,10.0,9.0,7.0,1.0,8.0,34.0,3.0,6.0,6.0,6.0,18.0,42.0,141.0,145.0,8.0,4.0,25.0,2.0,8.0,1.0,4.0,,1.0,6.0,,2.0,1.0,2.0,,3.0,,3.0,2.0,,,2.0,,,1.0,,,,,,,2.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1.0,0.0,0.0,
USA_USL_Championship,2019,San Antonio FC,7gmr158kf2dqf7f2bqmg0n9pl,M. Cardone,Goalkeeper,37,,2923.0,1.0,429.0,,56.0,1.0,265.0,,1.0,281.0,472.0,1.0,6.0,8.0,799.0,,,389.0,44.0,,271.0,169.0,,177.0,281.0,33.0,,94.0,1159.0,33.0,,,10.0,472.0,,10.0,21.0,139.0,8.0,,26.0,29.0,55.0,,33.0,4.0,158.0,280.0,528.0,16.0,,5.0,1.0,6.0,,,34.0,,,,137.0,,11.0,,1.0,,,,,,,,,15.0,,,,,1.0,,7.0,,,,,,,,,,1.0,,,,,,94.0,366.0,,14.0,9.0,29.0,37.0,24.0,56.0,9.0,2.0,73.0,,,1.0,2.0,1.0,,,,,,,0.0,266.0
USA_USL_Championship,2019,San Antonio FC,2yqdplrq0zqjcya38k11kewnp,R. Castillo,Midfielder,16,8.0,444.0,1.0,190.0,48.0,86.0,2.0,12.0,12.0,6.0,64.0,84.0,5.0,25.0,1.0,204.0,14.0,5.0,155.0,9.0,17.0,37.0,40.0,5.0,44.0,39.0,5.0,3.0,5.0,298.0,10.0,7.0,2.0,41.0,65.0,7.0,10.0,18.0,12.0,8.0,,47.0,8.0,11.0,12.0,10.0,23.0,51.0,157.0,167.0,6.0,4.0,29.0,4.0,18.0,5.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,2.0,1.0,4.0,3.0,3.0,,8.0,1.0,5.0,7.0,,,3.0,3.0,2.0,2.0,1.0,1.0,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,2.0,0.0,
USA_USL_Championship,2019,San Antonio FC,79pboh9mzuchik3r2027wntgp,A. Đidić,Defender,5,,180.0,,82.0,3.0,17.0,,10.0,3.0,4.0,17.0,54.0,6.0,5.0,,86.0,,,64.0,4.0,3.0,15.0,27.0,,10.0,5.0,2.0,1.0,5.0,122.0,2.0,,2.0,7.0,39.0,4.0,10.0,10.0,7.0,1.0,,14.0,14.0,6.0,,2.0,,17.0,68.0,71.0,7.0,3.0,4.0,6.0,7.0,,,,,1.0,,7.0,,2.0,,,,,,,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
USA_USL_Championship,2019,San Antonio FC,e33ij8055sw0zetmuuhzftvqh,D. Eboussi,Defender,3,1.0,278.0,23.0,124.0,14.0,16.0,2.0,8.0,,3.0,31.0,91.0,5.0,14.0,,129.0,8.0,5.0,104.0,4.0,1.0,22.0,34.0,1.0,15.0,9.0,3.0,4.0,8.0,205.0,5.0,4.0,,25.0,50.0,1.0,10.0,17.0,3.0,1.0,1.0,34.0,18.0,4.0,1.0,5.0,14.0,31.0,102.0,107.0,9.0,5.0,17.0,4.0,11.0,2.0,,,,,,4.0,2.0,,,1.0,,,3.0,,,1.0,,,6.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,0.0,
USA_USL_Championship,2019,San Antonio FC,9lqkxtfg2criva7xpnoca8d1,Pecka,Midfielder,8,1.0,1790.0,4.0,929.0,159.0,337.0,6.0,29.0,2.0,13.0,170.0,525.0,43.0,80.0,4.0,971.0,38.0,21.0,836.0,24.0,4.0,109.0,304.0,9.0,79.0,122.0,21.0,33.0,31.0,1279.0,22.0,22.0,5.0,228.0,252.0,4.0,10.0,136.0,26.0,60.0,15.0,253.0,28.0,34.0,1.0,22.0,104.0,256.0,823.0,862.0,25.0,28.0,117.0,27.0,124.0,1.0,8.0,1.0,2.0,1.0,,11.0,20.0,10.0,,7.0,,,,,1.0,2.0,,,12.0,,,,3.0,15.0,,1.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,31.0,2.0,0.0,0.0,
USA_USL_Championship,2019,San Antonio FC,7i1e818kjeok1iluvmq4z32z9,J. Fenwick,Defender,6,,147.0,,81.0,9.0,15.0,,14.0,,2.0,25.0,48.0,3.0,7.0,1.0,84.0,4.0,1.0,56.0,4.0,,21.0,26.0,,14.0,6.0,2.0,,7.0,108.0,3.0,2.0,,9.0,41.0,1.0,10.0,7.0,7.0,1.0,,13.0,11.0,4.0,,3.0,4.0,8.0,60.0,63.0,4.0,3.0,6.0,1.0,5.0,1.0,,,,,,4.0,,,,2.0,,1.0,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,0.0,
