liga,temporada,equipo,id,nombre,posicion,dorsal,Duels,Total Fouls Won,Goals Conceded Outside Box,Total Clearances,PutThrough/Blocked Distribution Won,Throw Ins to Own Player,Throw Ins to Opposition Player,Unsuccessful Passes Opposition Half,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Tackles Lost,Total Passes,Unsuccessful Launches,Total Tackles,Unsuccessful Long Passes,Time Played,Successful Passes Own Half,Ground Duels lost,Goals Conceded Inside Box,Ground Duels won,Games Played,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Leftside Passes,Starts,Successful Short Passes,Total Fouls Conceded,Total Losses Of Possession,Foul Attempted Tackle,Unsuccessful Short Passes,Duels won,Ground Duels,Tackles Won,Times Tackled,Substitute Off,Recoveries,Index,Successful Open Play Passes,Touches,Appearances,Duels lost,Forward Passes,Goals Conceded,Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Winning Goal,Successful Dribbles,Aerial Duels lost,Successful Lay-offs,Shots On Target ( inc goals ),Interceptions,Aerial Duels,Backward Passes,Successful Passes Opposition Half,Unsuccessful Dribbles,Blocks,Blocked Shots,Rightside Passes,Overruns,Total Touches In Opposition Box,Foul Won Penalty,Total Shots,Aerial Duels won,Saves made - parried,Punches,Crosses not Claimed,Drops,GK Successful Distribution,Successful Long Passes,Goalkeeper Smother,Saves Made,Saves Made from Inside Box,GK Unsuccessful Distribution,Goal Kicks,Catches,Successful Launches,Saves Made from Outside Box,Handballs conceded,Key Passes (Attempt Assists),Yellow Cards,Shots Off Target (inc woodwork),Unsuccessful Crosses & Corners,Successful Crosses & Corners,Offsides,Assists (Intentional),Goal Assists,Unsuccessful Corners into Box,Successful Crosses open play,Corners Taken (incl short corners),Successful Corners into Box,Corners Won,Unsuccessful lay-offs,Clearances Off the Line,Unsuccessful Crosses open play,Goals,Left Foot Goals,Goals from Inside Box,Home Goals,Away Goals,Penalties Taken,Penalties Off Target,Headed Goals,Hit Woodwork,Penalty Goals Conceded,Penalties Faced,Penalties Saved,Saves from Penalty,Attempts from Set Pieces,Right Foot Goals,Saves made - caught,Last Player Tackle,Penalties Conceded,Red Cards - 2nd Yellow,Total Red Cards,Through balls,Penalty Goals,Clean Sheets,Own Goal Scored,Other Goals,Goals from Outside Box,Second Goal Assists,Set Pieces Goals,Straight Red Cards
Concacaf_Concacaf_U17,2025,Curaçao Under 17,2tpa3siou4787c7l5c9t1xpuc,D. Anastacia,Defender,15,3.0,3.0,,,1.0,,,,1.0,,,11.0,,,,116.0,5.0,,2.0,3.0,2.0,1.0,,,1.0,11.0,1.0,,,,3.0,3.0,,,1.0,,10.0,7.0,25.0,2.0,,1.0,2.0,7.0,11.0,1.0,,,,3.0,,,7.0,6.0,,,2.0,3.0,,6.0,,4.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,5osdwfm8zapsaf0md6kfvmcyc,F. Bakhuis,Midfielder,5,4.0,1.0,,,,,,,,,,55.0,,,,90.0,35.0,3.0,2.0,1.0,1.0,,,18.0,1.0,50.0,1.0,1.0,,,1.0,4.0,,,,5.0,10.0,54.0,58.0,1.0,3.0,14.0,2.0,54.0,55.0,0.0,,,,,,,3.0,20.0,,,,20.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,7h7tz3bq0gn08hg5bvzwnxj4k,C. Benita,Midfielder,2,18.0,2.0,,,1.0,1.0,,6.0,1.0,6.0,,23.0,,1.0,,103.0,3.0,11.0,3.0,7.0,2.0,1.0,2.0,2.0,1.0,17.0,1.0,23.0,1.0,6.0,7.0,18.0,1.0,10.0,1.0,2.0,10.0,17.0,58.0,2.0,11.0,2.0,3.0,23.0,17.0,0.0,4.0,,,3.0,,,9.0,14.0,7.0,,1.0,10.0,3.0,12.0,,3.0,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,,,,,,3.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,7shxqz2yvfy4oi0lezx90h4pg,G. Bonevacia,Goalkeeper,1,1.0,,1.0,1.0,,,,5.0,,18.0,,116.0,8.0,,17.0,315.0,95.0,,7.0,,4.0,1.0,13.0,36.0,4.0,83.0,,19.0,,1.0,1.0,,,,1.0,27.0,10.0,62.0,147.0,4.0,,40.0,8.0,75.0,98.0,0.0,,,,,,1.0,,3.0,,,,40.0,,,,,1.0,,,,1.0,46.0,15.0,1.0,10.0,4.0,4.0,35.0,2.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,84vc9gl5zobx8n7uyj01nnris,K. Brazil,Midfielder,3,6.0,,1.0,2.0,,12.0,2.0,2.0,1.0,6.0,1.0,84.0,1.0,3.0,2.0,123.0,29.0,2.0,3.0,4.0,2.0,1.0,4.0,30.0,1.0,75.0,,11.0,,4.0,4.0,6.0,2.0,1.0,,6.0,10.0,78.0,111.0,2.0,2.0,34.0,4.0,84.0,78.0,0.0,1.0,,,,1.0,,10.0,49.0,1.0,,,10.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,1ptir3vvdi38snfyyt866bt3o,T. Bregita,Midfielder,4,,,,,,,,2.0,1.0,2.0,,2.0,,,,1.0,,,,,1.0,,,1.0,,,,2.0,,2.0,,,,,,,10.0,,3.0,1.0,,1.0,,2.0,,0.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,a5eeh8383k4scmr10nk16sljo,D. Busby,Forward,13,88.0,8.0,1.0,1.0,1.0,3.0,,23.0,,24.0,11.0,72.0,,19.0,4.0,296.0,16.0,47.0,6.0,38.0,4.0,5.0,4.0,37.0,4.0,43.0,15.0,78.0,8.0,20.0,41.0,85.0,8.0,28.0,2.0,14.0,10.0,47.0,202.0,4.0,47.0,20.0,7.0,70.0,48.0,1.0,12.0,,,11.0,2.0,3.0,12.0,32.0,24.0,,,3.0,5.0,22.0,,12.0,3.0,,,,,,5.0,,,,,,,,,,4.0,,1.0,3.0,,1.0,,,,,,,4.0,,,3.0,4.0,2.0,4.0,1.0,3.0,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,225yjxybj38i59i1sr7wsu61g,J. Cijntje,Midfielder,12,20.0,,,,1.0,,,5.0,1.0,3.0,1.0,15.0,,1.0,,45.0,1.0,10.0,2.0,8.0,1.0,1.0,,6.0,,12.0,1.0,15.0,,3.0,9.0,18.0,,7.0,,2.0,10.0,12.0,44.0,1.0,11.0,2.0,2.0,15.0,12.0,0.0,7.0,1.0,,,,2.0,7.0,12.0,6.0,,1.0,,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,,,,,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,e26f2ciukbr2cb3q0ke96mz9w,J. Giterson,Goalkeeper,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Concacaf_Concacaf_U17,2025,Curaçao Under 17,beyo6ryai6uh9vqn543f8jl78,N. Isenia,Midfielder,8,9.0,1.0,,,,,,4.0,1.0,2.0,1.0,26.0,,1.0,,76.0,8.0,5.0,2.0,4.0,2.0,1.0,,3.0,1.0,22.0,1.0,9.0,,2.0,4.0,9.0,,2.0,1.0,4.0,10.0,24.0,44.0,2.0,5.0,5.0,2.0,26.0,24.0,0.0,2.0,,,2.0,,,7.0,16.0,,,1.0,11.0,,6.0,,2.0,,,,,,,2.0,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,2.0,1.0,,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
