liga,temporada,equipo,id,nombre,posicion,dorsal,Appearances,Unsuccessful lay-offs,Successful Short Passes,Successful Crosses & Corners,Overruns,Tackles Lost,Shots Off Target (inc woodwork),Recoveries,Unsuccessful Long Passes,Corners Taken (incl short corners),Backward Passes,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Unsuccessful Launches,Total Fouls Won,Goals,Unsuccessful Crosses open play,Yellow Cards,Blocked Shots,Foul Attempted Tackle,Unsuccessful Dribbles,PutThrough/Blocked Distribution Won,Goals Conceded Inside Box,Games Played,Total Fouls Conceded,Successful Crosses open play,Successful Lay-offs,Total Shots,Times Tackled,Key Passes (Attempt Assists),Substitute Off,Rightside Passes,Duels lost,Tackles Won,Goals Conceded,Right Foot Goals,Total Losses Of Possession,Corners Won,Unsuccessful Short Passes,Forward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Unsuccessful Corners into Box,Aerial Duels lost,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,Ground Duels,Total Passes,Through balls,Shots On Target ( inc goals ),Aerial Duels,Unsuccessful Passes Own Half,Successful Passes Own Half,Leftside Passes,Duels,Open Play Passes,Goal Assists,Interceptions,Successful Open Play Passes,Successful Passes Opposition Half,Starts,Successful Dribbles,Goals from Inside Box,Unsuccessful Passes Opposition Half,Goals Conceded Outside Box,Total Clearances,Ground Duels won,Index,Total Touches In Opposition Box,Time Played,Ground Duels lost,Touches,PutThrough/Blocked Distribution,Duels won,Substitute On,Successful Corners into Box,Aerial Duels won,Total Tackles,Successful Long Passes,Assists (Intentional),Home Goals,Away Goals,Winning Goal,Penalty Goals Conceded,Penalties Conceded,Offsides,Blocks,Hit Woodwork,Clean Sheets,Successful Launches,Goals from Outside Box,Headed Goals,Handballs conceded,Penalty Goals,Penalties Off Target,Attempts from Set Pieces,Penalties Taken,Last Player Tackle,Goal Kicks,GK Successful Distribution,Left Foot Goals,Clearances Off the Line,Saves Made from Inside Box,Saves made - parried,Penalties Faced,Saves Made from Outside Box,Saves made - caught,Goalkeeper Smother,Catches,Drops,Punches,GK Unsuccessful Distribution,Saves Made,Foul Won Penalty,Own Goal Scored,Total Red Cards,Straight Red Cards,Second Goal Assists,Crosses not Claimed,Other Goals,Red Cards - 2nd Yellow,Saves from Penalty,Penalties Saved,Set Pieces Goals
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,6yyhtcimqzsoqhp2clnj5x3sa,Z. Fernandez,Midfielder,3,25.0,,783.0,6.0,4.0,25.0,6.0,79.0,23.0,,146.0,19.0,14.0,9.0,56.0,2.0,19.0,7.0,2.0,14.0,13.0,19.0,30.0,25.0,29.0,6.0,1.0,13.0,21.0,16.0,7.0,145.0,84.0,39.0,34.0,1.0,237.0,10.0,128.0,385.0,151.0,,20.0,799.0,140.0,200.0,950.0,,7.0,41.0,46.0,357.0,274.0,241.0,920.0,1.0,34.0,770.0,448.0,22.0,16.0,2.0,124.0,4.0,29.0,136.0,10.0,55.0,1941.0,64.0,1458.0,42.0,157.0,3.0,,21.0,64.0,16.0,1.0,1.0,1.0,1.0,3.0,,3.0,7.0,,1.0,6.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,decwkaskhlyylqo4d0u3eeadw,R. Ferrazzo,Defender,23,20.0,1.0,254.0,7.0,2.0,8.0,5.0,48.0,23.0,,80.0,17.0,8.0,11.0,20.0,2.0,17.0,1.0,2.0,6.0,11.0,7.0,13.0,20.0,18.0,7.0,2.0,11.0,17.0,7.0,6.0,24.0,62.0,19.0,14.0,1.0,137.0,8.0,57.0,114.0,80.0,,12.0,264.0,39.0,100.0,344.0,2.0,6.0,24.0,22.0,115.0,126.0,124.0,343.0,1.0,10.0,263.0,156.0,8.0,4.0,2.0,75.0,1.0,9.0,50.0,10.0,21.0,817.0,50.0,554.0,19.0,62.0,12.0,,12.0,27.0,10.0,1.0,1.0,1.0,0.0,1.0,,3.0,1.0,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,1xta1z2f7yq8bdl2grpffecmi,M. Ferrin,Midfielder,8,27.0,4.0,513.0,2.0,8.0,12.0,21.0,78.0,16.0,3.0,169.0,19.0,2.0,7.0,79.0,6.0,16.0,,16.0,13.0,32.0,18.0,27.0,27.0,26.0,1.0,10.0,48.0,72.0,19.0,13.0,239.0,132.0,22.0,32.0,4.0,253.0,17.0,94.0,173.0,110.0,2.0,26.0,518.0,11.0,249.0,628.0,3.0,27.0,58.0,20.0,122.0,47.0,307.0,619.0,2.0,14.0,509.0,398.0,24.0,31.0,6.0,109.0,5.0,20.0,143.0,10.0,97.0,2126.0,106.0,1106.0,33.0,175.0,3.0,1.0,32.0,34.0,5.0,2.0,5.0,1.0,0.0,2.0,,3.0,3.0,1.0,2.0,,,1.0,,1.0,,7.0,1.0,,,,1.0,,,,,,,,,,,,,3.0,,,,1.0,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,donr4l8zz4x3who55mji62dwp,Y. Fillion,Goalkeeper,1,24.0,,298.0,,,,,140.0,146.0,,,,,96.0,3.0,,,9.0,,1.0,,1.0,31.0,24.0,1.0,,,,,,,106.0,2.0,,36.0,,155.0,1.0,4.0,322.0,150.0,,,399.0,,4.0,549.0,,,3.0,30.0,334.0,121.0,7.0,326.0,,,243.0,65.0,24.0,,,120.0,5.0,20.0,2.0,10.0,,2160.0,2.0,729.0,2.0,5.0,,,3.0,,101.0,,,,0.0,2.0,,,,,4.0,29.0,,,,,,,,,157.0,207.0,,,40.0,16.0,3.0,16.0,2.0,2.0,12.0,1.0,8.0,29.0,57.0,,,,,,,,,1.0,1.0,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,cqu6f2gdqsceak3ifi433tyvp,J. Gagnon-Laparé,Midfielder,28,23.0,1.0,516.0,4.0,2.0,13.0,6.0,66.0,20.0,10.0,171.0,17.0,,3.0,28.0,,6.0,10.0,5.0,10.0,3.0,11.0,20.0,23.0,27.0,3.0,12.0,10.0,28.0,11.0,14.0,194.0,77.0,18.0,23.0,,162.0,7.0,79.0,179.0,99.0,7.0,6.0,557.0,6.0,135.0,656.0,3.0,4.0,20.0,30.0,275.0,112.0,155.0,618.0,2.0,14.0,524.0,286.0,16.0,5.0,,86.0,3.0,13.0,64.0,10.0,26.0,1264.0,71.0,882.0,21.0,78.0,7.0,1.0,14.0,31.0,41.0,1.0,,,0.0,2.0,,,2.0,1.0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,4gqj0svabd39vhdgek92dhwyc,Y. Gavas,Defender,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,dney1uawdhb2lsnj00jcunn1m,T. Giraldo,Midfielder,24,6.0,,47.0,,,1.0,1.0,6.0,3.0,,14.0,1.0,,,1.0,,1.0,1.0,,2.0,1.0,1.0,1.0,6.0,7.0,,3.0,1.0,3.0,,2.0,17.0,15.0,4.0,2.0,,12.0,,4.0,11.0,7.0,,5.0,49.0,1.0,18.0,56.0,,,7.0,4.0,25.0,14.0,25.0,54.0,,,47.0,24.0,2.0,2.0,,4.0,1.0,1.0,8.0,10.0,3.0,154.0,10.0,77.0,4.0,10.0,4.0,,2.0,5.0,2.0,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,2gd6p7oi29nml06jp1fk9o1ec,C. Loughrey,Defender,5,17.0,,519.0,1.0,1.0,7.0,5.0,46.0,51.0,,26.0,1.0,,30.0,7.0,1.0,1.0,1.0,3.0,10.0,,4.0,19.0,17.0,11.0,1.0,,8.0,3.0,3.0,4.0,254.0,35.0,12.0,21.0,,108.0,2.0,43.0,241.0,94.0,,15.0,562.0,5.0,47.0,656.0,2.0,3.0,37.0,32.0,388.0,135.0,84.0,620.0,,5.0,526.0,175.0,14.0,1.0,1.0,63.0,2.0,51.0,27.0,10.0,16.0,1247.0,20.0,812.0,8.0,49.0,3.0,,22.0,19.0,43.0,,1.0,0.0,0.0,2.0,,,18.0,1.0,3.0,6.0,,,,,,,,,14.0,14.0,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,36xtn8vnz60cv95cetinvxy50,D. Mavakala,Defender,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,5iqzt8ebltozgs5zjwru4xx7u,N. Mekidèche,Defender,0,7.0,,272.0,,,3.0,3.0,29.0,24.0,,29.0,,,18.0,7.0,2.0,,2.0,3.0,3.0,,2.0,7.0,7.0,7.0,,,8.0,1.0,,,96.0,19.0,7.0,8.0,,50.0,1.0,20.0,103.0,44.0,,12.0,283.0,6.0,25.0,327.0,,5.0,28.0,23.0,215.0,99.0,53.0,312.0,,8.0,270.0,68.0,7.0,1.0,2.0,21.0,1.0,31.0,18.0,10.0,13.0,630.0,7.0,418.0,4.0,34.0,,,16.0,10.0,11.0,,1.0,1.0,0.0,1.0,1.0,2.0,1.0,,1.0,3.0,,2.0,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,8db9hnkagdgrcx4phnof2c5qs,J. Michel,Goalkeeper,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,81tm004f7odd1h0acwfcfroyc,D. Nimick,Defender,2,24.0,,928.0,5.0,,14.0,11.0,88.0,101.0,,69.0,3.0,2.0,43.0,23.0,8.0,3.0,5.0,2.0,8.0,3.0,11.0,28.0,24.0,32.0,5.0,2.0,24.0,16.0,10.0,1.0,147.0,69.0,21.0,34.0,7.0,237.0,5.0,104.0,575.0,205.0,,19.0,1055.0,24.0,117.0,1260.0,,13.0,69.0,64.0,610.0,469.0,186.0,1183.0,3.0,17.0,985.0,450.0,23.0,10.0,8.0,144.0,6.0,80.0,67.0,10.0,46.0,2003.0,50.0,1567.0,25.0,117.0,1.0,,50.0,35.0,127.0,2.0,5.0,3.0,2.0,2.0,1.0,,12.0,1.0,1.0,15.0,,1.0,1.0,7.0,,,8.0,,,,,1.0,,,,,,,,,,,,,3.0,2.0,,,,,2.0,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,432qk6fgq4y8ss1zqzh4y9us4,G. Probo,Midfielder,27,28.0,3.0,526.0,18.0,2.0,5.0,17.0,70.0,47.0,23.0,159.0,49.0,2.0,14.0,22.0,4.0,34.0,3.0,9.0,9.0,10.0,16.0,19.0,28.0,10.0,9.0,10.0,31.0,22.0,33.0,13.0,184.0,57.0,12.0,22.0,2.0,288.0,12.0,135.0,266.0,182.0,9.0,16.0,608.0,8.0,87.0,790.0,4.0,14.0,28.0,36.0,193.0,181.0,115.0,762.0,2.0,10.0,582.0,433.0,16.0,8.0,3.0,195.0,3.0,8.0,46.0,10.0,34.0,1384.0,41.0,1066.0,41.0,58.0,12.0,8.0,12.0,17.0,82.0,2.0,2.0,2.0,1.0,2.0,,6.0,2.0,,2.0,3.0,1.0,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,8uqytik44ro3mbkz0s8m163xm,A. Rampersad,Midfielder,18,22.0,,934.0,1.0,,20.0,8.0,151.0,27.0,,145.0,4.0,,9.0,37.0,2.0,4.0,2.0,2.0,9.0,9.0,16.0,28.0,22.0,19.0,1.0,11.0,12.0,24.0,15.0,3.0,375.0,73.0,18.0,32.0,1.0,170.0,2.0,92.0,330.0,119.0,,19.0,979.0,8.0,145.0,1098.0,1.0,4.0,40.0,43.0,495.0,248.0,185.0,1067.0,,37.0,948.0,485.0,21.0,17.0,2.0,80.0,4.0,35.0,91.0,10.0,26.0,1866.0,54.0,1400.0,23.0,112.0,1.0,,21.0,38.0,45.0,,2.0,0.0,0.0,2.0,,,10.0,1.0,,1.0,,1.0,2.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,4le816q3ac1isre8sala3iwyy,S. Rea,Midfielder,30,14.0,,235.0,9.0,1.0,4.0,7.0,24.0,7.0,6.0,84.0,14.0,,,9.0,1.0,12.0,3.0,16.0,5.0,20.0,6.0,11.0,14.0,10.0,6.0,11.0,12.0,36.0,9.0,9.0,52.0,53.0,6.0,13.0,,130.0,7.0,49.0,89.0,56.0,2.0,2.0,243.0,5.0,88.0,299.0,,5.0,2.0,6.0,97.0,74.0,90.0,288.0,,6.0,233.0,155.0,9.0,18.0,1.0,64.0,2.0,,37.0,10.0,24.0,734.0,51.0,483.0,14.0,37.0,5.0,2.0,,10.0,8.0,,1.0,0.0,0.0,,,2.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,c63zl2h5m85dxslxkgf6hmwb8,J. Royer,Defender,32,1.0,,4.0,,,,,,2.0,,2.0,,,2.0,1.0,,,,,1.0,,,1.0,1.0,1.0,,,,,,,2.0,2.0,1.0,1.0,,3.0,,1.0,4.0,3.0,,,5.0,1.0,4.0,8.0,,,,3.0,3.0,,4.0,8.0,,,5.0,2.0,,,,,,,2.0,10.0,,14.0,2.0,13.0,1.0,2.0,1.0,,,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,48f53gi4qwscvb9kq8c6miqs4,A. Rushenas,Goalkeeper,13,4.0,,63.0,,,,,31.0,18.0,,,,,15.0,1.0,,,,,,,,6.0,4.0,,,,,,,,27.0,,,7.0,,20.0,,1.0,43.0,19.0,,,70.0,,1.0,89.0,,,,9.0,66.0,19.0,1.0,54.0,,,36.0,4.0,4.0,,,10.0,1.0,6.0,1.0,10.0,,360.0,,138.0,,1.0,,,,,7.0,,,,0.0,1.0,,,,,,5.0,,,,,,,,,28.0,51.0,,,10.0,6.0,1.0,5.0,,,2.0,1.0,1.0,,15.0,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,dfftu36k3j7hccz4u0yc65lka,K. Sow,Defender,16,1.0,,18.0,,,,,,1.0,,4.0,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,8.0,,,,,1.0,,,6.0,1.0,,,19.0,,,20.0,,,,,12.0,2.0,,18.0,,,17.0,7.0,1.0,,,1.0,,1.0,,10.0,,28.0,,21.0,,,,,,,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,afbi7ba716z8at1irydcx44ix,R. Telfer,Forward,7,23.0,,284.0,7.0,4.0,6.0,17.0,45.0,11.0,15.0,123.0,22.0,7.0,4.0,43.0,4.0,14.0,3.0,7.0,8.0,20.0,9.0,19.0,23.0,15.0,2.0,8.0,28.0,45.0,21.0,14.0,99.0,98.0,11.0,22.0,,233.0,13.0,99.0,114.0,110.0,7.0,32.0,301.0,18.0,153.0,411.0,3.0,11.0,59.0,16.0,80.0,75.0,212.0,393.0,2.0,5.0,284.0,228.0,19.0,28.0,4.0,116.0,3.0,11.0,87.0,10.0,72.0,1659.0,66.0,737.0,25.0,114.0,4.0,6.0,27.0,17.0,17.0,1.0,1.0,3.0,2.0,2.0,,6.0,1.0,,1.0,2.0,,,1.0,,,4.0,,,,,4.0,,,,,,,,,,,,,2.0,,,,,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,4rdlxnsv6um9rvzope8uzyh3o,W. Timóteo,Forward,17,21.0,,696.0,24.0,,13.0,6.0,77.0,60.0,33.0,142.0,55.0,11.0,21.0,7.0,,35.0,3.0,4.0,6.0,9.0,22.0,24.0,21.0,10.0,7.0,2.0,7.0,13.0,29.0,4.0,348.0,53.0,35.0,28.0,,256.0,10.0,96.0,342.0,156.0,13.0,14.0,730.0,106.0,101.0,886.0,1.0,1.0,25.0,56.0,384.0,54.0,126.0,840.0,1.0,13.0,690.0,370.0,16.0,7.0,,155.0,4.0,33.0,62.0,10.0,21.0,1540.0,39.0,1292.0,47.0,73.0,5.0,10.0,11.0,48.0,34.0,1.0,,,0.0,1.0,,4.0,7.0,1.0,3.0,8.0,,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
Canada_Canadian_Premier_League,2024,HFX Wanderers FC,1omxnj94inqi9udy1h3dx1rf8,C. Vasconcelos,Forward,41,12.0,1.0,39.0,1.0,,1.0,1.0,13.0,1.0,1.0,12.0,3.0,,1.0,2.0,,3.0,,1.0,2.0,4.0,2.0,1.0,12.0,5.0,,,2.0,9.0,2.0,,10.0,18.0,2.0,2.0,,29.0,,12.0,20.0,13.0,,3.0,39.0,2.0,22.0,52.0,,1.0,5.0,4.0,9.0,10.0,27.0,51.0,,,38.0,31.0,,2.0,,12.0,1.0,1.0,7.0,10.0,6.0,116.0,15.0,87.0,3.0,9.0,12.0,1.0,2.0,3.0,,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
