liga,temporada,equipo,id,nombre,posicion,dorsal,Total Losses Of Possession,Time Played,Total Unsuccessful Passes ( Excl Crosses & Corners ),Open Play Passes,Successful Open Play Passes,Unsuccessful Short Passes,Duels,Forward Passes,Corners Won,Throw Ins to Own Player,Goals Conceded Inside Box,Ground Duels lost,Unsuccessful Passes Own Half,Touches,Successful Passes Own Half,Substitute On,Penalty Goals Conceded,Index,Goals Conceded,Recoveries,Duels lost,Total Passes,Unsuccessful Crosses open play,Total Fouls Conceded,Yellow Cards,Unsuccessful Passes Opposition Half,Total Successful Passes ( Excl Crosses & Corners ) ,Leftside Passes,Appearances,Games Played,Unsuccessful Dribbles,Times Tackled,PutThrough/Blocked Distribution,Unsuccessful Crosses & Corners,Ground Duels,Successful Passes Opposition Half,Successful Short Passes,Home Goals,Away Goals,Winning Goal,Rightside Passes,Successful Long Passes,Goals Conceded Outside Box,Successful Launches,Total Tackles,Aerial Duels,Aerial Duels lost,Blocked Shots,Starts,Substitute Off,Total Touches In Opposition Box,Backward Passes,Unsuccessful Long Passes,Tackles Lost,Interceptions,Total Clearances,Unsuccessful Launches,Total Fouls Won,Aerial Duels won,Duels won,Tackles Won,Ground Duels won,Through balls,Successful Crosses & Corners,Handballs conceded,Last Man Tackle,Successful Crosses open play,Successful Dribbles,Key Passes (Attempt Assists),Foul Attempted Tackle,Blocks,Shots Off Target (inc woodwork),PutThrough/Blocked Distribution Won,Clean Sheets,Shots On Target ( inc goals ),Corners Taken (incl short corners),Throw Ins to Opposition Player,Unsuccessful Corners into Box,Total Shots,Left Foot Goals,Offsides,Goal Assists,Goals from Inside Box,Goals,Goals from Outside Box,Assists (Intentional),Hit Woodwork,Right Foot Goals,Penalties Taken,Successful Lay-offs,Unsuccessful lay-offs,Headed Goals,Penalty Goals,Foul Won Penalty,Second Goal Assists,GK Successful Distribution,Attempts from Set Pieces,Successful Corners into Box,Red Cards - 2nd Yellow,Penalties Conceded,Total Red Cards,Saves Made from Outside Box,Catches,Penalties Saved,Saves from Penalty,Saves made - parried,Punches,Saves Made,Penalties Faced,Saves Made from Inside Box,GK Unsuccessful Distribution,Drops,Overruns,Saves made - caught,Goal Kicks,Straight Red Cards,Penalties Off Target,Clearances Off the Line,Own Goal Scored,Goalkeeper Smother,Set Pieces Goals,Last Player Tackle,Crosses not Claimed
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,rzuit988ertpy1ah8wwlma96,J. Barragán,Defender,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,6cm81d82manuun8t76dy7snh1,C. Battocchio,Midfielder,22,67.0,647.0,42.0,271.0,229.0,32.0,40.0,83.0,3.0,5.0,10.0,11.0,9.0,361.0,102.0,9.0,1.0,10.0,11.0,32.0,17.0,278.0,7.0,6.0,,50.0,236.0,71.0,15.0,15.0,,2.0,4.0,17.0,33.0,142.0,225.0,0.0,0.0,0.0,78.0,11.0,1.0,,14.0,7.0,6.0,,6.0,5.0,6.0,46.0,10.0,4.0,3.0,5.0,4.0,4.0,1.0,23.0,10.0,22.0,2.0,8.0,,,2.0,4.0,15.0,6.0,2.0,2.0,1.0,,4.0,12.0,,7.0,6.0,,1.0,1.0,,,,,,,,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,2mcy76o0t3fqqdwtvc0v2n42y,P. Bennevendo,Defender,64,14.0,135.0,5.0,51.0,46.0,5.0,13.0,19.0,,19.0,1.0,6.0,2.0,97.0,27.0,,1.0,10.0,1.0,12.0,6.0,51.0,,1.0,,3.0,46.0,20.0,2.0,2.0,2.0,4.0,3.0,,12.0,20.0,40.0,0.0,0.0,0.0,6.0,6.0,,1.0,2.0,1.0,,,2.0,1.0,,6.0,,1.0,3.0,3.0,,,1.0,7.0,1.0,6.0,,1.0,,,1.0,4.0,2.0,1.0,,,2.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,ca5ldsa3p3iacyyu5uhjkoo9,W. Corozo,Forward,31,157.0,956.0,66.0,242.0,176.0,61.0,156.0,52.0,13.0,3.0,7.0,65.0,13.0,455.0,69.0,10.0,3.0,10.0,10.0,41.0,94.0,242.0,25.0,16.0,2.0,78.0,176.0,46.0,19.0,19.0,15.0,34.0,26.0,25.0,103.0,111.0,172.0,2.0,3.0,3.0,86.0,4.0,3.0,,12.0,53.0,29.0,5.0,9.0,8.0,42.0,58.0,5.0,2.0,6.0,9.0,2.0,11.0,24.0,62.0,10.0,38.0,1.0,4.0,2.0,,4.0,15.0,11.0,9.0,,9.0,9.0,,13.0,,,,22.0,3.0,2.0,,5.0,5.0,,,1.0,1.0,,8.0,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,1ufneb2htj56ng3i8n2e6o9n9,J. Dinenno,Forward,9,260.0,1873.0,144.0,338.0,195.0,135.0,279.0,86.0,16.0,3.0,23.0,77.0,15.0,658.0,75.0,,5.0,10.0,26.0,36.0,162.0,363.0,13.0,33.0,4.0,142.0,219.0,77.0,21.0,21.0,16.0,50.0,21.0,13.0,112.0,146.0,203.0,2.0,5.0,3.0,138.0,16.0,3.0,1.0,9.0,167.0,85.0,12.0,21.0,2.0,89.0,62.0,9.0,4.0,2.0,20.0,1.0,15.0,82.0,117.0,5.0,35.0,1.0,2.0,6.0,,2.0,11.0,13.0,11.0,2.0,35.0,6.0,5.0,27.0,,1.0,,62.0,1.0,5.0,4.0,6.0,7.0,1.0,3.0,4.0,6.0,3.0,15.0,2.0,,2.0,1.0,,,1.0,,,,2.0,,,,,,,,,,,,,,,2.0,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,3ndpqn2snwrmb51rbadhrroph,N. Freire,Defender,23,186.0,1800.0,181.0,780.0,601.0,90.0,149.0,379.0,3.0,1.0,18.0,19.0,62.0,1027.0,444.0,,5.0,10.0,21.0,81.0,60.0,798.0,,12.0,2.0,119.0,617.0,137.0,20.0,20.0,,,15.0,,51.0,173.0,550.0,0.0,0.0,0.0,256.0,67.0,3.0,13.0,28.0,98.0,41.0,3.0,20.0,,15.0,26.0,91.0,14.0,37.0,89.0,42.0,5.0,57.0,89.0,14.0,32.0,,,1.0,,,,1.0,7.0,13.0,3.0,11.0,8.0,1.0,,,,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,3fy0iphvltx8ujfyvm87tno16,R. Galindo,Midfielder,47,50.0,403.0,47.0,175.0,128.0,22.0,42.0,97.0,,5.0,5.0,12.0,11.0,249.0,81.0,3.0,,10.0,5.0,20.0,18.0,178.0,,6.0,4.0,36.0,131.0,45.0,8.0,8.0,,,5.0,,26.0,50.0,118.0,0.0,0.0,0.0,30.0,13.0,,2.0,14.0,16.0,6.0,,5.0,2.0,2.0,6.0,25.0,5.0,7.0,17.0,11.0,,10.0,24.0,9.0,14.0,,,,,,,,5.0,4.0,,3.0,1.0,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,5yc9y7f8aoxptz1o4ieu22ezu,A. García,Midfielder,14,12.0,111.0,4.0,24.0,20.0,3.0,12.0,7.0,,,2.0,5.0,1.0,49.0,8.0,5.0,,10.0,2.0,4.0,6.0,26.0,,3.0,,3.0,22.0,10.0,6.0,6.0,1.0,2.0,3.0,,10.0,14.0,18.0,0.0,0.0,0.0,4.0,4.0,,,1.0,2.0,1.0,,1.0,1.0,1.0,5.0,1.0,,1.0,2.0,,3.0,1.0,6.0,1.0,5.0,,,,,,1.0,1.0,2.0,,1.0,2.0,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,ecy5lwznvuav2k9lu504r5b3e,Marco García,Midfielder,48,87.0,401.0,46.0,169.0,124.0,38.0,43.0,58.0,4.0,2.0,5.0,20.0,11.0,264.0,45.0,8.0,1.0,10.0,5.0,24.0,30.0,178.0,9.0,8.0,,52.0,132.0,46.0,12.0,12.0,3.0,7.0,8.0,17.0,31.0,92.0,125.0,0.0,1.0,1.0,44.0,7.0,,1.0,8.0,12.0,10.0,3.0,4.0,4.0,3.0,30.0,8.0,2.0,2.0,1.0,3.0,2.0,2.0,13.0,6.0,11.0,1.0,5.0,1.0,,,1.0,5.0,4.0,3.0,5.0,1.0,,3.0,12.0,,6.0,8.0,1.0,,,,1.0,1.0,,,,,3.0,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2021-2022,Club Universidad Nacional,c1145cq8xqwj59vug45bcvu5m,Ángel García,Midfielder,205,9.0,47.0,4.0,17.0,13.0,1.0,8.0,6.0,,2.0,1.0,4.0,,27.0,5.0,2.0,,10.0,1.0,4.0,5.0,17.0,1.0,2.0,,5.0,13.0,7.0,2.0,2.0,,2.0,,1.0,6.0,8.0,13.0,0.0,0.0,0.0,1.0,,,,1.0,2.0,1.0,,,,,3.0,3.0,,,,,1.0,1.0,3.0,1.0,2.0,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
