root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Appearances,Goals Conceded Inside Box,Starts,Total Tackles,Duels won,Ground Duels won,Goals Conceded,Total Fouls Conceded,Recoveries,Total Passes,Touches,Unsuccessful Short Passes,Ground Duels,Index,Unsuccessful Passes Opposition Half,Games Played,Total Losses Of Possession,Leftside Passes,Successful Passes Opposition Half,Duels lost,Forward Passes,Duels,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Passes Own Half,Total Unsuccessful Passes ( Excl Crosses & Corners ),Time Played,Backward Passes,Open Play Passes,Penalty Goals Conceded,Tackles Won,Ground Duels lost,Successful Short Passes,Successful Open Play Passes,Substitute Off,Interceptions,Total Fouls Won,Winning Goal,Rightside Passes,Saves Made,Saves Made from Inside Box,GK Successful Distribution,Unsuccessful Passes Own Half,Catches,GK Unsuccessful Distribution,Penalties Faced,Goal Kicks,Unsuccessful Long Passes,Successful Long Passes,Saves Made from Outside Box,Saves made - parried,Total Clearances,PutThrough/Blocked Distribution,Aerial Duels lost,PutThrough/Blocked Distribution Won,Foul Attempted Tackle,Substitute On,Aerial Duels,Successful Launches,Throw Ins to Own Player,Aerial Duels won,Tackles Lost,Throw Ins to Opposition Player,Blocks,Times Tackled,Successful Crosses & Corners,Successful Dribbles,Successful Corners into Box,Successful Lay-offs,Yellow Cards,Unsuccessful Crosses & Corners,Corners Won,Overruns,Unsuccessful Corners into Box,Unsuccessful Crosses open play,Corners Taken (incl short corners),Key Passes (Attempt Assists),Unsuccessful Dribbles,Successful Crosses open play,Total Touches In Opposition Box,Total Shots,Offsides,Shots On Target ( inc goals ),Unsuccessful Launches,Penalties Conceded,Handballs conceded,Shots Off Target (inc woodwork),Clearances Off the Line,Drops,Total Red Cards,Straight Red Cards,Attempts from Set Pieces,Blocked Shots,Red Cards - 2nd Yellow,Goals Conceded Outside Box,Through balls,Goal Assists,Goals,Left Foot Goals,Goals from Inside Box,Assists (Intentional),Right Foot Goals,Home Goals,Away Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Saves made - caught,Headed Goals,Hit Woodwork,Unsuccessful lay-offs,Goals from Outside Box,Own Goal Scored,Punches,Saves from Penalty,Penalties Saved,Set Pieces Goals,Clean Sheets,Goalkeeper Smother,Second Goal Assists,Last Man Tackle,Other Goals,Last Player Tackle
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,909s1dcf989ff1ckqvq1jz0lx,J. Bather,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,1w8gjrkpldnddio7kz6p5shuy,J. Bean,Forward,0,6.0,6.0,6.0,2.0,21.0,17.0,7.0,8.0,5.0,77.0,145.0,13.0,41.0,10.0,14.0,6.0,43.0,20.0,47.0,35.0,16.0,56.0,62.0,15.0,15.0,478.0,27.0,69.0,,1.0,24.0,60.0,54.0,5.0,1.0,6.0,0.0,14.0,,,,1.0,,,,,2.0,2.0,,,,,11.0,,3.0,,15.0,,,4.0,1.0,,,14.0,,9.0,,3.0,1.0,,6.0,1.0,,,,3.0,6.0,,22.0,10.0,6.0,8.0,,,,2.0,,,,,,2.0,,1.0,1.0,1.0,1.0,,,,1.0,0.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,23zgnzggwb7oi06k5x2hc3bp,D. Bell,Goalkeeper,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,ewe8hgaz618sx81m96zrdzv1l,M. Butterfield,Midfielder,0,1.0,,1.0,3.0,4.0,4.0,,4.0,11.0,42.0,52.0,4.0,10.0,10.0,7.0,1.0,9.0,6.0,13.0,7.0,13.0,11.0,35.0,22.0,7.0,90.0,4.0,42.0,,3.0,6.0,32.0,35.0,,,,0.0,19.0,,,,1.0,,,,,3.0,3.0,,,2.0,1.0,1.0,1.0,2.0,,1.0,,,,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,74ilnkmikufau9iu2qk80qjo4,J. Butterfield-Steede,Defender,0,2.0,3.0,2.0,8.0,15.0,14.0,4.0,,12.0,59.0,123.0,7.0,18.0,10.0,12.0,2.0,26.0,1.0,27.0,8.0,24.0,23.0,49.0,23.0,10.0,180.0,12.0,59.0,,4.0,4.0,49.0,49.0,,3.0,2.0,0.0,22.0,,,,2.0,,,,,3.0,,,,2.0,4.0,4.0,3.0,,,5.0,,22.0,1.0,4.0,4.0,,3.0,1.0,4.0,,,,4.0,,,,4.0,,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,mrkv5cz4x8g6eq1tld3lanf8,R. Coddington,Forward,0,5.0,5.0,1.0,3.0,21.0,20.0,5.0,3.0,2.0,26.0,73.0,8.0,34.0,10.0,11.0,5.0,26.0,7.0,13.0,15.0,8.0,36.0,17.0,5.0,9.0,133.0,10.0,25.0,1.0,3.0,14.0,16.0,16.0,1.0,1.0,8.0,0.0,1.0,,,,1.0,,,,,1.0,1.0,,,,3.0,1.0,,1.0,4.0,2.0,,1.0,1.0,,,,9.0,1.0,9.0,,,,3.0,2.0,,,3.0,1.0,6.0,9.0,1.0,13.0,4.0,4.0,3.0,,,,1.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,4pqmye7dvhuf5sq7ftox0npqs,J. Commissiong,Defender,0,,,,,1.0,1.0,,,,2.0,5.0,,2.0,,,,2.0,1.0,2.0,1.0,,2.0,2.0,,,,,2.0,,,1.0,2.0,2.0,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,8pwysalqktqrzbxmfabfidkb8,D. Cook,Defender,0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,1.0,10.0,68.0,101.0,15.0,6.0,10.0,18.0,2.0,29.0,5.0,20.0,5.0,34.0,9.0,46.0,26.0,22.0,147.0,12.0,68.0,,2.0,3.0,39.0,46.0,1.0,1.0,,0.0,17.0,,,,6.0,,,,,7.0,7.0,,,4.0,,2.0,,,,3.0,3.0,16.0,1.0,1.0,1.0,,2.0,,,,,1.0,2.0,,,,2.0,,,2.0,,2.0,2.0,,1.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,5kt5t8xkuom71hvqt89uq4twq,K. Crichlow,Midfielder,0,6.0,5.0,6.0,4.0,17.0,15.0,6.0,4.0,22.0,129.0,191.0,24.0,41.0,10.0,23.0,6.0,49.0,26.0,62.0,28.0,30.0,45.0,103.0,41.0,26.0,375.0,26.0,128.0,,1.0,26.0,95.0,103.0,6.0,,3.0,2.0,47.0,,,,3.0,,,,,2.0,8.0,,,2.0,6.0,2.0,3.0,1.0,,4.0,,,2.0,3.0,,,12.0,,8.0,,,,,,3.0,,,,3.0,6.0,,15.0,11.0,1.0,6.0,,,,5.0,,,,,1.0,1.0,,1.0,,2.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Nations_League,2023-2024,Bermuda,Bermuda,1moud6tpl50s5vo56vbvljxex,J. Donawa,Forward,0,4.0,4.0,4.0,4.0,13.0,11.0,5.0,2.0,14.0,83.0,133.0,14.0,22.0,10.0,20.0,4.0,34.0,27.0,49.0,13.0,22.0,26.0,66.0,20.0,17.0,289.0,27.0,82.0,1.0,4.0,11.0,62.0,65.0,2.0,1.0,3.0,0.0,7.0,,,,2.0,,,,,3.0,4.0,,,1.0,1.0,2.0,1.0,1.0,,4.0,,8.0,2.0,,1.0,,6.0,3.0,4.0,2.0,,,5.0,1.0,,2.0,3.0,4.0,4.0,5.0,1.0,10.0,4.0,,1.0,1.0,,,3.0,,,,,,2.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
