root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Throw Ins to Own Player,Substitute On,Successful Launches,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Unsuccessful Long Passes,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Unsuccessful Passes ( Excl Crosses & Corners ),Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Throw Ins to Opposition Player,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Appearances,Blocks,Ground Duels,Forward Passes,Index,Duels won,Successful Long Passes,Successful Crosses open play,Total Fouls Won,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Ground Duels lost,Leftside Passes,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Saves Made,GK Successful Distribution,Penalties Conceded,Total Fouls Conceded,Rightside Passes,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Yellow Cards,PutThrough/Blocked Distribution Won,Substitute Off,Corners Taken (incl short corners),Foul Attempted Tackle,Aerial Duels won,Unsuccessful Dribbles,Offsides,Shots Off Target (inc woodwork),Total Shots,Total Touches In Opposition Box,Unsuccessful Corners into Box,Handballs conceded,Assists (Intentional),Goal Assists,Goals,Blocked Shots,Shots On Target ( inc goals ),Left Foot Goals,Headed Goals,Goals from Inside Box,Set Pieces Goals,Successful Corners into Box,Goals from Outside Box,Attempts from Set Pieces,Clearances Off the Line,Hit Woodwork,Unsuccessful lay-offs,Successful Lay-offs,Clean Sheets,Punches,Total Red Cards,Straight Red Cards,Crosses not Claimed,Through balls,Own Goal Scored,Right Foot Goals,Foul Won Penalty,Penalties Taken,Penalty Goals,Goals Conceded Outside Box,Goalkeeper Smother,Red Cards - 2nd Yellow,Penalties Saved,Saves from Penalty,Last Man Tackle,Other Goals
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,5e5dq7fv36fgaigbf080p2cid,R. Addles,Forward,80,4.0,180.0,1.0,,1.0,69.0,3.0,17.0,2.0,44.0,,4.0,2.0,31.0,19.0,3.0,11.0,76.0,,56.0,4.0,15.0,1.0,23.0,,9.0,2.0,,,110.0,2.0,1.0,20.0,23.0,49.0,9.0,5.0,1.0,4.0,24.0,,5.0,8.0,2.0,13.0,23.0,56.0,61.0,4.0,2.0,15.0,1.0,1.0,7.0,,,,7.0,13.0,,,,,,,,,2.0,,,4.0,5.0,2.0,2.0,,1.0,4.0,,3.0,,1.0,1.0,,2.0,3.0,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,4xf1ylfqfd2hai26u2tb28ted,R. Algandona,Defender,6,,90.0,,,1.0,44.0,,2.0,,15.0,2.0,4.0,3.0,5.0,27.0,1.0,,46.0,,38.0,1.0,4.0,,3.0,,2.0,1.0,,1.0,52.0,1.0,,5.0,15.0,45.0,1.0,4.0,,,8.0,,1.0,,1.0,4.0,19.0,40.0,42.0,3.0,1.0,7.0,,3.0,1.0,,,,1.0,10.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,bggytx486pqcpjadyeck32qc5,A. Ariano,Defender,92,,244.0,1.0,,,44.0,,1.0,,11.0,3.0,10.0,9.0,30.0,11.0,5.0,16.0,48.0,,19.0,4.0,26.0,,21.0,,6.0,3.0,,5.0,106.0,3.0,4.0,12.0,36.0,41.0,19.0,3.0,,6.0,31.0,24.0,4.0,,3.0,3.0,6.0,22.0,22.0,19.0,4.0,12.0,1.0,9.0,9.0,,,,7.0,5.0,,,,,,,,,2.0,,1.0,,3.0,10.0,,,1.0,1.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,8hh171k1jy21ohncvyh326y95,O. Brown,Forward,14,,33.0,,1.0,,3.0,,1.0,,3.0,,,,3.0,,,,3.0,,3.0,,,,,,,,,,7.0,1.0,,1.0,1.0,18.0,,,,,1.0,,,,1.0,1.0,1.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,1fz6kqbr8i7sunii6wymjkonp,Y. Bárcenas,Midfielder,28,5.0,293.0,,,,95.0,3.0,23.0,9.0,60.0,,,2.0,45.0,27.0,3.0,20.0,98.0,9.0,77.0,4.0,20.0,8.0,28.0,,10.0,4.0,5.0,2.0,170.0,4.0,,33.0,21.0,78.0,20.0,1.0,4.0,5.0,40.0,1.0,4.0,10.0,4.0,18.0,42.0,75.0,78.0,7.0,1.0,20.0,2.0,2.0,15.0,,,,7.0,12.0,,,,,,,,,,5.0,3.0,12.0,7.0,5.0,5.0,,2.0,6.0,16.0,4.0,,4.0,4.0,2.0,1.0,4.0,1.0,,2.0,,5.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,14w735yvwp7p9i8vnowxetfbp,F. Caesar,Defender,3,,428.0,3.0,,,90.0,,3.0,2.0,21.0,12.0,20.0,3.0,41.0,40.0,6.0,16.0,95.0,,52.0,7.0,36.0,1.0,24.0,,16.0,5.0,2.0,12.0,156.0,5.0,9.0,12.0,64.0,36.0,13.0,7.0,2.0,,22.0,18.0,8.0,,5.0,6.0,14.0,57.0,59.0,10.0,4.0,9.0,2.0,13.0,6.0,,,,2.0,14.0,,,,,,,,,2.0,1.0,1.0,,2.0,7.0,,1.0,1.0,2.0,3.0,,,,,1.0,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,2nzfmsbs81ha81fh3wgulhihh,R. Chen,Defender,12,,180.0,,,,64.0,,2.0,,12.0,2.0,5.0,2.0,15.0,43.0,3.0,8.0,68.0,,53.0,4.0,13.0,,9.0,,5.0,2.0,1.0,4.0,87.0,2.0,1.0,11.0,23.0,48.0,7.0,2.0,,3.0,15.0,4.0,5.0,,2.0,6.0,9.0,51.0,55.0,4.0,3.0,8.0,,3.0,5.0,,,,4.0,34.0,,,,,,,,,,1.0,,,,2.0,,,1.0,2.0,2.0,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,4aavwhetkiuwr9scrm1eyuvh1,G. Chiari,Midfielder,7,,31.0,,1.0,,25.0,1.0,5.0,,14.0,,1.0,,9.0,4.0,2.0,6.0,25.0,,18.0,,7.0,1.0,6.0,,3.0,,1.0,1.0,32.0,1.0,,4.0,14.0,93.0,2.0,,,,4.0,,,,1.0,2.0,2.0,18.0,18.0,,2.0,2.0,,1.0,2.0,,,,,4.0,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,3e3ba7r98338al2o1aqpveeol,A. Córdoba,Goalkeeper,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_norteamerica,Concacaf_Concacaf_Champions_Cup,2016-2017,CD Árabe Unido,CD_Árabe_Unido,3ob1btwa2qtnc1nuiuu5e0pud,J. Cox,Forward,12,1.0,255.0,,,,52.0,3.0,15.0,,29.0,,,15.0,35.0,13.0,1.0,16.0,58.0,7.0,41.0,4.0,16.0,1.0,15.0,,7.0,3.0,1.0,2.0,100.0,3.0,1.0,29.0,11.0,61.0,14.0,1.0,,,50.0,2.0,4.0,1.0,3.0,21.0,17.0,36.0,42.0,21.0,1.0,36.0,,1.0,8.0,,,,7.0,15.0,,,,,,,,,2.0,1.0,1.0,,3.0,6.0,7.0,2.0,2.0,6.0,16.0,,1.0,1.0,1.0,2.0,1.0,4.0,,2.0,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
