liga,temporada,equipo,id,nombre,posicion,dorsal,Total Fouls Conceded,Duels,Unsuccessful Crosses & Corners,Total Successful Passes ( Excl Crosses & Corners ) ,Throw Ins to Own Player,PutThrough/Blocked Distribution,Open Play Passes,Unsuccessful Crosses open play,Offsides,Aerial Duels won,Fifty Fifty,Unsuccessful Passes Opposition Half,Leftside Passes,Games Played,GK Unsuccessful Distribution,Successful Long Passes,GK Successful Distribution,Shots Off Target (inc woodwork),Total Losses Of Possession,Successful Passes Own Half,Ground Duels,Interceptions,Time Played,Total Touches In Opposition Box,Total Clearances,Rightside Passes,Handballs conceded,Unsuccessful Short Passes,Touches,Backward Passes,Yellow Cards,Total Fouls Won,Duels lost,Total Tackles,Forward Passes,Substitute On,Total Shots,Successful Open Play Passes,Goals Conceded Inside Box,Clean Sheets,Successful Passes Opposition Half,Appearances,Total Passes,Ground Duels won,Corners Won,Tackles Won,Goals Conceded,Unsuccessful Launches,Successful Launches,PutThrough/Blocked Distribution Won,Aerial Duels lost,Foul Attempted Tackle,Times Tackled,Throw Ins to Opposition Player,Index,Successful Fifty Fifty,Aerial Duels,Successful Short Passes,Penalty Goals Conceded,Starts,Recoveries,Blocks,Ground Duels lost,Goals Conceded Outside Box,Unsuccessful Long Passes,Blocked Shots,Substitute Off,Penalties Conceded,Goal Kicks,Key Passes (Attempt Assists),Duels won,Unsuccessful Passes Own Half,Tackles Lost,Total Unsuccessful Passes ( Excl Crosses & Corners ),Winning Goal,Successful Crosses & Corners,Penalty Goals,Corners Taken (incl short corners),Unsuccessful Corners into Box,Hit Woodwork,Right Foot Goals,Set Pieces Goals,Penalties Off Target,Through balls,Successful Dribbles,Successful Crosses open play,Second Goal Assists,Shots On Target ( inc goals ),Assists (Intentional),Successful Corners into Box,Unsuccessful Dribbles,Total Red Cards,Unsuccessful lay-offs,Penalties Taken,Goals from Inside Box,Goal Assists,Attempts from Set Pieces,Successful Lay-offs,Goals,Red Cards - 2nd Yellow,Overruns,Goals from Outside Box,Home Goals,Away Goals,Left Foot Goals,Headed Goals,Saves Made from Inside Box,Saves made - parried,Goalkeeper Smother,Saves Made,Saves Made from Outside Box,Straight Red Cards,Penalties Faced,Drops,Catches,Punches,Last Man Tackle,Own Goal Scored,Foul Won Penalty,Clearances Off the Line,Saves made - caught,Crosses not Claimed,Last Player Tackle,Other Goals,Saves from Penalty,Penalties Saved
USA_MLS,2023,New York City Football Club,2dbik29e0m9bil2ofn2yhrget,T. Alfaro,Defender,93,12.0,45.0,2.0,375.0,4.0,8.0,420.0,2.0,,7.0,5.0,42.0,31.0,12.0,,8.0,11.0,,75.0,253.0,29.0,9.0,757.0,4.0,29.0,182.0,,48.0,530.0,31.0,3.0,1.0,29.0,8.0,202.0,4.0,,349.0,17.0,1.0,123.0,12.0,446.0,9.0,1.0,4.0,20.0,7.0,2.0,2.0,9.0,7.0,,,21.0,3.0,16.0,367.0,1.0,8.0,36.0,10.0,20.0,3.0,23.0,1.0,3.0,1.0,11.0,1.0,16.0,31.0,4.0,71.0,0.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New York City Football Club,8rxwwv5nvmf9rd4oesd4rh5re,Talles Magno,Forward,43,19.0,289.0,7.0,513.0,2.0,27.0,606.0,7.0,16.0,25.0,36.0,97.0,101.0,30.0,,18.0,,15.0,287.0,135.0,232.0,5.0,1908.0,110.0,8.0,223.0,2.0,107.0,1047.0,170.0,1.0,49.0,145.0,30.0,128.0,10.0,44.0,497.0,17.0,3.0,378.0,30.0,622.0,119.0,14.0,16.0,21.0,,,16.0,32.0,6.0,88.0,1.0,50.0,13.0,57.0,495.0,1.0,20.0,76.0,,113.0,4.0,2.0,7.0,10.0,,,25.0,144.0,19.0,14.0,109.0,0.0,,,,,,1.0,,,6.0,40.0,,1.0,29.0,,,44.0,,3.0,,4.0,2.0,,24.0,4.0,,8.0,,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New York City Football Club,9pq2wn44lj2euuol8x42qrl78,M. Bakrar,Forward,9,9.0,71.0,2.0,64.0,1.0,6.0,101.0,2.0,7.0,17.0,,41.0,18.0,10.0,,1.0,,14.0,78.0,18.0,34.0,2.0,760.0,39.0,4.0,33.0,,41.0,198.0,24.0,,4.0,44.0,2.0,32.0,,23.0,58.0,5.0,1.0,47.0,10.0,107.0,10.0,9.0,,6.0,,,2.0,20.0,6.0,14.0,,10.0,,37.0,63.0,1.0,10.0,16.0,,24.0,1.0,2.0,5.0,9.0,,,2.0,27.0,4.0,2.0,43.0,1.0,1.0,,,,1.0,1.0,,,1.0,4.0,1.0,,9.0,,,11.0,,,1.0,3.0,,,3.0,3.0,,1.0,,3.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New York City Football Club,d7efidcaz053ml8l4h19i7fmx,L. Barraza,Goalkeeper,1,1.0,8.0,,793.0,,,720.0,,,4.0,,149.0,339.0,24.0,54.0,116.0,219.0,,212.0,738.0,3.0,1.0,2160.0,,16.0,317.0,,10.0,1196.0,,3.0,,2.0,,340.0,,,617.0,27.0,4.0,55.0,24.0,996.0,2.0,,,31.0,36.0,9.0,,1.0,,,,61.0,,5.0,677.0,2.0,24.0,171.0,,1.0,4.0,193.0,,,,177.0,1.0,6.0,54.0,,203.0,0.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,39.0,21.0,4.0,62.0,23.0,,2.0,,10.0,4.0,,,,,,,,,,
USA_MLS,2023,New York City Football Club,8sydisziijh84elb8dprtlduy,N. Benalcázar,Defender,33,,,,3.0,,,3.0,,,,1.0,,1.0,1.0,,,,,1.0,2.0,,1.0,9.0,,,,,,6.0,,,,,,2.0,1.0,,3.0,,,1.0,1.0,3.0,,,,,,,,,,,,85.0,1.0,,3.0,,,1.0,1.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New York City Football Club,40lk020a1p1cvmj86ids7k05x,M. Chanot,Defender,4,19.0,130.0,,1052.0,4.0,14.0,1145.0,,1.0,36.0,33.0,82.0,320.0,19.0,,92.0,,10.0,163.0,840.0,73.0,27.0,1710.0,17.0,90.0,440.0,,73.0,1435.0,54.0,5.0,11.0,55.0,26.0,383.0,,14.0,1006.0,17.0,3.0,212.0,19.0,1197.0,39.0,2.0,16.0,23.0,32.0,4.0,9.0,21.0,7.0,4.0,1.0,69.0,20.0,57.0,960.0,2.0,19.0,109.0,8.0,34.0,6.0,72.0,1.0,,,,,75.0,63.0,10.0,145.0,1.0,,,,,,1.0,,,1.0,3.0,,,4.0,,,,,,,1.0,,,1.0,1.0,,1.0,,1.0,0.0,,,,,,,,,,,,,2.0,,,,,,,,,
USA_MLS,2023,New York City Football Club,esk1w6ycz34w1r3te22shohrd,B. Cufré,Defender,3,31.0,169.0,38.0,587.0,149.0,50.0,718.0,38.0,2.0,5.0,19.0,125.0,38.0,25.0,,21.0,,11.0,256.0,286.0,146.0,17.0,1873.0,41.0,30.0,256.0,1.0,104.0,1211.0,189.0,6.0,13.0,90.0,39.0,249.0,3.0,17.0,574.0,20.0,4.0,310.0,25.0,732.0,74.0,11.0,25.0,25.0,22.0,2.0,26.0,18.0,20.0,27.0,13.0,39.0,10.0,23.0,566.0,3.0,22.0,112.0,4.0,72.0,5.0,41.0,7.0,9.0,,,20.0,79.0,58.0,14.0,145.0,0.0,9.0,,,,2.0,,,,1.0,22.0,9.0,,6.0,2.0,,12.0,1.0,,,2.0,3.0,2.0,2.0,2.0,,2.0,,2.0,0.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,
USA_MLS,2023,New York City Football Club,ck71v8brvqxzz905c5o9966ay,J. Denis,Forward,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New York City Football Club,bcqm1336567dby1unnafdx638,J. Fernández,Forward,11,5.0,47.0,11.0,130.0,6.0,15.0,165.0,4.0,,3.0,,37.0,64.0,9.0,,9.0,,6.0,86.0,32.0,40.0,2.0,320.0,20.0,,20.0,,29.0,277.0,37.0,1.0,3.0,29.0,7.0,47.0,7.0,12.0,127.0,6.0,,106.0,9.0,168.0,15.0,3.0,5.0,6.0,4.0,,10.0,4.0,1.0,14.0,1.0,10.0,,7.0,121.0,1.0,2.0,18.0,,25.0,,9.0,3.0,2.0,,,14.0,18.0,12.0,2.0,38.0,1.0,8.0,,15.0,7.0,,,,,2.0,5.0,3.0,,6.0,,5.0,5.0,,,,1.0,,1.0,5.0,2.0,,,1.0,2.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,
USA_MLS,2023,New York City Football Club,8jcyfhvczj2dw1gmxrmna2609,M. Freese,Goalkeeper,49,,1.0,,233.0,,,216.0,,,1.0,,75.0,78.0,10.0,28.0,45.0,113.0,,96.0,204.0,,,900.0,,2.0,81.0,,4.0,424.0,,,,,,169.0,,,169.0,5.0,5.0,29.0,10.0,328.0,,,,8.0,22.0,4.0,,,,,,45.0,,1.0,188.0,2.0,10.0,90.0,,,3.0,91.0,,,,81.0,,1.0,20.0,,95.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,7.0,,29.0,15.0,,2.0,,3.0,1.0,,,,,4.0,1.0,,,,
USA_MLS,2023,New York City Football Club,3dt4cojmf1ahkayoeob2ryl4a,T. Gray,Defender,24,20.0,159.0,18.0,960.0,111.0,36.0,1106.0,18.0,1.0,31.0,18.0,114.0,414.0,28.0,,53.0,,2.0,237.0,588.0,114.0,27.0,2047.0,4.0,71.0,82.0,,126.0,1577.0,193.0,4.0,23.0,54.0,39.0,446.0,4.0,5.0,933.0,23.0,5.0,377.0,28.0,1135.0,74.0,,21.0,29.0,21.0,5.0,16.0,14.0,10.0,13.0,13.0,48.0,10.0,45.0,907.0,3.0,24.0,131.0,8.0,40.0,6.0,49.0,1.0,7.0,1.0,,4.0,105.0,79.0,18.0,175.0,0.0,5.0,,,,,,,,1.0,12.0,5.0,,3.0,1.0,,7.0,,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,
