liga,temporada,equipo,id,nombre,posicion,dorsal,Unsuccessful Crosses open play,Time Played,Substitute On,Successful Lay-offs,Successful Launches,Goals,Right Foot Goals,Open Play Passes,Corners Won,Backward Passes,Successful Crosses & Corners,Successful Passes Opposition Half,Unsuccessful Launches,Yellow Cards,Unsuccessful Long Passes,PutThrough/Blocked Distribution Won,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Aerial Duels lost,Total Losses Of Possession,Successful Passes Own Half,Total Tackles,Unsuccessful Short Passes,Total Passes,Substitute Off,Total Fouls Conceded,Successful Dribbles,Successful Short Passes,Goals Conceded Inside Box,Total Shots,Total Unsuccessful Passes ( Excl Crosses & Corners ),Successful Corners into Box,Rightside Passes,Key Passes (Attempt Assists),Unsuccessful Passes Opposition Half,Blocked Shots,Recoveries,Starts,PutThrough/Blocked Distribution,Unsuccessful Passes Own Half,Touches,Corners Taken (incl short corners),Appearances,Foul Attempted Tackle,Blocks,Ground Duels,Forward Passes,Total Touches In Opposition Box,Index,Duels won,Shots On Target ( inc goals ),Successful Long Passes,Successful Crosses open play,Total Fouls Won,Aerial Duels won,Unsuccessful Dribbles,Duels,Total Clearances,Goals Conceded,Unsuccessful Crosses & Corners,Games Played,Unsuccessful Corners into Box,Assists (Intentional),Ground Duels lost,Leftside Passes,Goals from Inside Box,Successful Open Play Passes,Total Successful Passes ( Excl Crosses & Corners ) ,Aerial Duels,Clean Sheets,Goal Assists,Through balls,Tackles Won,Duels lost,Tackles Lost,Interceptions,Ground Duels won,Throw Ins to Own Player,Throw Ins to Opposition Player,Offsides,Goals from Outside Box,Attempts from Set Pieces,Left Foot Goals,Headed Goals,Handballs conceded,Hit Woodwork,Penalties Taken,Penalty Goals,GK Successful Distribution,Total Red Cards,Red Cards - 2nd Yellow,Penalties Conceded,Unsuccessful lay-offs,Saves Made,Crosses not Claimed,Punches,Goalkeeper Smother,Drops,Catches,Saves Made from Outside Box,Saves made - parried,Saves Made from Inside Box,Penalties Faced,Saves made - caught,GK Unsuccessful Distribution,Own Goal Scored,Clearances Off the Line,Straight Red Cards,Penalties Saved,Saves from Penalty,Set Pieces Goals,Foul Won Penalty,Last Man Tackle,Second Goal Assists,Penalties Off Target,Times Tackled,Penalty Goals Conceded,Home Goals,Away Goals,Winning Goal,Overruns,Goal Kicks,Other Goals
Mexico_Liga_MX,2016-2017,Jaguares FC,6ft3hk7jxnwnajm7zs6hwsst1,B. Angulo,Defender,2,27.0,1526.0,,2.0,9.0,,,706.0,11.0,59.0,8.0,358.0,19.0,2.0,38.0,9.0,4.0,4.0,10.0,221.0,257.0,40.0,77.0,722.0,1.0,15.0,36.0,561.0,24.0,5.0,115.0,4.0,282.0,18.0,101.0,2.0,101.0,17.0,28.0,45.0,1141.0,7.0,17.0,7.0,8.0,151.0,337.0,23.0,10.0,106.0,1.0,46.0,4.0,15.0,16.0,15.0,177.0,32.0,28.0,31.0,17.0,3.0,,61.0,44.0,,592.0,607.0,26.0,4.0,1.0,1.0,26.0,71.0,14.0,31.0,90.0,115.0,20.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,8jh8t179xsecyy5adf3sqdkut,F. Araújo,Defender,20,1.0,1215.0,,,4.0,1.0,,427.0,1.0,32.0,,118.0,14.0,4.0,23.0,5.0,4.0,3.0,6.0,88.0,256.0,23.0,55.0,452.0,1.0,27.0,2.0,352.0,18.0,5.0,78.0,,112.0,7.0,39.0,1.0,46.0,14.0,10.0,40.0,610.0,,14.0,20.0,8.0,80.0,206.0,10.0,10.0,44.0,1.0,22.0,,9.0,11.0,,97.0,38.0,21.0,1.0,14.0,,1.0,47.0,102.0,1.0,354.0,374.0,17.0,4.0,1.0,1.0,19.0,53.0,4.0,30.0,33.0,13.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,62dab92vpof2wyr3emhs24t1,F. Arizala,Forward,11,9.0,407.0,6.0,8.0,,,,106.0,5.0,27.0,,67.0,,1.0,,,6.0,1.0,4.0,85.0,19.0,5.0,26.0,112.0,2.0,9.0,14.0,84.0,8.0,11.0,26.0,,31.0,2.0,31.0,3.0,10.0,4.0,2.0,4.0,233.0,,10.0,1.0,,74.0,21.0,31.0,10.0,35.0,5.0,2.0,,13.0,3.0,11.0,81.0,3.0,9.0,9.0,10.0,,,42.0,33.0,,81.0,86.0,7.0,,1.0,,3.0,46.0,2.0,1.0,32.0,3.0,,6.0,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,4fzrwyrxvne9qezz3ytfre191,Bruno Pirri,Defender,15,4.0,518.0,,,,,,170.0,,17.0,1.0,62.0,11.0,4.0,15.0,5.0,3.0,2.0,2.0,59.0,91.0,14.0,17.0,184.0,1.0,10.0,7.0,142.0,7.0,3.0,32.0,,15.0,1.0,25.0,,28.0,6.0,6.0,11.0,306.0,,6.0,9.0,5.0,55.0,83.0,2.0,10.0,31.0,,10.0,1.0,4.0,6.0,4.0,63.0,14.0,9.0,4.0,6.0,,,30.0,69.0,,140.0,152.0,8.0,2.0,,,11.0,32.0,3.0,14.0,25.0,25.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,75e7d9lmzwowrn4855ualo3it,C. Bermúdez,Midfielder,6,1.0,369.0,8.0,,,1.0,1.0,234.0,1.0,27.0,2.0,146.0,3.0,,7.0,2.0,4.0,,4.0,58.0,57.0,5.0,28.0,236.0,3.0,4.0,2.0,199.0,4.0,7.0,35.0,1.0,64.0,4.0,35.0,2.0,24.0,3.0,9.0,6.0,303.0,5.0,11.0,2.0,1.0,33.0,75.0,9.0,10.0,16.0,3.0,2.0,1.0,8.0,1.0,2.0,38.0,1.0,4.0,6.0,11.0,4.0,,18.0,70.0,,200.0,201.0,5.0,,,,3.0,22.0,2.0,6.0,15.0,1.0,,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,dou6wonl0unc7i6ffl5fp5m8l,L. Burián,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,3zns082sz4729nznm0xeewdzp,Derley,Forward,29,1.0,371.0,4.0,3.0,,1.0,1.0,54.0,2.0,22.0,,41.0,,,,2.0,5.0,1.0,10.0,39.0,10.0,,12.0,63.0,5.0,6.0,7.0,49.0,6.0,10.0,12.0,,18.0,5.0,9.0,2.0,6.0,5.0,3.0,4.0,134.0,,9.0,4.0,,51.0,9.0,14.0,10.0,30.0,5.0,2.0,,19.0,5.0,4.0,66.0,4.0,7.0,1.0,9.0,,,26.0,14.0,1.0,45.0,51.0,15.0,,,,,36.0,,,25.0,,,1.0,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,8dw29j8k2379f7hvij6mna4lx,A. Escoboza,Forward,17,7.0,231.0,1.0,7.0,1.0,,,104.0,2.0,12.0,,71.0,,1.0,1.0,,,1.0,1.0,30.0,22.0,2.0,13.0,107.0,3.0,4.0,2.0,90.0,3.0,1.0,14.0,,38.0,6.0,20.0,4.0,8.0,3.0,2.0,3.0,142.0,1.0,4.0,4.0,1.0,17.0,23.0,4.0,10.0,8.0,1.0,3.0,,4.0,,,18.0,,4.0,9.0,4.0,1.0,1.0,9.0,34.0,,91.0,93.0,1.0,,1.0,,1.0,10.0,1.0,2.0,8.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,5seuruocknsnp24elefzrwdsl,E. Esqueda,Forward,9,1.0,175.0,4.0,4.0,,,,40.0,,12.0,1.0,24.0,,,,1.0,3.0,1.0,1.0,24.0,12.0,1.0,6.0,41.0,1.0,6.0,2.0,33.0,1.0,4.0,6.0,,10.0,,7.0,2.0,5.0,1.0,3.0,,76.0,,5.0,4.0,,22.0,10.0,5.0,10.0,6.0,1.0,2.0,1.0,3.0,,1.0,23.0,1.0,2.0,1.0,5.0,,,16.0,9.0,,34.0,35.0,1.0,,,,,17.0,1.0,,6.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico_Liga_MX,2016-2017,Jaguares FC,cz5k60kbxnupbq4cmr7qtds5x,M. Estigarribia,Midfielder,32,8.0,265.0,3.0,3.0,,1.0,,116.0,1.0,25.0,,66.0,4.0,,8.0,1.0,2.0,1.0,2.0,47.0,28.0,2.0,16.0,118.0,2.0,4.0,5.0,91.0,4.0,3.0,24.0,,34.0,,28.0,1.0,9.0,3.0,6.0,7.0,179.0,2.0,6.0,2.0,,25.0,45.0,4.0,10.0,18.0,1.0,3.0,,7.0,5.0,1.0,32.0,2.0,5.0,11.0,6.0,2.0,,12.0,14.0,1.0,93.0,94.0,7.0,1.0,,,1.0,14.0,1.0,7.0,13.0,6.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
