liga,temporada,equipo,id,nombre,posicion,dorsal,Key Passes (Attempt Assists),Substitute Off,Interceptions,Aerial Duels lost,Foul Attempted Tackle,PutThrough/Blocked Distribution,Successful Launches,Unsuccessful Launches,Headed Goals,Forward Passes,Penalty Goals Conceded,Successful Crosses open play,Successful Passes Own Half,Aerial Duels,Ground Duels lost,Successful Crosses & Corners,Total Passes,Unsuccessful Dribbles,Duels lost,Total Touches In Opposition Box,Games Played,Shots On Target ( inc goals ),Blocked Shots,Unsuccessful Long Passes,Backward Passes,Unsuccessful Crosses & Corners,Unsuccessful Passes Opposition Half,Ground Duels won,Starts,Goals Conceded Inside Box,Total Successful Passes ( Excl Crosses & Corners ) ,Total Losses Of Possession,Times Tackled,Time Played,Successful Open Play Passes,Goals,Unsuccessful Short Passes,Successful Short Passes,Shots Off Target (inc woodwork),Goals Conceded Outside Box,Successful Lay-offs,Tackles Lost,Total Clearances,Successful Long Passes,Goals Conceded,Touches,Appearances,Leftside Passes,Unsuccessful Passes Own Half,Total Shots,Recoveries,Hit Woodwork,Rightside Passes,Successful Dribbles,Total Tackles,Duels,Corners Won,Open Play Passes,PutThrough/Blocked Distribution Won,Through balls,Index,Duels won,Aerial Duels won,Yellow Cards,Goals from Inside Box,Successful Passes Opposition Half,Tackles Won,Total Fouls Won,Unsuccessful Crosses open play,Substitute On,Total Unsuccessful Passes ( Excl Crosses & Corners ),Ground Duels,Total Fouls Conceded,Clean Sheets,Home Goals,Away Goals,Winning Goal,Assists (Intentional),Corners Taken (incl short corners),Unsuccessful Corners into Box,Attempts from Set Pieces,Blocks,Offsides,Throw Ins to Own Player,Throw Ins to Opposition Player,Successful Corners into Box,Goal Assists,GK Successful Distribution,Penalties Conceded,GK Unsuccessful Distribution,Handballs conceded,Straight Red Cards,Right Foot Goals,Penalties Taken,Total Red Cards,Unsuccessful lay-offs,Goals from Outside Box,Penalty Goals,Foul Won Penalty,Other Goals,Left Foot Goals,Red Cards - 2nd Yellow,Clearances Off the Line,Penalties Saved,Saves Made,Catches,Saves from Penalty,Saves Made from Outside Box,Saves Made from Inside Box,Punches,Penalties Faced,Saves made - parried,Goalkeeper Smother,Set Pieces Goals,Drops,Saves made - caught,Crosses not Claimed,Own Goal Scored,Last Man Tackle,Second Goal Assists,Successful Fifty Fifty,Fifty Fifty,Penalties Off Target
USA_USL_Championship,2021,Charleston Battery,cxy8emvt5psar8l1mpet8yvze,T. Adesodun,Midfielder,15,7.0,6.0,17.0,16.0,1.0,12.0,1.0,6.0,,88.0,2.0,3.0,81.0,25.0,21.0,3.0,202.0,5.0,37.0,5.0,18.0,2.0,1.0,15.0,41.0,4.0,38.0,41.0,6.0,12.0,153.0,88.0,12.0,655.0,147.0,,34.0,146.0,1.0,1.0,1.0,6.0,10.0,7.0,13.0,358.0,18.0,9.0,15.0,3.0,37.0,,64.0,15.0,13.0,87.0,1.0,196.0,4.0,,10.0,50.0,9.0,,,75.0,7.0,13.0,4.0,12.0,49.0,62.0,7.0,,0.0,0.0,0.0,1.0,,,,2.0,,27.0,13.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA_USL_Championship,2021,Charleston Battery,ani26vxlo22iw1u9oexptml05,L. Archer,Defender,5,3.0,1.0,37.0,15.0,7.0,13.0,11.0,29.0,2.0,413.0,7.0,,569.0,57.0,31.0,,941.0,,46.0,11.0,22.0,2.0,1.0,87.0,49.0,1.0,101.0,52.0,22.0,33.0,780.0,171.0,2.0,1931.0,764.0,2.0,74.0,692.0,4.0,5.0,,8.0,121.0,88.0,38.0,1216.0,22.0,269.0,61.0,6.0,104.0,,210.0,3.0,20.0,140.0,1.0,918.0,9.0,,10.0,94.0,42.0,8.0,2.0,211.0,12.0,32.0,1.0,,161.0,83.0,22.0,4.0,1.0,1.0,0.0,,,,,11.0,1.0,,,,,,4.0,,1.0,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,5.0,8.0,
USA_USL_Championship,2021,Charleston Battery,1jv9f0ug200r5n34b5xlmzh0,J. Bunting,Forward,22,6.0,4.0,2.0,17.0,9.0,5.0,,,1.0,26.0,2.0,1.0,46.0,30.0,55.0,1.0,133.0,19.0,72.0,22.0,20.0,7.0,,1.0,48.0,2.0,26.0,29.0,4.0,13.0,98.0,105.0,36.0,606.0,93.0,4.0,34.0,97.0,5.0,2.0,1.0,5.0,2.0,1.0,15.0,267.0,20.0,31.0,11.0,12.0,27.0,,28.0,6.0,12.0,114.0,1.0,128.0,3.0,,10.0,42.0,13.0,1.0,4.0,53.0,7.0,11.0,2.0,16.0,35.0,84.0,16.0,,3.0,1.0,1.0,1.0,,,,,2.0,,,,1.0,,,,1.0,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,2.0,
USA_USL_Championship,2021,Charleston Battery,1411z65yde6upoofkxdpymmp6,M. Cichero,Midfielder,13,1.0,,,8.0,,1.0,,,,12.0,,,5.0,15.0,2.0,,31.0,,10.0,2.0,1.0,1.0,,1.0,6.0,3.0,13.0,2.0,1.0,,20.0,19.0,1.0,90.0,18.0,,10.0,19.0,,1.0,1.0,1.0,,1.0,1.0,45.0,1.0,7.0,1.0,1.0,5.0,,6.0,,1.0,19.0,2.0,29.0,1.0,,10.0,9.0,7.0,,,15.0,,2.0,,,11.0,4.0,1.0,,0.0,0.0,0.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,
USA_USL_Championship,2021,Charleston Battery,ngbrldd6l0tg4wpy3lki9eqd,R. Crawford,Midfielder,6,19.0,5.0,29.0,11.0,19.0,44.0,6.0,24.0,,308.0,8.0,7.0,506.0,18.0,84.0,18.0,1047.0,7.0,95.0,22.0,24.0,6.0,11.0,87.0,198.0,71.0,221.0,71.0,21.0,34.0,856.0,320.0,20.0,1863.0,806.0,2.0,104.0,767.0,8.0,4.0,8.0,19.0,11.0,89.0,38.0,1421.0,24.0,270.0,41.0,14.0,159.0,1.0,271.0,19.0,45.0,173.0,4.0,983.0,29.0,2.0,10.0,78.0,7.0,9.0,,368.0,26.0,8.0,29.0,3.0,191.0,155.0,34.0,3.0,1.0,1.0,1.0,1.0,35.0,25.0,1.0,6.0,,17.0,1.0,9.0,1.0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,9.0,
USA_USL_Championship,2021,Charleston Battery,9vmkraasuy4r0myv3ov3thotl,N. Daley,Forward,11,6.0,15.0,2.0,48.0,9.0,17.0,,,,30.0,6.0,1.0,45.0,62.0,77.0,1.0,144.0,27.0,125.0,61.0,28.0,18.0,10.0,5.0,51.0,3.0,43.0,60.0,20.0,30.0,98.0,163.0,54.0,1654.0,70.0,8.0,41.0,94.0,11.0,2.0,2.0,4.0,2.0,4.0,32.0,411.0,28.0,29.0,6.0,29.0,38.0,1.0,34.0,28.0,10.0,199.0,12.0,116.0,12.0,4.0,10.0,74.0,14.0,3.0,7.0,54.0,6.0,22.0,3.0,8.0,46.0,137.0,26.0,1.0,6.0,2.0,1.0,2.0,,,,,9.0,2.0,,,2.0,,,,7.0,,6.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,
USA_USL_Championship,2021,Charleston Battery,8r9edtpxu99lhkaa6tg1x9qay,B. Di Rosa,Defender,2,7.0,12.0,16.0,19.0,4.0,13.0,3.0,15.0,,197.0,4.0,4.0,233.0,29.0,29.0,4.0,489.0,6.0,48.0,12.0,20.0,,6.0,33.0,108.0,11.0,87.0,27.0,16.0,20.0,383.0,165.0,12.0,1218.0,370.0,,73.0,364.0,2.0,4.0,,4.0,29.0,19.0,24.0,746.0,20.0,94.0,30.0,2.0,64.0,1.0,90.0,7.0,12.0,85.0,4.0,475.0,6.0,,10.0,37.0,10.0,3.0,,154.0,8.0,8.0,11.0,4.0,106.0,56.0,11.0,,0.0,0.0,0.0,,,,,3.0,,81.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,7.0,
USA_USL_Championship,2021,Charleston Battery,do5nsl65m35sog9vcp0j3kbh0,B. Fahling,Midfielder,16,18.0,5.0,25.0,27.0,16.0,19.0,5.0,20.0,,235.0,4.0,11.0,292.0,43.0,64.0,26.0,677.0,10.0,91.0,6.0,27.0,5.0,4.0,59.0,114.0,53.0,165.0,59.0,16.0,29.0,513.0,281.0,26.0,1603.0,498.0,2.0,105.0,460.0,8.0,4.0,5.0,12.0,16.0,53.0,33.0,993.0,27.0,162.0,52.0,13.0,97.0,,166.0,14.0,30.0,166.0,6.0,655.0,12.0,,10.0,75.0,16.0,5.0,1.0,247.0,18.0,15.0,17.0,11.0,164.0,123.0,28.0,1.0,1.0,1.0,2.0,2.0,37.0,24.0,3.0,3.0,2.0,10.0,8.0,10.0,2.0,,,,2.0,1.0,2.0,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,7.0,15.0,
USA_USL_Championship,2021,Charleston Battery,42glqem6f8l6m06l5xflnj2zt,L. Gdula,Defender,17,14.0,6.0,26.0,22.0,15.0,29.0,4.0,9.0,1.0,353.0,6.0,5.0,380.0,41.0,63.0,5.0,813.0,14.0,85.0,26.0,22.0,3.0,3.0,53.0,158.0,24.0,155.0,79.0,20.0,33.0,627.0,287.0,22.0,1747.0,605.0,1.0,133.0,594.0,6.0,5.0,2.0,11.0,22.0,33.0,38.0,1216.0,22.0,221.0,55.0,9.0,108.0,,81.0,9.0,37.0,183.0,5.0,789.0,8.0,1.0,10.0,98.0,19.0,8.0,1.0,252.0,26.0,34.0,24.0,2.0,186.0,142.0,26.0,2.0,1.0,0.0,0.0,,,,,4.0,,110.0,22.0,,1.0,,3.0,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,3.0,
USA_USL_Championship,2021,Charleston Battery,f3hhjzp25ms8qnt0dh1p04q21,D. Harmon,Forward,19,15.0,8.0,12.0,32.0,11.0,32.0,,9.0,2.0,97.0,4.0,6.0,84.0,48.0,99.0,6.0,290.0,31.0,131.0,46.0,29.0,11.0,8.0,19.0,73.0,9.0,78.0,59.0,12.0,29.0,192.0,255.0,68.0,1291.0,188.0,2.0,79.0,186.0,10.0,2.0,4.0,5.0,5.0,6.0,31.0,627.0,29.0,75.0,29.0,21.0,73.0,,45.0,22.0,14.0,206.0,15.0,286.0,13.0,3.0,10.0,75.0,16.0,3.0,2.0,114.0,9.0,23.0,9.0,17.0,98.0,158.0,24.0,,0.0,2.0,1.0,2.0,,,,1.0,3.0,14.0,14.0,,2.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0,13.0,
